video,width,height,scale,fps
/Users/oakley/Documents/GitHub/signal_respirometry/video/GX010072_2025Nov13.MP4,3840,2160,0.5,29.97002997002997

frame,time_s,region,cx,cy,area,bbox_x,bbox_y,bbox_w,bbox_h
69,2070.0,left,648.0,381.0,2.0,647,380,3,3
114,3420.0,middle,1034.0,781.0,2.0,1033,780,3,3
130,3900.0,middle,1040.72,585.32,30.0,1038,581,7,9
130,3900.0,middle,1011.04,418.87,516.0,997,398,23,54
130,3900.0,middle,996.18,231.09,521.5,984,206,23,44
131,3930.0,middle,1040.74,585.45,29.0,1038,582,7,8
131,3930.0,middle,1011.16,418.87,439.0,998,398,21,54
131,3930.0,middle,996.1,230.26,443.5,985,207,22,40
132,3960.0,middle,996.1,229.84,371.5,986,207,19,38
132,3960.0,middle,1040.52,585.22,25.5,1038,582,6,8
132,3960.0,middle,1011.03,418.97,385.0,1000,398,19,54
133,3990.0,middle,1040.12,585.22,15.5,1038,582,5,7
133,3990.0,middle,1009.99,419.86,210.5,1002,399,16,48
133,3990.0,middle,994.92,229.35,205.0,987,208,16,37
134,4020.0,middle,994.62,228.85,103.5,989,210,11,33
134,4020.0,middle,1011.71,424.31,29.0,1009,417,6,16
134,4020.0,middle,1014.8,441.0,10.0,1013,438,4,7
134,4020.0,middle,1005.72,407.54,58.5,1003,399,8,17
135,4050.0,middle,991.78,234.63,8.5,990,233,5,4
138,4140.0,middle,1036.62,155.62,24.0,1033,152,9,9
138,4140.0,middle,1026.13,73.47,19.0,1023,71,7,6
139,4170.0,middle,1026.43,73.34,16.5,1024,71,6,6
139,4170.0,middle,1036.86,155.49,22.0,1033,152,9,9
140,4200.0,middle,1036.14,155.84,11.5,1034,153,6,7
140,4200.0,middle,1026.38,73.38,13.0,1024,71,6,6
141,4230.0,middle,1026.17,73.44,9.0,1024,71,5,6
141,4230.0,middle,1036.5,155.5,8.0,1034,153,6,6
144,4320.0,middle,1034.0,781.0,2.0,1033,780,3,3
150,4500.0,middle,1003.3,191.3,5.5,1002,190,4,4
150,4500.0,middle,990.13,573.47,378.5,972,564,40,23
150,4500.0,middle,1010.45,660.34,40.0,1006,657,10,10
150,4500.0,left,682.83,603.06,103.5,680,591,7,28
151,4530.0,middle,1010.26,660.36,33.5,1007,657,8,9
151,4530.0,left,682.83,602.04,82.5,680,591,6,24
151,4530.0,middle,989.72,573.27,342.5,972,564,39,23
152,4560.0,middle,989.75,573.08,292.5,973,565,37,21
152,4560.0,left,682.94,602.37,75.0,680,591,6,24
152,4560.0,middle,1010.35,660.0,28.5,1007,657,8,8
153,4590.0,middle,1010.13,659.91,21.5,1007,657,7,8
153,4590.0,left,682.52,601.0,47.0,681,591,5,20
153,4590.0,middle,1004.49,569.24,21.0,1001,567,9,5
153,4590.0,middle,976.0,568.5,10.0,974,567,5,4
153,4590.0,middle,988.33,574.25,135.0,980,566,21,19
154,4620.0,middle,976.0,568.0,2.0,975,567,3,3
154,4620.0,middle,989.5,568.0,8.0,987,567,6,3
154,4620.0,left,682.0,596.0,2.0,681,595,3,3
154,4620.0,left,682.0,605.0,2.0,681,604,3,3
154,4620.0,middle,1005.0,569.0,2.0,1004,568,3,3
158,4740.0,middle,958.23,682.71,146.5,951,670,15,23
158,4740.0,left,705.31,628.88,160.0,700,617,12,24
159,4770.0,middle,958.22,683.06,116.5,952,671,13,22
159,4770.0,left,705.41,628.79,148.5,700,617,11,24
160,4800.0,middle,958.64,683.19,95.0,952,671,13,21
160,4800.0,left,705.56,628.76,124.0,701,619,10,21
161,4830.0,middle,959.24,683.72,54.5,954,676,10,16
161,4830.0,left,704.5,637.0,4.0,703,636,4,3
161,4830.0,left,706.34,625.65,59.0,702,619,9,15
162,4860.0,middle,1035.0,179.0,2.0,1034,178,3,3
162,4860.0,right,1304.0,599.5,4.0,1303,598,3,4
162,4860.0,left,705.15,622.85,12.5,703,621,5,5
162,4860.0,middle,959.0,681.5,7.0,957,680,5,4
162,4860.0,middle,958.5,688.5,4.0,957,687,4,4
162,4860.0,right,1340.71,725.75,28.5,1337,723,8,7
162,4860.0,middle,1015.4,629.21,147.0,1010,620,12,20
163,4890.0,right,1340.9,725.82,23.5,1338,723,7,7
163,4890.0,middle,1014.9,630.16,113.5,1010,621,12,19
163,4890.0,right,1355.0,733.19,7.0,1353,732,5,4
163,4890.0,right,1304.0,599.0,2.0,1303,598,3,3
164,4920.0,right,1354.78,733.37,8.5,1353,732,5,4
164,4920.0,right,1341.0,725.81,19.0,1338,724,7,5
164,4920.0,middle,1014.23,630.55,86.0,1010,621,11,19
165,4950.0,middle,1013.88,631.09,56.5,1011,622,9,16
165,4950.0,right,1354.01,736.85,37.0,1351,731,7,14
165,4950.0,right,1340.64,725.74,14.0,1338,724,6,5
166,4980.0,right,1353.8,735.05,25.5,1351,731,6,11
166,4980.0,right,1340.7,725.7,5.5,1339,724,4,4
166,4980.0,middle,1013.41,634.29,11.5,1011,632,6,5
166,4980.0,middle,1013.0,626.5,4.0,1012,625,3,4
166,4980.0,middle,1067.21,577.18,272.0,1062,561,12,37
166,4980.0,middle,1063.89,170.78,18.0,1060,168,9,6
167,5010.0,middle,1067.15,577.1,246.5,1062,561,11,37
167,5010.0,right,1354.3,732.7,5.5,1353,731,4,4
167,5010.0,middle,1063.0,171.0,6.0,1061,170,5,3
168,5040.0,middle,1066.87,578.05,189.0,1062,561,11,35
168,5040.0,middle,1063.0,171.0,2.0,1062,170,3,3
169,5070.0,middle,1066.61,579.11,149.0,1062,564,10,31
169,5070.0,middle,1034.0,781.0,2.0,1033,780,3,3
170,5100.0,middle,1034.0,781.0,2.0,1033,780,3,3
170,5100.0,middle,1067.7,590.3,5.5,1066,589,4,4
170,5100.0,middle,1064.99,578.14,47.5,1063,569,6,19
184,5520.0,right,1350.5,756.0,4.0,1349,755,4,3
188,5640.0,middle,987.71,538.36,147.5,981,530,15,18
188,5640.0,middle,983.69,203.86,13.5,981,202,6,5
189,5670.0,middle,987.38,539.06,143.5,981,530,14,22
189,5670.0,middle,1034.0,781.0,2.0,1033,780,3,3
189,5670.0,middle,983.84,203.71,11.5,982,202,5,5
190,5700.0,middle,1034.0,781.0,2.0,1033,780,3,3
190,5700.0,middle,987.3,539.14,129.0,981,530,14,21
190,5700.0,middle,983.3,204.3,5.5,982,203,4,4
191,5730.0,middle,987.07,539.32,106.0,982,531,12,20
191,5730.0,middle,983.0,204.0,2.0,982,203,3,3
192,5760.0,middle,983.0,548.0,2.0,982,547,3,3
192,5760.0,middle,989.43,532.64,7.0,987,531,6,4
211,6330.0,middle,960.7,504.3,5.5,959,503,4,4
212,6360.0,middle,1013.33,196.62,21.0,1010,194,8,6
212,6360.0,middle,962.52,212.04,38.0,956,208,13,8
212,6360.0,middle,956.03,493.08,554.0,938,478,32,30
212,6360.0,middle,1050.71,632.85,25.5,1048,629,7,10
212,6360.0,middle,1036.36,449.45,511.5,1021,434,34,38
213,6390.0,middle,1013.0,196.85,14.0,1010,195,7,5
213,6390.0,middle,963.41,211.7,27.5,958,209,11,6
213,6390.0,middle,956.31,492.94,511.0,939,479,31,29
213,6390.0,middle,1050.6,632.68,19.0,1049,629,5,9
213,6390.0,middle,1035.83,449.33,463.5,1021,434,33,37
214,6420.0,middle,1013.5,196.5,10.0,1011,195,6,4
214,6420.0,middle,963.13,211.67,23.0,958,209,11,6
214,6420.0,middle,956.44,493.08,473.5,939,480,31,28
214,6420.0,middle,1050.53,633.11,15.5,1049,630,5,8
214,6420.0,middle,1035.74,449.28,432.5,1021,435,33,35
215,6450.0,middle,1050.5,632.0,7.0,1049,630,4,5
215,6450.0,middle,956.21,492.72,401.5,939,481,30,25
215,6450.0,middle,1035.14,448.76,378.5,1021,435,33,34
215,6450.0,middle,963.5,211.33,12.0,960,209,8,5
215,6450.0,middle,1013.0,196.67,6.0,1011,195,5,4
216,6480.0,middle,1033.19,446.51,229.0,1022,436,26,20
216,6480.0,middle,1051.0,462.5,4.0,1050,461,3,4
216,6480.0,middle,954.68,491.92,244.5,941,483,28,19
232,6960.0,middle,1034.0,781.0,2.0,1033,780,3,3
233,6990.0,middle,1034.0,781.0,2.0,1033,780,3,3
262,7860.0,middle,951.18,566.92,303.5,937,558,34,20
262,7860.0,middle,962.3,210.78,15.5,960,209,6,5
263,7890.0,middle,962.1,210.74,14.0,960,209,6,5
263,7890.0,middle,1017.5,678.5,10.0,1016,676,4,6
263,7890.0,middle,951.06,566.88,275.5,937,559,33,18
263,7890.0,middle,1000.8,644.54,39.0,998,640,7,10
263,7890.0,middle,1066.65,541.36,201.0,1057,534,20,21
264,7920.0,middle,1058.0,173.0,2.0,1057,172,3,3
264,7920.0,middle,962.0,210.5,10.0,960,209,5,4
264,7920.0,middle,950.79,566.93,220.5,938,560,30,16
264,7920.0,middle,1066.25,540.93,227.0,1057,533,20,20
264,7920.0,middle,1000.54,644.71,31.5,998,640,6,10
264,7920.0,middle,1060.82,658.78,49.5,1054,656,13,8
264,7920.0,middle,1017.5,679.0,5.0,1016,677,4,5
265,7950.0,middle,962.0,210.5,4.0,961,209,3,4
265,7950.0,middle,1066.22,540.77,195.5,1057,534,19,18
265,7950.0,middle,1000.72,644.5,26.0,999,640,5,10
265,7950.0,middle,1060.6,658.81,43.0,1054,656,13,8
265,7950.0,middle,1017.0,678.0,2.0,1016,677,3,3
265,7950.0,middle,949.19,566.91,127.0,938,560,30,15
266,7980.0,middle,1017.0,678.0,2.0,1016,677,3,3
266,7980.0,middle,1060.72,658.6,34.5,1056,656,10,7
266,7980.0,middle,1000.36,644.78,16.5,999,641,4,8
266,7980.0,middle,947.83,567.35,32.0,944,563,10,11
266,7980.0,middle,1066.58,539.8,138.5,1058,534,18,16
267,8010.0,middle,946.5,568.0,5.0,945,566,4,5
267,8010.0,middle,1060.79,658.4,23.5,1057,656,9,6
267,8010.0,middle,1066.59,538.43,82.5,1058,534,18,11
268,8040.0,middle,1060.7,658.3,5.5,1059,657,4,4
268,8040.0,middle,1071.81,537.0,7.0,1070,535,4,5
306,9180.0,middle,1021.0,141.0,2.0,1020,140,3,3
