"file","temp_C","sal","control_channel","input_o2_unit","control_o2_unit","start_hour","end_hour","microbial_cutoff_hour","Ch2_umol_g_hr","Ch2_ml_mg_hr","Ch2_uL_mg_hr"
"/Users/oakley/Documents/GitHub/signal_respirometry/data/Bocas2026/EGD/EGD09012026box3_medium.csv",28.932,33,"Ch1","mg_per_l","mg_per_l",1,8,5,176.631545276573,0.00438397937714295,4.38397937714295
