"file","temp_C","sal","control_channel","input_o2_unit","control_o2_unit","start_hour","end_hour","microbial_cutoff_hour","Ch1_umol_g_hr","Ch1_ml_mg_hr","Ch1_uL_mg_hr","Ch2_umol_g_hr","Ch2_ml_mg_hr","Ch2_uL_mg_hr","Ch3_umol_g_hr","Ch3_ml_mg_hr","Ch3_uL_mg_hr"
"/Users/oakley/Documents/GitHub/signal_respirometry/data/Bocas2026/NOL/NOLdaytime08222026box3.csv",28.913,33,"Ch4","mg_per_l","mg_per_l",2,8,5,110.395129289476,0.00273982525772378,2.73982525772378,49.6662102236664,0.00123263352379798,1.23263352379798,58.9448775920618,0.00146291476335599,1.46291476335599
