"file","entity","role","mask_applied","cutoff_hour","cutoff_inclusive","start_hour_window","end_hour_window","n_total","n_used","used_hour_min","used_hour_max","slope_kpa_per_min","MO2_raw_umol_per_hr","MO2_control_umol_per_hr","MO2_corrected_umol_per_hr","mass_g","vol_L","umol_g_hr","ml_mg_hr","uL_mg_hr"
"/Users/oakley/Documents/GitHub/signal_respirometry/data/original_respirometry_Panama2025/newpyro-trial3.csv","Ch1","control","pre_cutoff",4,TRUE,1.001093889,7.999478611,5040,2160,1.001093889,3.999823611,-0.0116826257372015,NA,0.0139627957614728,NA,NA,0.002,NA,NA,NA
"/Users/oakley/Documents/GitHub/signal_respirometry/data/original_respirometry_Panama2025/newpyro-trial3.csv","Ch2","channel","pre_cutoff",4,TRUE,1.001093889,7.999478611,5040,2160,1.001093889,3.999823611,-0.0163156198262289,0.019500039843786,0.0139627957614728,0.0055372440823133,0.00024,0.002,23.0718503429721,0.000568629563146364,0.568629563146364
"/Users/oakley/Documents/GitHub/signal_respirometry/data/original_respirometry_Panama2025/newpyro-trial3.csv","Ch3","channel","pre_cutoff",4,TRUE,1.001093889,7.999478611,5040,2160,1.001093889,3.999823611,-0.0143744527398012,0.0171800032204802,0.0139627957614728,0.00321720745900747,0.00024,0.002,13.4050310791978,0.000330380825690887,0.330380825690887
"/Users/oakley/Documents/GitHub/signal_respirometry/data/original_respirometry_Panama2025/newpyro-trial3.csv","Ch4","channel","pre_cutoff",4,TRUE,1.001093889,7.999478611,5040,2160,1.001093889,3.999823611,-0.014517263274281,0.0173506869666159,0.0139627957614728,0.00338789120514318,0.00024,0.002,14.1162133547632,0.000347908646852201,0.347908646852201
