"file","channel","temp_C","sal","input_o2_unit","control_o2_unit","umol_g_hr","ml_mg_hr","uL_mg_hr","start_hour","end_hour","microbial_cutoff_hour"
"/Users/oakley/Documents/GitHub/signal_respirometry/data/Bocas2026/EGD/EGD09012026box3_large.csv","Ch3",28.932,33,"mg_per_l","mg_per_l",166.478703374495,0.00413198673648294,4.13198673648294,1,8,5
"/Users/oakley/Documents/GitHub/signal_respirometry/data/Bocas2026/EGD/EGD09012026box3_large.csv","Ch4",28.932,33,"mg_per_l","mg_per_l",181.93631691467,0.00451564334138815,4.51564334138815,1,8,5
