"file","temp_C","sal","control_channel","input_o2_unit","control_o2_unit","start_hour","end_hour","microbial_cutoff_hour","Ch2_umol_g_hr","Ch2_ml_mg_hr","Ch2_uL_mg_hr"
"/Users/oakley/Documents/GitHub/signal_respirometry/data/Bocas2026/EGD/EGD09022026box3_medium.csv",29.113,33,"Ch1","mg_per_l","mg_per_l",1,8,5,213.442490404767,0.0053007939226407,5.3007939226407
