"file","temp_C","sal","control_channel","input_o2_unit","control_o2_unit","start_hour","end_hour","microbial_cutoff_hour","Ch2_umol_g_hr","Ch2_ml_mg_hr","Ch2_uL_mg_hr"
"/Users/oakley/Documents/GitHub/signal_respirometry/data/Bocas2026/EGD/EGD09032026box3_medium.csv",29.097,33,"Ch1","mg_per_l","mg_per_l",1,8,5,214.624182280755,0.00532985917747052,5.32985917747052
