"file","temp_C","sal","control_channel","input_o2_unit","control_o2_unit","start_hour","end_hour","microbial_cutoff_hour","Ch3_umol_g_hr","Ch3_ml_mg_hr","Ch3_uL_mg_hr","Ch4_umol_g_hr","Ch4_ml_mg_hr","Ch4_uL_mg_hr"
"/Users/oakley/Documents/GitHub/signal_respirometry/data/Bocas2026/EGD/EGD09012026box3_large.csv",28.932,33,"Ch1","mg_per_l","mg_per_l",1,8,5,166.478703374495,0.00413198673648294,4.13198673648294,181.93631691467,0.00451564334138815,4.51564334138815
