"file","temp_C","sal","control_channel","input_o2_unit","control_o2_unit","start_hour","end_hour","microbial_cutoff_hour","Ch3_umol_g_hr","Ch3_ml_mg_hr","Ch3_uL_mg_hr","Ch4_umol_g_hr","Ch4_ml_mg_hr","Ch4_uL_mg_hr"
"/Users/oakley/Documents/GitHub/signal_respirometry/data/Bocas2026/EGD/EGD09032026box3_large.csv",29.097,33,"Ch1","mg_per_l","mg_per_l",1,8,5,368.499030120516,0.0091511027168765,9.15110271687651,271.690058558177,0.00674700183663155,6.74700183663155
