frame,time_s,region,cx,cy,area,bbox_x,bbox_y,bbox_w,bbox_h,track_id
217,6510.0,right,1485.63,528.17,23.0,1484,521,5,16,504
217,6510.0,right,1405.65,494.38,13.0,1403,491,7,8,505
221,6630.0,left,768.43,333.0,14.0,767,329,4,9,511
221,6630.0,left,776.0,520.5,8.0,775,518,3,6,512
221,6630.0,left,771.4,386.2,10.0,770,383,4,8,513
221,6630.0,left,793.0,573.0,9.0,791,571,5,5,514
221,6630.0,left,780.36,370.43,7.0,779,368,4,6,515
222,6660.0,left,768.4,333.6,10.0,767,329,4,9,511
222,6660.0,left,788.26,438.4,26.5,784,433,8,13,519
222,6660.0,left,776.0,520.5,4.0,775,519,3,4,512
222,6660.0,left,792.5,572.5,4.0,791,571,4,4,514
222,6660.0,left,771.28,386.11,9.0,770,383,4,7,513
223,6690.0,left,790.0,443.0,2.0,789,442,3,3,519
223,6690.0,left,787.83,436.89,9.0,786,434,5,7,520
235,7050.0,left,771.47,282.97,12.0,769,280,5,6,522
235,7050.0,left,746.44,285.73,17.5,745,282,4,8,523
235,7050.0,left,780.6,432.4,10.0,778,429,6,9,525
235,7050.0,left,754.7,439.11,15.5,753,436,4,8,527
235,7050.0,left,778.0,532.0,6.0,776,530,5,5,528
235,7050.0,left,738.5,569.0,11.0,737,566,4,7,529
236,7080.0,left,771.04,283.24,7.5,769,281,5,5,522
236,7080.0,left,785.02,286.92,20.5,783,283,6,9,530
236,7080.0,left,746.0,287.0,4.0,745,285,3,5,523
236,7080.0,left,780.07,431.43,7.0,778,429,5,6,525
236,7080.0,left,755.0,439.5,4.0,754,437,3,6,527
236,7080.0,left,778.0,532.0,2.0,777,531,3,3,528
237,7110.0,left,784.04,405.83,13.5,782,403,5,7,533
238,7140.0,left,762.0,596.5,7.0,760,595,5,4,535
238,7140.0,left,783.85,405.56,9.0,782,403,4,6,533
238,7140.0,left,769.0,251.0,2.0,768,250,3,3,538
239,7170.0,left,784.06,295.0,11.0,782,292,5,7,539
239,7170.0,left,769.0,251.0,2.0,768,250,3,3,538
239,7170.0,left,761.7,596.7,5.5,760,595,4,4,535
240,7200.0,right,1416.44,317.69,27.0,1410,313,14,11,545
240,7200.0,right,1430.0,338.5,4.0,1429,337,3,4,548
240,7200.0,right,1439.72,670.17,27.5,1433,668,14,8,551
240,7200.0,right,1460.0,620.5,4.0,1459,619,3,4,552
240,7200.0,right,1405.5,903.5,13.0,1404,901,4,6,554
241,7230.0,right,1430.0,339.0,2.0,1429,338,3,3,548
241,7230.0,right,1411.5,315.5,4.0,1410,314,4,4,545
241,7230.0,right,1419.5,319.5,4.0,1418,318,4,4,557
241,7230.0,right,1438.59,669.41,17.5,1433,668,11,5,551
241,7230.0,right,1460.0,620.0,2.0,1459,619,3,3,552
242,7260.0,right,1339.02,58.39,637.5,1329,34,22,65,558
242,7260.0,right,1392.0,64.67,6.0,1391,62,3,6,559
242,7260.0,right,1364.0,13.0,2.0,1363,12,3,3,561
242,7260.0,right,1374.0,680.5,7.0,1372,679,5,4,562
242,7260.0,left,797.63,580.14,19.5,793,576,10,9,566
243,7290.0,right,1340.18,68.75,702.5,1329,34,23,104,568
243,7290.0,right,1392.0,80.0,2.0,1391,79,3,3,569
243,7290.0,right,1385.07,110.65,52.0,1379,101,12,19,570
243,7290.0,right,1351.0,140.0,2.0,1350,139,3,3,571
243,7290.0,right,1352.0,145.5,4.0,1351,144,3,4,572
243,7290.0,right,1353.0,153.0,6.0,1352,151,3,5,573
243,7290.0,right,1386.0,550.0,2.0,1385,549,3,3,574
243,7290.0,left,797.5,580.0,4.0,796,579,4,3,566
244,7320.0,right,1344.85,102.49,187.0,1339,75,13,62,575
244,7320.0,right,1338.0,73.5,4.0,1337,72,3,4,568
244,7320.0,right,1331.78,42.45,45.0,1330,34,5,21,576
244,7320.0,right,1342.0,64.0,2.0,1341,63,3,3,577
244,7320.0,right,1341.65,38.99,19.5,1338,34,7,12,578
244,7320.0,right,1376.82,335.71,93.0,1373,321,10,31,579
244,7320.0,right,1337.0,68.5,4.0,1336,67,3,4,580
244,7320.0,right,1384.0,364.0,6.0,1383,362,3,5,581
244,7320.0,right,1391.33,392.11,37.0,1388,383,7,18,582
244,7320.0,right,1380.51,408.34,40.5,1377,398,7,20,583
244,7320.0,right,1414.0,545.5,4.0,1413,544,3,4,584
244,7320.0,right,1377.0,356.0,6.0,1376,354,3,5,585
245,7350.0,right,1345.98,110.56,75.0,1342,94,9,35,586
245,7350.0,right,1375.67,327.07,29.0,1374,321,4,14,587
256,7680.0,right,1432.0,124.0,2.0,1431,123,3,3,591
256,7680.0,right,1456.7,472.3,5.5,1455,471,4,4,594
256,7680.0,right,1411.5,889.5,15.0,1409,887,6,6,601
257,7710.0,right,1456.5,472.5,4.0,1455,471,4,4,594
257,7710.0,right,1400.62,939.92,20.0,1397,937,9,7,607
257,7710.0,right,1411.22,889.37,8.5,1409,888,5,4,601
257,7710.0,right,1412.75,680.0,28.0,1410,674,7,13,608
257,7710.0,right,1403.46,605.45,44.5,1397,603,13,7,609
257,7710.0,right,1453.0,577.5,7.0,1451,576,5,4,611
257,7710.0,right,1428.06,602.22,109.0,1414,593,26,25,612
258,7740.0,right,1432.5,45.0,5.0,1431,43,4,5,613
258,7740.0,right,1425.52,50.11,111.0,1423,34,8,37,614
258,7740.0,right,1363.27,10.16,21.5,1359,8,9,5,615
258,7740.0,right,1426.0,81.0,2.0,1425,80,3,3,616
258,7740.0,right,1399.5,939.5,4.0,1398,938,4,4,607
258,7740.0,right,1414.0,682.0,2.0,1413,681,3,3,608
258,7740.0,right,1385.78,907.12,25.0,1380,905,12,5,619
258,7740.0,right,1401.0,597.0,6.0,1399,595,5,5,620
258,7740.0,right,1452.51,582.76,7.5,1451,581,4,5,611
258,7740.0,right,1411.75,676.5,8.0,1410,674,4,6,621
259,7770.0,right,1363.38,9.96,13.0,1360,8,8,5,615
259,7770.0,right,1425.5,36.5,7.0,1424,35,4,4,622
259,7770.0,right,1442.67,61.39,52.0,1436,55,13,12,623
259,7770.0,right,1423.07,409.87,22.5,1421,406,6,10,624
260,7800.0,right,1423.0,408.0,2.0,1422,407,3,3,624
260,7800.0,right,1434.0,596.0,2.0,1433,595,3,3,625
261,7830.0,right,1409.0,602.0,10.0,1406,601,7,3,626
266,7980.0,left,744.95,313.83,97.5,740,305,11,20,627
266,7980.0,left,747.56,578.61,9.0,745,577,6,4,634
267,8010.0,left,748.05,306.81,151.5,740,294,15,29,627
267,8010.0,left,758.78,503.76,7.5,757,502,4,5,637
267,8010.0,left,747.24,578.78,7.5,745,577,5,4,634
268,8040.0,left,751.48,298.73,80.5,745,290,15,19,638
268,8040.0,left,743.01,315.29,24.0,740,310,6,11,639
268,8040.0,left,793.0,341.0,2.0,792,340,3,3,640
268,8040.0,left,747.8,407.89,29.5,745,403,7,10,641
268,8040.0,left,771.76,515.92,12.0,770,513,4,7,642
268,8040.0,left,758.0,503.0,2.0,757,502,3,3,637
269,8070.0,left,771.5,516.5,4.0,770,514,4,6,642
269,8070.0,left,757.23,418.12,15.5,755,415,6,7,643
269,8070.0,left,750.3,304.7,5.5,749,303,4,4,638
269,8070.0,left,752.69,294.1,23.5,748,291,12,7,644
270,8100.0,left,752.0,294.0,2.0,751,293,3,3,644
270,8100.0,left,757.0,418.0,2.0,756,417,3,3,643
279,8370.0,left,784.0,510.0,2.0,783,509,3,3,652
279,8370.0,left,769.0,574.0,2.0,768,573,3,3,653
280,8400.0,left,728.5,311.5,4.0,727,310,4,4,658
280,8400.0,right,1359.0,847.5,4.0,1358,846,3,4,661
280,8400.0,right,1361.0,833.0,2.0,1360,832,3,3,662
280,8400.0,right,1362.18,818.5,16.0,1360,816,6,6,663
280,8400.0,right,1370.5,698.0,4.0,1369,697,4,3,664
280,8400.0,right,1366.65,642.52,94.5,1361,630,20,25,666
280,8400.0,left,769.0,574.0,2.0,768,573,3,3,653
280,8400.0,right,1358.34,661.44,320.0,1349,631,23,59,670
281,8430.0,left,752.0,509.0,2.0,751,508,3,3,673
281,8430.0,right,1351.3,865.7,5.5,1350,864,4,4,674
281,8430.0,right,1370.0,698.0,2.0,1369,697,3,3,664
281,8430.0,right,1376.0,642.0,8.0,1373,640,7,5,675
281,8430.0,right,1359.0,847.5,4.0,1358,846,3,4,661
281,8430.0,right,1488.32,479.35,388.0,1479,466,21,32,676
281,8430.0,right,1359.48,655.3,380.5,1350,629,22,61,670
282,8460.0,right,1485.0,393.0,2.0,1484,392,3,3,678
282,8460.0,right,1486.56,455.94,971.0,1478,398,21,99,679
282,8460.0,right,1502.39,907.44,9.0,1501,905,4,6,681
282,8460.0,right,1363.07,682.51,72.0,1359,673,12,16,684
282,8460.0,right,1363.91,643.68,48.5,1361,635,9,20,687
282,8460.0,right,1355.68,645.19,124.0,1351,631,12,32,688
282,8460.0,right,1365.0,630.0,2.0,1364,629,3,3,689
283,8490.0,right,1486.65,453.02,739.5,1479,399,20,96,679
283,8490.0,right,1355.17,644.1,48.0,1353,634,7,24,688
283,8490.0,right,1359.0,658.0,2.0,1358,657,3,3,691
283,8490.0,right,1502.0,907.5,4.0,1501,906,3,4,681
284,8520.0,right,1486.08,440.19,349.0,1480,409,15,63,692
284,8520.0,right,1481.0,470.0,6.0,1480,468,3,5,693
284,8520.0,right,1339.0,892.5,4.0,1338,891,3,4,694
284,8520.0,right,1499.92,644.49,13.0,1497,642,7,7,695
285,8550.0,right,1484.07,427.09,54.0,1481,416,7,24,696
285,8550.0,right,1485.0,413.0,2.0,1484,412,3,3,697
301,9030.0,left,776.0,542.5,4.0,775,541,3,4,701
301,9030.0,right,1490.0,700.5,4.0,1489,699,3,4,702
302,9060.0,left,785.5,287.5,8.0,784,285,4,6,704
302,9060.0,left,794.65,433.32,13.5,793,430,4,7,706
302,9060.0,left,742.0,516.0,2.0,741,515,3,3,707
302,9060.0,left,776.0,542.5,4.0,775,541,3,4,701
302,9060.0,right,1490.0,700.0,2.0,1489,699,3,3,702
303,9090.0,left,785.0,286.5,4.0,784,285,3,4,704
303,9090.0,left,745.5,417.5,4.0,744,416,4,4,710
303,9090.0,left,794.0,434.0,2.0,793,433,3,3,706
303,9090.0,left,740.37,304.37,10.0,738,302,5,5,711
304,9120.0,left,750.84,293.25,13.5,748,290,6,8,712
304,9120.0,left,749.66,304.26,19.0,748,300,4,10,713
304,9120.0,left,740.67,304.0,6.0,739,302,4,5,711
304,9120.0,left,746.0,417.0,2.0,745,416,3,3,710
304,9120.0,left,758.0,419.0,2.0,757,418,3,3,716
304,9120.0,left,753.0,478.0,2.0,752,477,3,3,717
304,9120.0,left,746.0,511.5,8.0,745,509,3,6,718
305,9150.0,left,774.68,280.09,11.0,773,277,4,7,720
305,9150.0,left,749.91,299.28,29.0,748,290,6,19,713
305,9150.0,left,783.5,435.5,8.0,782,433,4,6,723
305,9150.0,left,753.0,478.0,2.0,752,477,3,3,717
305,9150.0,left,746.0,512.0,6.0,745,510,3,5,718
306,9180.0,left,783.36,435.43,7.0,782,433,4,6,723
306,9180.0,left,774.0,282.0,2.0,773,281,3,3,720
308,9240.0,right,1476.5,617.5,8.0,1475,615,4,6,724
308,9240.0,right,1485.0,501.5,8.0,1484,499,3,6,726
309,9270.0,right,1476.0,619.0,2.0,1475,618,3,3,724
309,9270.0,right,1436.95,676.46,22.5,1432,674,11,6,730
310,9300.0,right,1484.0,492.0,2.0,1483,491,3,3,731
310,9300.0,right,1439.5,676.5,4.0,1438,675,4,4,730
310,9300.0,right,1483.0,485.0,2.0,1482,484,3,3,732
311,9330.0,right,1367.0,315.5,4.0,1366,314,3,4,733
311,9330.0,right,1358.0,318.0,2.0,1357,317,3,3,736
311,9330.0,right,1390.5,663.5,4.0,1389,662,4,4,737
311,9330.0,right,1361.18,328.49,33.5,1357,324,10,9,738
311,9330.0,right,1450.64,640.79,29.0,1449,634,4,15,739
312,9360.0,right,1388.27,665.98,15.5,1386,662,7,9,737
312,9360.0,right,1367.0,316.0,2.0,1366,315,3,3,733
312,9360.0,right,1358.0,289.0,2.0,1357,288,3,3,741
312,9360.0,right,1359.97,328.67,16.0,1357,326,7,6,738
313,9390.0,right,1329.0,97.5,4.0,1328,96,3,4,742
313,9390.0,right,1358.0,289.0,2.0,1357,288,3,3,741
314,9420.0,right,1335.23,125.62,26.0,1333,118,5,16,743
315,9450.0,left,739.0,272.0,2.0,738,271,3,3,744
315,9450.0,left,744.78,442.94,21.5,741,439,9,11,746
315,9450.0,left,770.5,615.0,4.0,769,614,4,3,747
316,9480.0,left,736.12,347.04,24.0,734,342,6,11,748
316,9480.0,left,735.0,266.0,2.0,734,265,3,3,744
316,9480.0,left,742.0,293.0,2.0,741,292,3,3,749
316,9480.0,left,745.0,295.0,2.0,744,294,3,3,750
316,9480.0,left,749.5,428.5,7.0,748,427,4,4,751
316,9480.0,left,770.0,615.0,2.0,769,614,3,3,747
316,9480.0,left,737.87,369.83,36.0,735,359,6,20,752
316,9480.0,left,755.0,496.33,6.0,753,495,5,4,753
316,9480.0,left,744.67,443.22,18.0,742,439,8,11,746
317,9510.0,left,742.5,293.0,4.0,741,292,4,3,749
317,9510.0,left,735.69,346.31,16.0,734,342,5,10,748
317,9510.0,left,737.36,372.65,20.0,735,367,5,12,752
317,9510.0,left,749.85,428.0,10.0,748,426,5,5,751
319,9570.0,left,732.28,302.5,10.0,731,300,4,6,759
