"file","temp_C","sal","control_channel","input_o2_unit","control_o2_unit","start_hour","end_hour","microbial_cutoff_hour","Ch1_umol_g_hr","Ch1_ml_mg_hr","Ch1_uL_mg_hr","Ch3_umol_g_hr","Ch3_ml_mg_hr","Ch3_uL_mg_hr","Ch4_umol_g_hr","Ch4_ml_mg_hr","Ch4_uL_mg_hr"
"/Users/oakley/Documents/GitHub/signal_respirometry/data/Bocas2026/NOL/NOLnight08232026box2.csv",28.811,33,"Ch2","mg_per_l","mg_per_l",2,8,5,102.959417632567,0.00255442138702844,2.55442138702844,23.544271035025,0.000584132960896223,0.584132960896223,144.392100644766,0.00358236554252115,3.58236554252115
