"file","temp_C","sal","control_channel","input_o2_unit","control_o2_unit","start_hour","end_hour","microbial_cutoff_hour","Ch2_umol_g_hr","Ch2_ml_mg_hr","Ch2_uL_mg_hr","Ch3_umol_g_hr","Ch3_ml_mg_hr","Ch3_uL_mg_hr","Ch4_umol_g_hr","Ch4_ml_mg_hr","Ch4_uL_mg_hr"
"/Users/oakley/Documents/GitHub/signal_respirometry/data/Bocas2026/EGD/EGD08272026box2.csv",28.825,33,"Ch1","mg_per_l","mg_per_l",1,8,5,195.615152875326,0.00485343331395703,4.85343331395703,-437.683087791612,-0.0108594127194087,-10.8594127194087,222.33856968102,0.00551647152690252,5.51647152690252
