"file","temp_C","sal","control_channel","input_o2_unit","control_o2_unit","start_hour","end_hour","microbial_cutoff_hour","Ch2_umol_g_hr","Ch2_ml_mg_hr","Ch2_uL_mg_hr","Ch3_umol_g_hr","Ch3_ml_mg_hr","Ch3_uL_mg_hr","Ch4_umol_g_hr","Ch4_ml_mg_hr","Ch4_uL_mg_hr"
"/Users/oakley/Documents/GitHub/signal_respirometry/data/Bocas2026/EGD/EGD08272026box3.csv",28.884,33,"Ch1","mg_per_l","mg_per_l",1,8,5,197.397125452404,0.00489860174656582,4.89860174656582,-213.957300556016,-0.0053095586057403,-5.3095586057403,253.987821119773,0.00630295492546958,6.30295492546958
