"file","temp_C","sal","control_channel","start_hour","end_hour","microbial_cutoff_hour","Ch2_umol_g_hr","Ch2_ml_mg_hr","Ch2_uL_mg_hr","Ch3_umol_g_hr","Ch3_ml_mg_hr","Ch3_uL_mg_hr","Ch4_umol_g_hr","Ch4_ml_mg_hr","Ch4_uL_mg_hr"
"/Users/oakley/Documents/GitHub/signal_respirometry/data/csvs-and-code-jan2026/newpyro-trial7-dark.csv",26.549,33,"Ch1",1,8,5,161.135784536773,0.00396786699933942,3.96786699933942,113.632559068619,0.00279813005208638,2.79813005208638,106.681404293494,0.00262696225271267,2.62696225271267
