video,width,height,scale,fps
/Users/oakley/Documents/GitHub/signal_respirometry/video/GX010072_2025Nov13.MP4,3840,2160,0.5,29.97002997002997

frame,time_s,region,cx,cy,area,bbox_x,bbox_y,bbox_w,bbox_h
129,3870.000000,all,1825.00,33.00,2.00,1824,32,3,3
130,3900.000000,all,1306.81,734.64,52.50,1304,729,8,14
130,3900.000000,all,1040.72,585.32,30.00,1038,581,7,9
130,3900.000000,all,1011.04,418.87,516.00,997,398,23,54
130,3900.000000,all,996.18,231.09,521.50,984,206,23,44
130,3900.000000,all,1020.50,141.00,4.00,1019,140,4,3
130,3900.000000,all,1296.11,53.66,16.50,1294,51,5,6
130,3900.000000,all,1825.00,33.00,2.00,1824,32,3,3
131,3930.000000,all,1306.88,734.39,50.50,1304,729,8,13
131,3930.000000,all,1040.74,585.45,29.00,1038,582,7,8
131,3930.000000,all,1011.16,418.87,439.00,998,398,21,54
131,3930.000000,all,996.10,230.26,443.50,985,207,22,40
131,3930.000000,all,1020.50,141.00,4.00,1019,140,4,3
131,3930.000000,all,1296.11,53.66,16.50,1294,51,5,6
131,3930.000000,all,1825.00,33.00,2.00,1824,32,3,3
132,3960.000000,all,1306.71,734.70,49.50,1304,729,7,14
132,3960.000000,all,1040.52,585.22,25.50,1038,582,6,8
132,3960.000000,all,1011.03,418.97,385.00,1000,398,19,54
132,3960.000000,all,996.10,229.84,371.50,986,207,19,38
132,3960.000000,all,1020.50,141.00,4.00,1019,140,4,3
132,3960.000000,all,1296.11,53.66,16.50,1294,51,5,6
132,3960.000000,all,1825.00,33.00,2.00,1824,32,3,3
133,3990.000000,all,1306.61,734.67,51.50,1304,729,7,13
133,3990.000000,all,1040.12,585.22,15.50,1038,582,5,7
133,3990.000000,all,1009.99,419.86,210.50,1002,399,16,48
133,3990.000000,all,994.92,229.35,205.00,987,208,16,37
133,3990.000000,all,1020.50,141.00,4.00,1019,140,4,3
133,3990.000000,all,1296.11,53.66,16.50,1294,51,5,6
133,3990.000000,all,1825.00,33.00,2.00,1824,32,3,3
134,4020.000000,all,1306.86,734.38,48.50,1304,729,8,13
134,4020.000000,all,1014.80,441.00,10.00,1013,438,4,7
134,4020.000000,all,1011.71,424.31,29.00,1009,417,6,16
134,4020.000000,all,1005.72,407.54,58.50,1003,399,8,17
134,4020.000000,all,994.62,228.85,103.50,989,210,11,33
134,4020.000000,all,1020.50,141.00,4.00,1019,140,4,3
134,4020.000000,all,1296.11,53.66,16.50,1294,51,5,6
134,4020.000000,all,1825.00,33.00,2.00,1824,32,3,3
135,4050.000000,all,1306.83,734.37,47.50,1304,729,8,13
135,4050.000000,all,991.78,234.63,8.50,990,233,5,4
135,4050.000000,all,1020.50,141.00,4.00,1019,140,4,3
135,4050.000000,all,1296.11,53.66,16.50,1294,51,5,6
135,4050.000000,all,1825.00,33.00,2.00,1824,32,3,3
136,4080.000000,all,1306.88,734.38,46.50,1304,729,8,13
136,4080.000000,all,1020.50,141.00,4.00,1019,140,4,3
136,4080.000000,all,1296.11,53.66,16.50,1294,51,5,6
136,4080.000000,all,1825.00,33.00,2.00,1824,32,3,3
137,4110.000000,all,1306.83,734.37,47.50,1304,729,8,13
137,4110.000000,all,1020.50,141.00,4.00,1019,140,4,3
137,4110.000000,all,1296.11,53.66,16.50,1294,51,5,6
137,4110.000000,all,1825.00,33.00,2.00,1824,32,3,3
138,4140.000000,all,1307.03,734.35,47.50,1304,729,8,13
138,4140.000000,all,1036.62,155.62,24.00,1033,152,9,9
138,4140.000000,all,1020.50,141.00,4.00,1019,140,4,3
138,4140.000000,all,1026.13,73.47,19.00,1023,71,7,6
138,4140.000000,all,1296.11,53.66,16.50,1294,51,5,6
138,4140.000000,all,1825.00,33.00,2.00,1824,32,3,3
139,4170.000000,all,1307.13,734.35,49.00,1304,729,8,13
139,4170.000000,all,1036.86,155.49,22.00,1033,152,9,9
139,4170.000000,all,1020.50,141.00,4.00,1019,140,4,3
139,4170.000000,all,1026.43,73.34,16.50,1024,71,6,6
139,4170.000000,all,1296.11,53.66,16.50,1294,51,5,6
139,4170.000000,all,1825.00,33.00,2.00,1824,32,3,3
140,4200.000000,all,1307.11,733.97,45.50,1304,729,8,13
140,4200.000000,all,1036.14,155.84,11.50,1034,153,6,7
140,4200.000000,all,1020.50,141.00,4.00,1019,140,4,3
140,4200.000000,all,1026.38,73.38,13.00,1024,71,6,6
140,4200.000000,all,1296.11,53.66,16.50,1294,51,5,6
140,4200.000000,all,1825.00,33.00,2.00,1824,32,3,3
