"file","temp_C","sal","control_channel","start_hour","end_hour","microbial_cutoff_hour","Ch2_umol_g_hr","Ch2_ml_mg_hr","Ch2_uL_mg_hr","Ch3_umol_g_hr","Ch3_ml_mg_hr","Ch3_uL_mg_hr","Ch4_umol_g_hr","Ch4_ml_mg_hr","Ch4_uL_mg_hr"
"/Users/oakley/Documents/GitHub/signal_respirometry/data/original_respirometry_Panama2025/Ostracods-trial5-light-newbox-.csv",26.004,33,"Ch1",1,8,5,28.6376229194918,0.000703902678672656,0.703902678672656,54.9848858893085,0.00135150911696834,1.35150911696834,115.621275787511,0.00284193021072935,2.84193021072935
