"file","channel","temp_C","sal","input_o2_unit","control_o2_unit","umol_g_hr","ml_mg_hr","uL_mg_hr","start_hour","end_hour","microbial_cutoff_hour"
"/Users/oakley/Documents/GitHub/signal_respirometry/data/Bocas2026/EGD/EGD08282026box3_large.csv","Ch3",28.934,33,"mg_per_l","mg_per_l",130.559690021082,0.00324050141932465,3.24050141932465,1,8,5
