video,width,height,scale,fps
/Users/oakley/Documents/GitHub/signal_respirometry/video/GX010072.MP4,3840,2160,0.5,29.97002997002997

frame,time_s,region,cx,cy,area,bbox_x,bbox_y,bbox_w,bbox_h
71,2130.000000,all,1306.00,733.00,2.00,1305,732,3,3
72,2160.000000,all,1306.00,732.65,19.00,1304,730,5,7
72,2160.000000,all,1296.00,53.50,4.00,1295,52,3,4
73,2190.000000,all,1305.80,734.43,35.00,1304,729,6,13
73,2190.000000,all,1296.00,53.50,4.00,1295,52,3,4
74,2220.000000,all,1306.04,734.34,45.50,1303,729,7,13
74,2220.000000,all,1295.50,53.50,7.00,1294,52,4,4
75,2250.000000,all,1305.92,734.52,53.00,1303,729,7,14
75,2250.000000,all,1295.50,53.50,7.00,1294,52,4,4
76,2280.000000,all,1305.98,734.39,54.50,1303,729,7,14
76,2280.000000,all,1295.63,53.78,8.50,1294,52,4,5
77,2310.000000,all,1305.98,734.39,54.50,1303,729,7,14
77,2310.000000,all,1295.63,53.78,8.50,1294,52,4,5
78,2340.000000,all,1305.94,734.49,55.50,1303,729,7,14
78,2340.000000,all,1295.81,53.81,9.50,1294,52,5,5
79,2370.000000,all,1305.91,734.60,58.00,1303,729,7,14
79,2370.000000,all,1296.00,53.67,11.00,1294,52,5,5
80,2400.000000,all,1305.91,734.67,58.00,1303,729,7,14
80,2400.000000,all,1296.00,53.67,11.00,1294,52,5,5
81,2430.000000,all,1305.75,734.85,62.00,1303,729,7,14
81,2430.000000,all,1296.00,53.50,12.00,1294,51,5,6
82,2460.000000,all,1305.75,734.95,61.50,1303,729,8,14
82,2460.000000,all,1296.14,53.69,13.50,1294,51,5,6
83,2490.000000,all,1306.01,734.76,54.50,1303,729,8,14
83,2490.000000,all,1296.00,53.50,12.00,1294,51,5,6
84,2520.000000,all,1306.17,734.76,53.50,1303,729,8,14
84,2520.000000,all,1296.14,53.69,13.50,1294,51,5,6
85,2550.000000,all,1306.26,734.89,50.00,1304,729,7,14
85,2550.000000,all,1296.14,53.69,13.50,1294,51,5,6
86,2580.000000,all,1306.26,734.89,50.00,1304,729,7,14
86,2580.000000,all,1296.14,53.69,13.50,1294,51,5,6
87,2610.000000,all,1306.17,734.58,45.00,1304,729,6,13
87,2610.000000,all,1296.14,53.69,13.50,1294,51,5,6
88,2640.000000,all,1306.31,734.49,47.00,1304,729,7,13
88,2640.000000,all,1296.14,53.69,13.50,1294,51,5,6
89,2670.000000,all,1306.17,734.58,45.00,1304,729,6,13
89,2670.000000,all,1296.14,53.69,13.50,1294,51,5,6
90,2700.000000,all,1306.36,734.54,45.00,1304,729,7,13
90,2700.000000,all,1296.15,53.85,12.50,1294,52,5,5
91,2730.000000,all,1306.32,734.60,46.00,1304,729,7,13
91,2730.000000,all,1296.15,53.85,12.50,1294,52,5,5
92,2760.000000,all,1306.32,734.60,46.00,1304,729,7,13
92,2760.000000,all,1296.15,53.85,12.50,1294,52,5,5
93,2790.000000,all,1306.32,734.60,46.00,1304,729,7,13
93,2790.000000,all,1296.15,53.85,12.50,1294,52,5,5
94,2820.000000,all,1306.35,734.66,44.00,1304,730,7,12
94,2820.000000,all,1296.15,53.85,12.50,1294,52,5,5
95,2850.000000,all,1306.30,734.71,45.00,1304,730,7,12
95,2850.000000,all,1296.15,53.85,12.50,1294,52,5,5
96,2880.000000,all,1306.35,734.66,44.00,1304,730,7,12
96,2880.000000,all,1296.15,53.85,12.50,1294,52,5,5
97,2910.000000,all,1306.35,734.66,44.00,1304,730,7,12
97,2910.000000,all,1296.15,53.85,12.50,1294,52,5,5
98,2940.000000,all,1306.35,734.66,44.00,1304,730,7,12
98,2940.000000,all,1296.15,53.85,12.50,1294,52,5,5
99,2970.000000,all,1306.54,734.22,39.50,1304,730,7,12
99,2970.000000,all,1296.15,53.85,12.50,1294,52,5,5
100,3000.000000,all,1306.52,734.12,36.50,1304,730,7,12
100,3000.000000,all,1296.15,53.85,12.50,1294,52,5,5
101,3030.000000,all,1306.55,733.78,34.50,1304,730,7,11
101,3030.000000,all,1296.15,53.85,12.50,1294,52,5,5
102,3060.000000,all,1306.55,733.78,34.50,1304,730,7,11
102,3060.000000,all,1296.15,53.85,12.50,1294,52,5,5
103,3090.000000,all,1306.55,733.78,34.50,1304,730,7,11
103,3090.000000,all,1296.15,53.85,12.50,1294,52,5,5
104,3120.000000,all,1306.55,733.78,34.50,1304,730,7,11
104,3120.000000,all,1296.15,53.85,12.50,1294,52,5,5
105,3150.000000,all,1306.55,733.78,34.50,1304,730,7,11
105,3150.000000,all,1296.15,53.85,12.50,1294,52,5,5
106,3180.000000,all,1306.58,733.46,32.50,1304,730,7,10
106,3180.000000,all,1296.15,53.85,12.50,1294,52,5,5
107,3210.000000,all,1306.55,733.78,34.50,1304,730,7,11
107,3210.000000,all,1296.15,53.85,12.50,1294,52,5,5
108,3240.000000,all,1306.55,733.78,34.50,1304,730,7,11
108,3240.000000,all,1296.15,53.85,12.50,1294,52,5,5
109,3270.000000,all,1306.55,733.78,34.50,1304,730,7,11
109,3270.000000,all,1296.15,53.85,12.50,1294,52,5,5
110,3300.000000,all,1306.61,733.78,33.50,1304,730,7,11
110,3300.000000,all,1296.15,53.85,12.50,1294,52,5,5
111,3330.000000,all,1306.65,733.44,31.50,1304,730,7,10
111,3330.000000,all,1296.15,53.85,12.50,1294,52,5,5
112,3360.000000,all,1306.65,733.44,31.50,1304,730,7,10
112,3360.000000,all,1296.15,53.85,12.50,1294,52,5,5
113,3390.000000,all,1306.58,734.13,35.50,1304,730,7,12
113,3390.000000,all,1296.15,53.85,12.50,1294,52,5,5
114,3420.000000,all,1306.58,734.13,35.50,1304,730,7,12
114,3420.000000,all,1296.15,53.85,12.50,1294,52,5,5
115,3450.000000,all,1306.52,734.12,36.50,1304,730,7,12
115,3450.000000,all,1296.15,53.85,12.50,1294,52,5,5
116,3480.000000,all,1306.52,734.12,36.50,1304,730,7,12
116,3480.000000,all,1296.15,53.85,12.50,1294,52,5,5
117,3510.000000,all,1306.52,734.12,36.50,1304,730,7,12
117,3510.000000,all,1296.00,53.67,11.00,1294,52,5,5
118,3540.000000,all,1306.61,733.78,33.50,1304,730,7,11
118,3540.000000,all,1296.00,53.67,11.00,1294,52,5,5
119,3570.000000,all,1306.61,733.78,33.50,1304,730,7,11
119,3570.000000,all,1296.00,53.67,11.00,1294,52,5,5
120,3600.000000,all,1306.52,734.12,36.50,1304,730,7,12
120,3600.000000,all,1296.15,53.85,12.50,1294,52,5,5
121,3630.000000,all,1306.64,733.84,34.50,1304,730,7,11
121,3630.000000,all,1296.15,53.85,12.50,1294,52,5,5
122,3660.000000,all,1306.69,733.87,35.50,1304,730,7,11
122,3660.000000,all,1296.15,53.85,12.50,1294,52,5,5
123,3690.000000,all,1306.69,733.87,35.50,1304,730,7,11
123,3690.000000,all,1296.15,53.85,12.50,1294,52,5,5
124,3720.000000,all,1306.73,733.57,33.50,1304,730,7,10
124,3720.000000,all,1296.00,53.67,11.00,1294,52,5,5
125,3750.000000,all,1306.65,733.44,31.50,1304,730,7,10
125,3750.000000,all,1296.00,53.67,11.00,1294,52,5,5
126,3780.000000,all,1306.77,733.48,33.00,1304,730,7,10
126,3780.000000,all,1296.00,53.67,11.00,1294,52,5,5
127,3810.000000,all,1306.65,733.44,31.50,1304,730,7,10
127,3810.000000,all,1296.00,53.67,11.00,1294,52,5,5
128,3840.000000,all,1306.69,733.14,29.50,1304,730,7,9
128,3840.000000,all,1296.00,53.67,11.00,1294,52,5,5
129,3870.000000,all,1306.61,733.78,33.50,1304,730,7,11
129,3870.000000,all,1296.00,53.67,11.00,1294,52,5,5
130,3900.000000,all,1306.61,733.78,33.50,1304,730,7,11
130,3900.000000,all,1040.61,585.30,27.50,1038,582,6,8
130,3900.000000,all,1011.15,418.97,415.00,998,398,21,54
130,3900.000000,all,996.16,230.13,396.00,986,207,19,39
130,3900.000000,all,1296.00,53.67,11.00,1294,52,5,5
131,3930.000000,all,1306.65,733.57,31.50,1304,730,7,11
131,3930.000000,all,1040.39,585.39,23.00,1038,582,6,8
