"file","channel","temp_C","sal","input_o2_unit","control_o2_unit","umol_g_hr","ml_mg_hr","uL_mg_hr","start_hour","end_hour","microbial_cutoff_hour"
"/Users/oakley/Documents/GitHub/signal_respirometry/data/csvs-and-code-jan2026/Add_tsujii/tsujii08112026daytime.csv","Ch2",18.885,33,"mg_per_l","mg_per_l",29.0713380501974,0.000697580725612748,0.697580725612748,1,8,5
"/Users/oakley/Documents/GitHub/signal_respirometry/data/csvs-and-code-jan2026/Add_tsujii/tsujii08112026daytime.csv","Ch3",18.885,33,"mg_per_l","mg_per_l",20.2548696176562,0.000486025329163693,0.486025329163694,1,8,5
