video,width,height,scale,fps
/Users/oakley/Documents/GitHub/signal_respirometry/video/GX010063_2025Nov10.MP4,3840,2160,0.5,29.97002997002997

frame,time_s,region,cx,cy,area,bbox_x,bbox_y,bbox_w,bbox_h
1,30.0,right,1598.5,135.0,4.0,1597,134,4,3
33,990.0,left,760.44,602.94,28.0,757,600,9,9
33,990.0,left,765.49,512.3,10.5,764,510,4,6
33,990.0,left,758.1,414.02,41.5,755,409,8,13
33,990.0,left,751.83,296.15,33.0,748,290,9,12
34,1020.0,left,751.88,296.03,34.0,749,290,8,12
34,1020.0,left,731.57,269.2,26.5,728,266,7,7
34,1020.0,left,760.85,602.51,24.0,758,600,8,8
34,1020.0,left,740.75,454.34,51.0,737,449,8,12
34,1020.0,left,751.83,583.12,27.5,748,580,8,7
34,1020.0,left,755.0,575.0,6.0,753,574,5,3
34,1020.0,left,758.21,414.14,33.5,755,410,8,11
34,1020.0,left,766.01,512.16,11.5,764,510,5,5
35,1050.0,left,731.62,269.25,21.5,729,266,6,7
35,1050.0,left,751.74,296.11,21.5,749,290,8,11
35,1050.0,left,757.99,413.71,23.0,756,410,7,11
35,1050.0,left,765.5,512.5,4.0,764,511,4,4
35,1050.0,left,755.0,575.0,6.0,753,574,5,3
35,1050.0,left,752.0,583.0,22.0,749,580,7,7
35,1050.0,left,760.74,602.1,14.0,759,600,5,6
35,1050.0,left,740.71,453.89,38.5,737,449,7,11
36,1080.0,left,731.31,269.12,16.0,729,266,5,7
36,1080.0,left,750.0,292.0,2.0,749,291,3,3
36,1080.0,left,751.5,297.5,4.0,750,296,4,4
36,1080.0,left,757.89,412.35,13.5,756,410,6,6
36,1080.0,left,740.27,453.82,27.5,737,450,7,9
36,1080.0,left,754.5,575.0,4.0,753,574,4,3
36,1080.0,left,752.26,582.66,16.5,749,580,7,6
36,1080.0,left,760.3,602.3,5.5,759,601,4,4
37,1110.0,left,730.85,269.56,9.0,729,267,4,6
37,1110.0,left,740.0,453.88,16.0,738,450,5,9
37,1110.0,left,755.0,575.0,2.0,754,574,3,3
37,1110.0,left,752.0,582.5,7.0,750,581,5,4
37,1110.0,left,761.0,602.0,2.0,760,601,3,3
48,1440.0,left,798.28,459.05,151.0,794,447,12,32
48,1440.0,right,1339.3,23.81,65.5,1335,19,10,11
48,1440.0,left,787.01,251.25,94.0,783,240,11,20
48,1440.0,right,1458.05,706.32,21.0,1454,704,9,5
48,1440.0,left,788.68,552.18,59.5,786,545,8,18
48,1440.0,left,782.99,613.36,45.5,776,610,14,7
48,1440.0,right,1445.56,843.51,276.5,1438,828,15,31
48,1440.0,right,1443.96,877.74,64.5,1439,873,11,10
48,1440.0,right,1390.68,454.08,439.0,1385,423,15,62
49,1470.0,right,1338.34,25.21,78.5,1333,19,12,17
49,1470.0,right,1380.0,375.5,4.0,1379,374,3,4
49,1470.0,left,786.77,251.09,81.5,783,240,11,19
49,1470.0,right,1381.0,382.0,2.0,1380,381,3,3
49,1470.0,right,1389.6,444.94,496.5,1381,386,18,95
49,1470.0,left,798.35,458.72,132.5,795,447,11,31
49,1470.0,left,788.54,552.38,48.5,786,545,7,18
49,1470.0,left,783.7,613.57,30.0,779,610,10,7
49,1470.0,right,1473.75,646.82,175.0,1469,634,13,28
49,1470.0,right,1458.0,706.5,19.0,1454,705,9,4
49,1470.0,right,1448.4,845.34,443.5,1439,828,19,43
49,1470.0,right,1443.91,877.56,61.0,1439,873,11,10
50,1500.0,right,1338.61,24.58,69.5,1334,19,11,15
50,1500.0,left,785.94,249.46,75.5,780,237,13,22
50,1500.0,right,1383.0,391.5,4.0,1382,390,3,4
50,1500.0,right,1389.56,439.24,307.0,1383,395,16,74
50,1500.0,left,791.46,508.75,55.0,789,500,6,19
50,1500.0,right,1390.28,472.09,33.0,1387,464,7,16
50,1500.0,left,788.56,551.33,33.5,786,545,7,15
50,1500.0,left,783.76,613.35,23.5,780,610,8,7
50,1500.0,right,1473.9,646.66,166.5,1469,634,13,28
50,1500.0,right,1458.5,706.0,8.0,1456,705,6,3
50,1500.0,right,1447.96,846.47,351.5,1439,828,19,43
50,1500.0,right,1443.71,877.74,40.0,1440,874,9,8
50,1500.0,left,798.44,456.94,96.0,795,447,10,27
51,1530.0,left,767.89,294.09,32.5,766,288,6,12
51,1530.0,right,1389.9,438.53,209.0,1383,398,15,70
51,1530.0,left,786.23,251.24,49.0,783,242,10,17
51,1530.0,left,781.5,238.5,7.0,780,237,4,4
51,1530.0,right,1338.91,23.95,52.5,1335,19,9,12
51,1530.0,left,775.09,418.56,36.0,773,414,6,12
51,1530.0,right,1446.1,843.01,210.5,1439,828,19,30
51,1530.0,right,1388.0,466.0,2.0,1387,465,3,3
51,1530.0,right,1443.34,877.83,16.5,1441,875,6,7
51,1530.0,right,1451.97,858.44,66.0,1450,845,5,26
51,1530.0,right,1473.83,647.71,133.0,1469,638,13,24
51,1530.0,right,1472.5,636.0,5.0,1471,634,4,5
51,1530.0,left,798.6,454.98,61.0,796,447,9,21
51,1530.0,left,739.0,563.0,6.0,737,562,5,3
51,1530.0,left,788.97,549.4,15.0,787,546,5,8
51,1530.0,left,783.58,613.76,19.0,780,611,8,6
51,1530.0,left,791.55,508.5,46.0,790,500,4,18
51,1530.0,right,1391.28,475.5,10.0,1390,473,4,6
52,1560.0,right,1385.0,408.5,8.0,1384,406,3,6
52,1560.0,left,767.69,294.08,23.5,766,289,5,10
52,1560.0,left,785.0,249.5,8.0,784,247,3,6
52,1560.0,right,1385.86,418.03,22.5,1384,413,4,12
52,1560.0,left,781.0,238.0,2.0,780,237,3,3
52,1560.0,right,1336.49,25.76,7.5,1335,24,4,5
52,1560.0,right,1339.0,21.0,2.0,1338,20,3,3
52,1560.0,left,775.07,418.45,32.0,773,414,6,12
52,1560.0,right,1393.89,452.98,43.5,1391,445,6,19
52,1560.0,left,799.0,452.0,2.0,798,451,3,3
52,1560.0,left,797.0,460.0,2.0,796,459,3,3
52,1560.0,left,791.14,507.04,23.0,790,501,4,13
52,1560.0,left,739.0,563.0,6.0,737,562,5,3
52,1560.0,left,783.0,613.0,2.0,782,612,3,3
52,1560.0,right,1473.88,648.0,95.5,1469,639,12,22
52,1560.0,right,1454.63,830.22,8.5,1453,828,4,5
52,1560.0,right,1445.5,845.99,112.5,1441,830,9,27
52,1560.0,right,1453.0,848.5,4.0,1452,847,3,4
52,1560.0,right,1451.59,862.73,33.0,1450,855,4,16
52,1560.0,right,1387.0,427.0,2.0,1386,426,3,3
53,1590.0,left,767.98,294.73,17.5,766,291,5,8
53,1590.0,left,791.0,506.4,10.0,790,503,3,9
53,1590.0,left,739.0,563.0,6.0,737,562,5,3
53,1590.0,right,1477.0,644.67,6.0,1475,643,5,4
53,1590.0,right,1473.5,649.5,4.0,1472,647,4,6
53,1590.0,left,774.86,417.78,21.0,773,414,5,10
54,1620.0,right,1418.46,140.82,393.0,1404,125,32,27
54,1620.0,right,1432.5,703.0,4.0,1431,702,4,3
54,1620.0,right,1423.91,815.16,57.0,1416,813,16,7
54,1620.0,right,1425.67,835.98,68.0,1421,832,11,9
54,1620.0,right,1429.97,686.13,409.5,1411,679,37,17
55,1650.0,right,1412.5,126.5,4.0,1411,125,4,4
55,1650.0,right,1413.19,142.88,497.0,1393,130,41,29
55,1650.0,right,1424.81,685.27,524.5,1400,678,47,17
55,1650.0,right,1425.67,815.14,37.0,1420,813,11,6
55,1650.0,right,1417.0,815.0,2.0,1416,814,3,3
55,1650.0,right,1425.88,834.97,30.0,1422,832,9,7
55,1650.0,right,1429.41,616.88,183.0,1424,601,12,42
55,1650.0,right,1407.07,907.66,140.5,1403,892,10,31
56,1680.0,right,1413.25,142.77,445.0,1393,131,41,28
56,1680.0,right,1426.38,815.08,23.5,1422,813,9,5
56,1680.0,right,1429.86,615.23,166.0,1424,601,12,36
56,1680.0,right,1425.01,685.21,492.5,1401,678,46,17
56,1680.0,right,1407.16,907.43,99.0,1404,896,8,24
57,1710.0,right,1413.34,143.13,265.0,1395,133,36,19
57,1710.0,right,1429.75,615.52,139.5,1425,601,11,36
57,1710.0,right,1425.7,685.2,438.0,1402,678,45,16
57,1710.0,right,1427.0,815.5,10.0,1425,814,5,4
57,1710.0,right,1407.12,907.55,73.5,1404,897,8,23
58,1740.0,right,1402.52,145.38,55.5,1396,140,16,9
58,1740.0,right,1427.0,140.0,2.0,1426,139,3,3
58,1740.0,right,1417.53,135.91,17.0,1413,134,10,5
58,1740.0,right,1429.53,615.95,95.0,1425,601,10,32
58,1740.0,right,1421.99,685.33,256.5,1404,678,42,16
58,1740.0,right,1407.0,901.5,4.0,1406,900,3,4
58,1740.0,right,1407.37,913.78,8.5,1406,912,4,5
59,1770.0,right,1428.0,603.0,2.0,1427,602,3,3
59,1770.0,right,1430.0,612.0,2.0,1429,611,3,3
60,1800.0,right,1415.76,663.52,43.5,1412,657,9,18
60,1800.0,right,1406.22,895.75,52.5,1403,887,7,17
60,1800.0,right,1395.0,906.0,6.0,1394,904,3,5
