"file","entity","role","mask_applied","cutoff_hour","cutoff_inclusive","start_hour_window","end_hour_window","n_total","n_used","used_hour_min","used_hour_max","slope_kpa_per_min","MO2_raw_umol_per_hr","MO2_control_umol_per_hr","MO2_corrected_umol_per_hr","mass_g","vol_L","umol_g_hr","ml_mg_hr","uL_mg_hr"
"/Users/oakley/Documents/GitHub/signal_respirometry/data/csvs-and-code-jan2026/box2-trial3.csv","Ch1","control","pre_cutoff",5,TRUE,1,8,5041,2880,1,4.998611111,-0.00433086644036586,0.673519188835966,0.673519188835966,NA,NA,0.26,NA,NA,NA
"/Users/oakley/Documents/GitHub/signal_respirometry/data/csvs-and-code-jan2026/box2-trial3.csv","Ch2","channel","pre_cutoff",5,TRUE,1,8,5041,2880,1,4.998611111,-0.00992689795156329,1.55566715840897,0.673519188835966,0.882147969573007,0.0049,0.262,180.030197872042,0.00443609934021648,4.43609934021648
"/Users/oakley/Documents/GitHub/signal_respirometry/data/csvs-and-code-jan2026/box2-trial3.csv","Ch3","channel","pre_cutoff",5,TRUE,1,8,5041,2880,1,4.998611111,-0.00805850771947216,1.27250760903971,0.673519188835966,0.598988420203748,0.0047,0.264,127.444344724202,0.00314033856668415,3.14033856668415
"/Users/oakley/Documents/GitHub/signal_respirometry/data/csvs-and-code-jan2026/box2-trial3.csv","Ch4","channel","pre_cutoff",5,TRUE,1,8,5041,2880,1,4.998611111,-0.0126428733425294,2.02666709319218,0.673519188835966,1.35314790435622,0.00505882352941176,0.268,267.482725279717,0.00659100503781054,6.59100503781054
