"file","temp_C","sal","control_channel","input_o2_unit","control_o2_unit","start_hour","end_hour","microbial_cutoff_hour","Ch1_umol_g_hr","Ch1_ml_mg_hr","Ch1_uL_mg_hr","Ch2_umol_g_hr","Ch2_ml_mg_hr","Ch2_uL_mg_hr","Ch3_umol_g_hr","Ch3_ml_mg_hr","Ch3_uL_mg_hr"
"/Users/oakley/Documents/GitHub/signal_respirometry/data/csvs-and-code-jan2026/Add_tsujii/tsujii08102026night.csv",18.808,33,"Ch4","mg_per_l","mg_per_l",1,8,5,-38.4544386658051,-0.000922489762221545,-0.922489762221545,-32.8738291940664,-0.000788615617044818,-0.788615617044818,-54.511715406358,-0.00130769037666947,-1.30769037666947
