"file","temp_C","sal","control_channel","input_o2_unit","control_o2_unit","start_hour","end_hour","microbial_cutoff_hour","Ch2_umol_g_hr","Ch2_ml_mg_hr","Ch2_uL_mg_hr","Ch4_umol_g_hr","Ch4_ml_mg_hr","Ch4_uL_mg_hr"
"/Users/oakley/Documents/GitHub/signal_respirometry/data/Bocas2026/EGD/EGD08282026box2_medium.csv",28.809,33,"Ch1","mg_per_l","mg_per_l",1,8,5,150.501572578027,0.0037339167370627,3.7339167370627,169.559890736853,0.00420675015623918,4.20675015623918
