"file","channel","temp_C","sal","input_o2_unit","control_o2_unit","umol_g_hr","ml_mg_hr","uL_mg_hr","start_hour","end_hour","microbial_cutoff_hour"
"/Users/oakley/Documents/GitHub/signal_respirometry/data/Bocas2026/EGD/EGD08282026box2_medium.csv","Ch2",28.809,33,"mg_per_l","mg_per_l",150.501572578027,0.0037339167370627,3.7339167370627,1,8,5
"/Users/oakley/Documents/GitHub/signal_respirometry/data/Bocas2026/EGD/EGD08282026box2_medium.csv","Ch4",28.809,33,"mg_per_l","mg_per_l",169.559890736853,0.00420675015623918,4.20675015623918,1,8,5
