video,width,height,scale,fps
/Users/oakley/Documents/GitHub/signal_respirometry/video/GX010067.MP4,3840,2160,0.5,29.97002997002997

frame,time_s,region,cx,cy,area,bbox_x,bbox_y,bbox_w,bbox_h
11,330.000000,all,955.50,135.00,4.00,954,134,4,3
11,330.000000,all,1270.28,107.59,11.50,1268,106,6,4
12,360.000000,all,950.70,166.30,5.50,949,165,4,4
12,360.000000,all,955.29,134.84,11.50,953,133,5,5
12,360.000000,all,1270.55,107.63,28.00,1267,105,9,6
13,390.000000,all,950.77,166.70,14.50,949,164,5,7
13,390.000000,all,955.33,134.74,16.50,953,132,5,7
13,390.000000,all,1270.50,107.62,42.00,1266,104,10,8
14,420.000000,all,950.59,166.52,16.00,948,164,6,7
14,420.000000,all,955.33,134.74,16.50,953,132,5,7
14,420.000000,all,1270.44,107.58,50.00,1266,104,11,8
14,420.000000,all,1238.00,41.00,2.00,1237,40,3,3
15,450.000000,all,950.46,167.02,26.00,948,163,6,9
15,450.000000,all,955.55,135.12,21.50,953,132,6,8
15,450.000000,all,1270.52,107.57,51.00,1266,104,11,8
15,450.000000,all,1237.30,41.30,5.50,1236,40,4,4
16,480.000000,all,950.48,167.11,28.50,948,163,6,10
16,480.000000,all,955.64,135.16,22.50,953,132,6,8
16,480.000000,all,1270.61,107.60,52.00,1266,104,11,8
16,480.000000,all,1237.50,41.50,7.00,1236,40,4,4
17,510.000000,all,950.51,167.06,34.00,948,162,6,11
17,510.000000,all,955.63,135.27,24.50,953,132,6,8
17,510.000000,all,1270.85,107.33,58.50,1266,103,11,9
17,510.000000,all,1119.65,92.34,16.50,1117,90,6,6
17,510.000000,all,1237.78,41.63,8.50,1236,40,5,4
18,540.000000,all,950.45,167.16,37.00,948,162,6,11
18,540.000000,all,955.56,135.32,26.00,953,132,6,9
18,540.000000,all,1270.38,107.33,63.50,1265,103,12,9
18,540.000000,all,1119.87,92.40,26.50,1117,90,7,6
18,540.000000,all,1237.72,41.59,11.50,1235,40,6,4
19,570.000000,all,950.52,167.32,38.50,948,162,6,11
19,570.000000,all,955.52,135.01,24.00,953,132,6,8
19,570.000000,all,1270.34,107.39,67.50,1265,103,12,9
19,570.000000,all,1119.54,92.38,25.50,1116,90,8,6
19,570.000000,all,1237.32,41.67,14.50,1235,40,6,5
20,600.000000,all,950.42,167.43,40.50,948,162,6,11
20,600.000000,all,955.63,135.38,27.00,953,132,6,9
20,600.000000,all,1270.48,107.35,68.00,1265,103,12,9
20,600.000000,all,1119.90,92.16,41.50,1116,89,9,8
20,600.000000,all,1237.09,41.81,16.00,1234,40,7,5
21,630.000000,all,950.35,167.28,39.00,948,162,6,11
21,630.000000,all,955.71,135.25,28.50,953,132,6,9
21,630.000000,all,1270.60,107.41,69.50,1265,103,13,9
21,630.000000,all,1120.04,92.17,44.00,1116,89,10,8
21,630.000000,all,1228.00,47.00,2.00,1227,46,3,3
