"file","temp_C","sal","control_channel","start_hour","end_hour","microbial_cutoff_hour","Ch3_umol_g_hr","Ch3_ml_mg_hr","Ch3_uL_mg_hr","Ch4_umol_g_hr","Ch4_ml_mg_hr","Ch4_uL_mg_hr"
"/Users/oakley/Documents/GitHub/signal_respirometry/data/adriana_final_r/box3-trial4-light.csv",26.774,33,"Ch1",1,8,5,49.7852169209818,0.00122684872759647,1.22684872759647,75.3510243251786,0.00185686261974437,1.85686261974437
