"file","temp_C","sal","control_channel","input_o2_unit","control_o2_unit","start_hour","end_hour","microbial_cutoff_hour","Ch2_umol_g_hr","Ch2_ml_mg_hr","Ch2_uL_mg_hr","Ch3_umol_g_hr","Ch3_ml_mg_hr","Ch3_uL_mg_hr","Ch4_umol_g_hr","Ch4_ml_mg_hr","Ch4_uL_mg_hr"
"/Users/oakley/Documents/GitHub/signal_respirometry/data/Bocas2026/NOL/NOLdaytime08272026box2.csv",28.754,33,"Ch1","mg_per_l","mg_per_l",2,8,5,69.8157516155167,0.00173180105350939,1.73180105350939,101.205333619002,0.00251042922730927,2.51042922730927,79.361223280196,0.00196857939511019,1.96857939511019
