"file","channel","temp_C","sal","input_o2_unit","control_o2_unit","umol_g_hr","ml_mg_hr","uL_mg_hr","start_hour","end_hour","microbial_cutoff_hour"
"/Users/oakley/Documents/GitHub/signal_respirometry/data/Bocas2026/EGD/EGD08272026box2.csv","Ch2",28.825,33,"mg_per_l","mg_per_l",195.615152875326,0.00485343331395703,4.85343331395703,1,8,5
"/Users/oakley/Documents/GitHub/signal_respirometry/data/Bocas2026/EGD/EGD08272026box2.csv","Ch3",28.825,33,"mg_per_l","mg_per_l",-437.683087791612,-0.0108594127194087,-10.8594127194087,1,8,5
"/Users/oakley/Documents/GitHub/signal_respirometry/data/Bocas2026/EGD/EGD08272026box2.csv","Ch4",28.825,33,"mg_per_l","mg_per_l",222.33856968102,0.00551647152690252,5.51647152690252,1,8,5
