"file","temp_C","sal","control_channel","input_o2_unit","control_o2_unit","start_hour","end_hour","microbial_cutoff_hour","Ch3_umol_g_hr","Ch3_ml_mg_hr","Ch3_uL_mg_hr","Ch4_umol_g_hr","Ch4_ml_mg_hr","Ch4_uL_mg_hr"
"/Users/oakley/Documents/GitHub/signal_respirometry/data/Bocas2026/EGD/EGD08312026box2_large.csv",28.793,33,"Ch1","mg_per_l","mg_per_l",1,8,5,349.403488025769,0.00866817846942978,8.66817846942978,380.066735080073,0.00942888781271865,9.42888781271865
