"file","temp_C","sal","control_channel","start_hour","end_hour","microbial_cutoff_hour","Ch2_umol_g_hr","Ch2_ml_mg_hr","Ch2_uL_mg_hr","Ch3_umol_g_hr","Ch3_ml_mg_hr","Ch3_uL_mg_hr","Ch4_umol_g_hr","Ch4_ml_mg_hr","Ch4_uL_mg_hr"
"/Users/oakley/Documents/GitHub/signal_respirometry/data/original_respirometry_Panama2025/Ostracods-trial4-newbox-13Nov.csv",27.189,33,"Ch1",3,8,5,-9.90516148450573,-0.000244428537399095,-0.244428537399095,-24.0983085938594,-0.000594671205775199,-0.594671205775199,-27.4755788538466,-0.000678011717824541,-0.678011717824541
