"file","temp_C","sal","control_channel","start_hour","end_hour","microbial_cutoff_hour","Ch2_umol_g_hr","Ch2_ml_mg_hr","Ch2_uL_mg_hr","Ch3_umol_g_hr","Ch3_ml_mg_hr","Ch3_uL_mg_hr","Ch4_umol_g_hr","Ch4_ml_mg_hr","Ch4_uL_mg_hr"
"/Users/oakley/Documents/GitHub/signal_respirometry/data/adriana_final_r/newpyro-trial5-light.csv",26.004,33,"Ch1",1,8,5,30.7650162743334,0.000756193257582549,0.756193257582549,48.8027120567366,0.00119955346293235,1.19955346293235,121.866485560938,0.00299543526597595,2.99543526597595
