"file","temp_C","sal","control_channel","input_o2_unit","control_o2_unit","start_hour","end_hour","microbial_cutoff_hour","Ch2_umol_g_hr","Ch2_ml_mg_hr","Ch2_uL_mg_hr","Ch4_umol_g_hr","Ch4_ml_mg_hr","Ch4_uL_mg_hr"
"/Users/oakley/Documents/GitHub/signal_respirometry/data/Bocas2026/EGD/EGD08282026box3_medium.csv",28.934,33,"Ch1","mg_per_l","mg_per_l",1,8,5,209.565362714914,0.00520142821424674,5.20142821424674,159.307852121828,0.00395403298542596,3.95403298542596
