"file","temp_C","sal","control_channel","start_hour","end_hour","microbial_cutoff_hour","Ch2_umol_g_hr","Ch2_ml_mg_hr","Ch2_uL_mg_hr","Ch3_umol_g_hr","Ch3_ml_mg_hr","Ch3_uL_mg_hr","Ch4_umol_g_hr","Ch4_ml_mg_hr","Ch4_uL_mg_hr"
"/Users/oakley/Documents/GitHub/signal_respirometry/data/csvs-and-code-jan2026/box3-trial6-light.csv",25.433,33,"Ch1",1,8,5,38.7178712533365,0.000949857511598331,0.949857511598331,15.2993722364287,0.000375336328446994,0.375336328446994,27.6964914770011,0.000679472285607169,0.679472285607169
