detection_id,video_name,video_path,frame,t_sec,x,y,area,bbox_x,bbox_y,bbox_w,bbox_h
1407,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17891,1789.1,1596,638,66.5,1592,632,8,12
1408,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17892,1789.2,1550,477,273.0,1542,464,16,26
1409,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17892,1789.2,1596,638,68.5,1592,632,8,12
1410,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17893,1789.3,1550,477,256.0,1542,464,16,26
1411,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17893,1789.3,1597,638,77.0,1592,632,10,12
1412,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17894,1789.4,1550,477,255.5,1542,465,16,25
1413,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17894,1789.4,1597,638,81.0,1592,632,10,12
1414,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17895,1789.5,1551,477,227.5,1544,466,14,22
1415,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17895,1789.5,1597,637,87.0,1592,630,10,14
1416,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17896,1789.6,1551,477,220.0,1544,466,14,22
1417,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17896,1789.6,1597,637,84.0,1592,631,10,13
1418,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17897,1789.7,1551,477,213.5,1544,466,14,22
1419,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17897,1789.7,1598,638,66.5,1594,632,8,12
1420,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17898,1789.8,1551,476,206.0,1544,466,14,21
1421,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17898,1789.8,1597,638,70.0,1592,632,10,12
1422,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17899,1789.9,1551,476,185.0,1544,466,14,20
1423,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17899,1789.9,1598,638,66.5,1594,632,8,12
1424,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17900,1790.0,1551,476,184.5,1544,466,14,20
1425,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17900,1790.0,1598,638,64.5,1594,632,8,12
1426,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17901,1790.1,1550,475,160.0,1544,466,12,18
1427,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17901,1790.1,1598,638,49.5,1594,634,8,9
1428,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17902,1790.2,1550,476,164.5,1544,466,12,20
1429,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17902,1790.2,1598,638,58.0,1594,632,8,13
1430,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17903,1790.3,1550,475,152.5,1544,466,12,18
1431,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17903,1790.3,1599,638,31.5,1596,634,6,8
1432,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17904,1790.4,1550,476,127.5,1544,468,12,16
1433,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17904,1790.4,1599,638,31.5,1596,634,6,8
1434,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17905,1790.5,1550,476,128.0,1544,468,12,16
1435,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17906,1790.6,1549,474,113.0,1544,466,10,17
1436,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17907,1790.7,1549,474,105.5,1544,467,10,15
1437,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17908,1790.8,1549,474,105.5,1544,466,10,16
1438,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17909,1790.9,1548,473,80.5,1544,466,9,14
1439,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17910,1791.0,1548,473,69.5,1544,467,8,13
1440,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17911,1791.1,1548,473,75.0,1544,466,8,14
1441,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17912,1791.2,1548,472,54.0,1544,466,8,12
1442,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17913,1791.3,1548,472,34.0,1544,468,8,8
1443,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17914,1791.4,1547,472,24.5,1544,469,6,7
1444,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17929,1792.9,1393,931,23.5,1390,928,6,6
1445,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17930,1793.0,1393,932,29.0,1390,928,6,8
1446,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17932,1793.2,1311,1026,38.5,1308,1020,6,12
1447,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17933,1793.3,1300,1008,131.5,1292,1002,16,12
1448,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17933,1793.3,1392,938,36.5,1388,934,8,8
1449,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17934,1793.4,1291,1009,149.5,1284,1000,14,18
1450,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17934,1793.4,1391,938,30.0,1388,934,6,8
1451,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17935,1793.5,1287,1010,222.5,1278,998,18,24
1452,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17935,1793.5,1391,939,38.0,1388,934,6,10
1453,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17936,1793.6,1286,1010,266.0,1276,996,20,28
1454,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17936,1793.6,1391,939,38.0,1388,934,6,10
1455,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17937,1793.7,1285,1009,281.5,1274,994,22,30
1456,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17937,1793.7,1391,942,31.5,1388,938,6,8
1457,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17938,1793.8,1274,1032,21.0,1272,1028,4,8
1458,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17938,1793.8,1285,1009,311.5,1274,994,22,30
1459,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17938,1793.8,1391,942,30.0,1388,938,6,8
1460,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17939,1793.9,1274,1032,21.0,1272,1028,4,8
1461,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17939,1793.9,1285,1008,309.5,1274,992,22,32
1462,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17939,1793.9,1391,942,28.0,1388,938,6,8
1463,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17940,1794.0,1285,1007,308.0,1274,992,22,30
1464,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17940,1794.0,1391,941,21.0,1388,938,6,6
1465,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17941,1794.1,1286,1006,284.5,1276,990,20,32
1466,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17942,1794.2,1285,1006,288.5,1274,990,22,32
1467,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17943,1794.3,1285,1004,275.5,1274,988,22,32
1468,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17944,1794.4,1286,1004,280.0,1276,988,20,32
1469,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17945,1794.5,1286,1003,269.5,1276,986,20,34
1470,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17946,1794.6,1286,1002,251.0,1276,986,20,32
1471,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17947,1794.7,1286,1000,241.5,1276,984,20,32
1472,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17948,1794.8,1286,1000,213.0,1276,984,20,32
1473,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17949,1794.9,1287,998,180.5,1278,984,18,28
1474,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17950,1795.0,1281,1006,48.0,1278,1000,6,12
1475,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17950,1795.0,1291,991,102.5,1286,984,10,14
1476,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17951,1795.1,1281,1007,33.5,1278,1002,6,10
1477,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17951,1795.1,1291,990,80.5,1286,984,10,12
1478,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17952,1795.2,1292,989,59.0,1288,984,8,11
1479,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17953,1795.3,1292,988,36.5,1288,984,8,8
1480,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17954,1795.4,1292,986,64.5,1288,980,8,12
1481,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17955,1795.5,1292,985,52.0,1288,980,8,10
1482,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17956,1795.6,1292,984,41.5,1288,980,8,8
1483,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17957,1795.7,1293,983,38.0,1290,978,6,10
1484,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17958,1795.8,1293,983,39.5,1290,978,6,10
1485,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17959,1795.9,1293,981,40.0,1290,976,6,10
1486,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17960,1796.0,1293,980,34.5,1290,976,6,9
1487,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17961,1796.1,1293,980,31.5,1290,976,6,8
1488,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17963,1796.3,1295,979,21.5,1292,976,6,6
1489,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,17965,1796.5,1295,976,20.0,1293,973,5,7
1490,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,19298,1929.8,1313,869,45.0,1310,864,6,10
1491,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,19299,1929.9,1310,854,66.0,1306,848,8,12
1492,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,19300,1930.0,1307,852,71.0,1302,846,10,12
1493,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,19301,1930.1,1306,852,81.0,1300,846,12,12
1494,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,19302,1930.2,1305,851,94.5,1300,844,10,14
1495,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,19303,1930.3,1305,851,102.5,1300,844,10,14
1496,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,19304,1930.4,1305,851,104.0,1300,844,10,14
1497,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,19305,1930.5,1305,850,95.5,1300,844,10,12
1498,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,19306,1930.6,1305,849,89.0,1300,843,10,13
1499,12nov2025_phys_part2.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part2.mp4,19307,1930.7,1304,849,59.0,1298,843,12,13
1500,12nov2025_phys_part20.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part20.mp4,117,11.7,141,701,21.5,138,698,6,6
1501,12nov2025_phys_part20.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part20.mp4,177,17.7,142,698,21.0,140,694,4,8
1502,12nov2025_phys_part20.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part20.mp4,369,36.9,142,698,21.0,140,694,4,8
1503,12nov2025_phys_part20.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part20.mp4,1478,147.8,142,698,20.5,140,694,4,8
1504,12nov2025_phys_part20.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part20.mp4,1512,151.2,142,698,21.0,140,694,4,8
1505,12nov2025_phys_part20.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part20.mp4,1676,167.6,142,700,21.0,140,696,4,8
1506,12nov2025_phys_part20.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part20.mp4,1944,194.4,141,699,21.5,138,696,6,6
1507,12nov2025_phys_part20.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part20.mp4,2468,246.8,143,697,26.0,140,692,6,10
1508,12nov2025_phys_part20.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part20.mp4,2971,297.1,142,698,21.0,140,694,4,8
1509,12nov2025_phys_part20.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part20.mp4,3819,381.9,142,698,21.0,140,694,4,8
1510,12nov2025_phys_part20.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part20.mp4,5349,534.9,142,696,21.0,140,692,4,8
1511,12nov2025_phys_part20.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part20.mp4,5502,550.2,143,699,21.5,140,696,6,6
1512,12nov2025_phys_part20.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part20.mp4,5777,577.7,142,699,27.0,140,694,4,10
1513,12nov2025_phys_part20.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part20.mp4,6022,602.2,142,698,21.0,140,694,4,8
1514,12nov2025_phys_part20.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part20.mp4,7163,716.3,141,698,28.0,138,694,6,8
1515,12nov2025_phys_part20.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part20.mp4,8521,852.1,144,700,21.0,142,696,4,8
1516,12nov2025_phys_part20.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part20.mp4,8659,865.9,143,697,28.5,140,694,6,7
1517,12nov2025_phys_part20.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part20.mp4,9186,918.6,142,696,21.0,140,692,4,8
1518,12nov2025_phys_part20.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part20.mp4,9744,974.4,143,699,22.0,140,694,6,10
1519,12nov2025_phys_part20.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part20.mp4,10030,1003.0,143,699,21.5,140,696,6,6
1520,12nov2025_phys_part20.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part20.mp4,10195,1019.5,142,698,21.0,140,694,4,8
1521,12nov2025_phys_part20.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part20.mp4,11585,1158.5,144,700,21.0,142,696,4,8
1522,12nov2025_phys_part20.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part20.mp4,11613,1161.3,143,698,28.0,140,694,6,8
1523,12nov2025_phys_part20.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part20.mp4,12601,1260.1,143,701,21.0,140,698,6,6
1524,12nov2025_phys_part20.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part20.mp4,13292,1329.2,143,698,23.5,140,694,6,8
1525,12nov2025_phys_part20.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part20.mp4,13964,1396.4,143,699,30.0,140,694,6,10
1526,12nov2025_phys_part20.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part20.mp4,14346,1434.6,143,698,20.0,140,694,6,8
1527,12nov2025_phys_part20.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part20.mp4,14832,1483.2,143,698,26.5,140,694,6,8
1528,12nov2025_phys_part20.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part20.mp4,14875,1487.5,143,695,21.5,140,692,6,6
1529,12nov2025_phys_part20.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part20.mp4,16192,1619.2,143,699,33.5,140,694,6,10
1530,12nov2025_phys_part20.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part20.mp4,17050,1705.0,143,700,20.0,140,696,6,8
1531,12nov2025_phys_part20.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part20.mp4,17797,1779.7,144,696,21.0,140,694,8,4
1532,12nov2025_phys_part21.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part21.mp4,456,45.6,144,699,27.0,142,694,4,10
1533,12nov2025_phys_part21.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part21.mp4,504,50.4,144,700,21.0,142,696,4,8
