detection_id,video_name,video_path,frame,t_sec,x,y,area,bbox_x,bbox_y,bbox_w,bbox_h
1,12nov2025_phys_part10.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part10.mp4,480,48.0,120,697,27.0,118,692,4,10
2,12nov2025_phys_part10.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part10.mp4,559,55.9,120,697,27.0,118,692,4,10
3,12nov2025_phys_part10.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part10.mp4,594,59.4,119,697,21.5,116,694,6,6
4,12nov2025_phys_part10.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part10.mp4,1557,155.7,119,696,31.0,116,692,7,8
5,12nov2025_phys_part10.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part10.mp4,2550,255.0,121,697,21.5,118,694,6,6
6,12nov2025_phys_part10.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part10.mp4,2583,258.3,120,696,21.0,118,692,4,8
7,12nov2025_phys_part10.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part10.mp4,2600,260.0,120,698,21.0,118,694,4,8
8,12nov2025_phys_part10.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part10.mp4,3315,331.5,119,696,25.0,117,692,5,8
9,12nov2025_phys_part10.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part10.mp4,3464,346.4,120,696,21.0,118,692,4,8
10,12nov2025_phys_part10.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part10.mp4,3881,388.1,121,696,20.0,118,692,6,8
11,12nov2025_phys_part10.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part10.mp4,3902,390.2,122,697,27.0,120,692,4,10
12,12nov2025_phys_part10.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part10.mp4,4380,438.0,121,697,21.5,118,694,6,6
13,12nov2025_phys_part10.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part10.mp4,4845,484.5,121,696,24.0,118,692,6,8
14,12nov2025_phys_part10.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part10.mp4,4865,486.5,121,696,31.0,118,692,6,8
15,12nov2025_phys_part10.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part10.mp4,5979,597.9,121,697,20.0,118,694,6,6
16,12nov2025_phys_part10.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part10.mp4,6090,609.0,121,697,21.5,118,694,6,6
17,12nov2025_phys_part10.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part10.mp4,7308,730.8,120,696,21.0,118,692,5,8
18,12nov2025_phys_part10.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part10.mp4,8016,801.6,122,697,26.5,120,692,4,10
19,12nov2025_phys_part10.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part10.mp4,9238,923.8,121,695,21.5,118,692,6,6
20,12nov2025_phys_part10.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part10.mp4,9712,971.2,122,698,21.0,120,694,4,8
21,12nov2025_phys_part10.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part10.mp4,10639,1063.9,121,697,21.5,118,694,6,6
22,12nov2025_phys_part10.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part10.mp4,10725,1072.5,121,696,28.0,118,692,6,8
23,12nov2025_phys_part10.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part10.mp4,10873,1087.3,121,697,23.0,118,694,6,6
24,12nov2025_phys_part10.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part10.mp4,10880,1088.0,121,696,27.5,118,692,6,8
25,12nov2025_phys_part10.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part10.mp4,10962,1096.2,122,696,21.0,120,692,4,8
26,12nov2025_phys_part10.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part10.mp4,11307,1130.7,121,696,20.0,118,692,6,8
27,12nov2025_phys_part10.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part10.mp4,11317,1131.7,121,699,21.5,118,696,6,6
28,12nov2025_phys_part10.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part10.mp4,11619,1161.9,122,698,21.0,120,694,4,8
29,12nov2025_phys_part10.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part10.mp4,12765,1276.5,122,697,27.0,120,692,4,10
30,12nov2025_phys_part10.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part10.mp4,13237,1323.7,122,696,20.5,120,692,4,8
31,12nov2025_phys_part10.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part10.mp4,13870,1387.0,122,696,21.0,120,692,4,8
32,12nov2025_phys_part10.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part10.mp4,14263,1426.3,123,696,27.5,120,692,6,8
33,12nov2025_phys_part10.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part10.mp4,14790,1479.0,122,699,27.0,120,694,4,10
34,12nov2025_phys_part10.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part10.mp4,14886,1488.6,123,698,24.0,120,694,6,8
35,12nov2025_phys_part10.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part10.mp4,14893,1489.3,122,696,21.0,120,692,4,8
36,12nov2025_phys_part10.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part10.mp4,14929,1492.9,121,698,20.0,118,694,6,8
37,12nov2025_phys_part10.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part10.mp4,14981,1498.1,122,695,27.0,120,690,4,10
38,12nov2025_phys_part10.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part10.mp4,15241,1524.1,121,698,30.5,118,694,6,9
39,12nov2025_phys_part10.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part10.mp4,15251,1525.1,122,696,21.0,120,692,4,8
40,12nov2025_phys_part10.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part10.mp4,15320,1532.0,122,698,20.5,120,694,4,8
41,12nov2025_phys_part10.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part10.mp4,15799,1579.9,122,698,21.0,120,694,4,8
42,12nov2025_phys_part10.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part10.mp4,16300,1630.0,122,696,21.0,120,692,4,8
43,12nov2025_phys_part10.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part10.mp4,17557,1755.7,121,699,24.5,118,696,7,6
44,12nov2025_phys_part10.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part10.mp4,17685,1768.5,122,696,21.0,120,692,4,8
45,12nov2025_phys_part10.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part10.mp4,17695,1769.5,122,696,21.0,120,692,4,8
46,12nov2025_phys_part10.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part10.mp4,17698,1769.8,123,697,21.5,120,694,6,6
47,12nov2025_phys_part11.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part11.mp4,183,18.3,123,697,21.5,120,694,6,6
48,12nov2025_phys_part11.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part11.mp4,503,50.3,122,696,21.0,120,692,4,8
49,12nov2025_phys_part11.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part11.mp4,859,85.9,122,696,20.5,120,692,4,8
50,12nov2025_phys_part11.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part11.mp4,1176,117.6,122,696,26.0,118,692,8,8
51,12nov2025_phys_part11.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part11.mp4,1542,154.2,122,697,27.0,120,692,4,10
52,12nov2025_phys_part11.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part11.mp4,1625,162.5,123,697,20.0,120,694,6,6
53,12nov2025_phys_part11.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part11.mp4,1662,166.2,123,697,21.5,120,694,6,6
54,12nov2025_phys_part11.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part11.mp4,2288,228.8,122,698,21.0,120,694,4,8
55,12nov2025_phys_part11.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part11.mp4,2410,241.0,124,698,21.0,122,694,4,8
56,12nov2025_phys_part11.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part11.mp4,2760,276.0,123,699,21.5,120,696,6,6
57,12nov2025_phys_part11.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part11.mp4,3406,340.6,122,696,21.0,120,692,4,8
58,12nov2025_phys_part11.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part11.mp4,4077,407.7,122,696,21.0,120,692,4,8
59,12nov2025_phys_part11.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part11.mp4,4922,492.2,122,696,21.0,120,692,4,8
60,12nov2025_phys_part11.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part11.mp4,5186,518.6,124,700,21.0,122,696,4,8
61,12nov2025_phys_part11.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part11.mp4,5394,539.4,124,697,27.0,122,692,4,10
62,12nov2025_phys_part11.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part11.mp4,5890,589.0,123,697,21.5,120,694,6,6
63,12nov2025_phys_part11.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part11.mp4,5959,595.9,124,696,21.0,122,692,4,8
64,12nov2025_phys_part11.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part11.mp4,6124,612.4,123,696,24.5,120,693,6,7
65,12nov2025_phys_part11.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part11.mp4,6365,636.5,123,699,21.5,120,696,6,6
66,12nov2025_phys_part11.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part11.mp4,6858,685.8,122,696,21.0,120,692,4,8
67,12nov2025_phys_part11.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part11.mp4,7231,723.1,123,697,21.5,120,694,6,6
68,12nov2025_phys_part11.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part11.mp4,7735,773.5,124,697,27.0,122,692,4,10
69,12nov2025_phys_part11.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part11.mp4,8295,829.5,123,697,21.5,120,694,6,6
70,12nov2025_phys_part11.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part11.mp4,8394,839.4,124,696,21.0,122,692,4,8
71,12nov2025_phys_part11.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part11.mp4,8721,872.1,124,697,27.0,122,692,4,10
72,12nov2025_phys_part11.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part11.mp4,8891,889.1,123,695,21.5,120,692,6,6
73,12nov2025_phys_part11.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part11.mp4,9991,999.1,123,696,20.0,120,692,6,8
74,12nov2025_phys_part11.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part11.mp4,10392,1039.2,124,696,21.0,122,692,4,8
75,12nov2025_phys_part11.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part11.mp4,10529,1052.9,124,696,21.0,122,692,4,8
76,12nov2025_phys_part11.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part11.mp4,10653,1065.3,123,698,24.0,120,694,6,8
77,12nov2025_phys_part11.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part11.mp4,10707,1070.7,124,696,21.0,122,692,4,8
78,12nov2025_phys_part11.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part11.mp4,11056,1105.6,124,696,21.0,122,692,4,8
79,12nov2025_phys_part11.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part11.mp4,11304,1130.4,123,697,21.5,120,694,6,6
80,12nov2025_phys_part11.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part11.mp4,11401,1140.1,124,696,21.0,122,692,4,8
81,12nov2025_phys_part11.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part11.mp4,11420,1142.0,124,698,21.0,122,694,4,8
82,12nov2025_phys_part11.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part11.mp4,12143,1214.3,125,697,21.5,122,694,6,6
83,12nov2025_phys_part11.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part11.mp4,12377,1237.7,124,698,21.0,122,694,4,8
84,12nov2025_phys_part11.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part11.mp4,12404,1240.4,123,697,21.5,120,694,6,6
85,12nov2025_phys_part11.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part11.mp4,13115,1311.5,125,697,21.5,122,694,6,6
86,12nov2025_phys_part11.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part11.mp4,13355,1335.5,123,697,21.5,120,694,6,6
87,12nov2025_phys_part11.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part11.mp4,13446,1344.6,124,697,29.5,120,694,8,6
88,12nov2025_phys_part11.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part11.mp4,13512,1351.2,125,695,22.5,122,692,6,7
89,12nov2025_phys_part11.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part11.mp4,14080,1408.0,125,696,24.0,122,692,6,8
90,12nov2025_phys_part11.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part11.mp4,14289,1428.9,125,697,21.5,122,694,6,6
91,12nov2025_phys_part11.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part11.mp4,14704,1470.4,124,696,21.0,122,692,4,8
92,12nov2025_phys_part11.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part11.mp4,16129,1612.9,124,697,24.0,122,692,4,10
93,12nov2025_phys_part11.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part11.mp4,16179,1617.9,124,696,21.0,122,692,4,8
94,12nov2025_phys_part11.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part11.mp4,16340,1634.0,124,697,27.0,122,692,4,10
95,12nov2025_phys_part11.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part11.mp4,16938,1693.8,126,696,21.0,124,692,4,8
96,12nov2025_phys_part11.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part11.mp4,17043,1704.3,125,697,21.5,122,694,6,6
97,12nov2025_phys_part11.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part11.mp4,17183,1718.3,125,699,21.5,122,696,6,6
98,12nov2025_phys_part11.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part11.mp4,17304,1730.4,126,696,21.0,124,692,4,8
99,12nov2025_phys_part11.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part11.mp4,17398,1739.8,126,696,21.0,124,692,4,8
100,12nov2025_phys_part11.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part11.mp4,17880,1788.0,124,696,20.5,122,692,4,8
101,12nov2025_phys_part12.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part12.mp4,259,25.9,126,700,21.0,124,696,4,8
102,12nov2025_phys_part12.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part12.mp4,412,41.2,125,698,20.0,122,694,6,8
103,12nov2025_phys_part12.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part12.mp4,714,71.4,125,695,21.0,122,692,6,6
104,12nov2025_phys_part12.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part12.mp4,1560,156.0,125,699,21.5,122,696,6,6
105,12nov2025_phys_part12.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part12.mp4,1794,179.4,126,696,21.0,124,692,4,8
106,12nov2025_phys_part12.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part12.mp4,2223,222.3,126,698,21.0,124,694,4,8
107,12nov2025_phys_part12.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part12.mp4,2415,241.5,125,698,20.0,122,694,6,8
108,12nov2025_phys_part12.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part12.mp4,2640,264.0,126,697,27.0,124,692,4,10
109,12nov2025_phys_part12.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part12.mp4,3218,321.8,125,698,22.0,122,694,6,8
110,12nov2025_phys_part12.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part12.mp4,3585,358.5,125,696,27.5,122,692,6,8
111,12nov2025_phys_part12.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part12.mp4,3839,383.9,124,696,21.0,122,692,4,8
112,12nov2025_phys_part12.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part12.mp4,4005,400.5,125,697,20.0,122,694,6,6
113,12nov2025_phys_part12.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part12.mp4,4208,420.8,126,697,28.0,122,694,8,6
114,12nov2025_phys_part12.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part12.mp4,4473,447.3,125,697,21.5,122,694,6,6
115,12nov2025_phys_part12.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part12.mp4,5102,510.2,125,700,31.5,122,696,6,8
116,12nov2025_phys_part12.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part12.mp4,5814,581.4,125,696,27.5,122,692,6,8
117,12nov2025_phys_part12.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part12.mp4,5947,594.7,125,697,25.0,122,694,6,6
118,12nov2025_phys_part12.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part12.mp4,6468,646.8,125,698,28.0,122,694,6,8
119,12nov2025_phys_part12.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part12.mp4,6625,662.5,124,696,21.0,122,692,4,8
120,12nov2025_phys_part12.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part12.mp4,6855,685.5,125,697,21.5,122,694,6,6
121,12nov2025_phys_part12.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part12.mp4,7079,707.9,126,698,21.0,124,694,4,8
122,12nov2025_phys_part12.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part12.mp4,7480,748.0,126,698,21.0,124,694,4,8
123,12nov2025_phys_part12.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part12.mp4,7523,752.3,125,699,26.0,122,694,6,10
124,12nov2025_phys_part12.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part12.mp4,7525,752.5,125,699,22.0,122,694,6,10
125,12nov2025_phys_part12.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part12.mp4,7767,776.7,126,697,27.0,124,692,4,10
126,12nov2025_phys_part12.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part12.mp4,8724,872.4,125,696,28.0,122,692,6,8
127,12nov2025_phys_part12.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part12.mp4,9336,933.6,125,697,21.5,122,694,6,6
128,12nov2025_phys_part12.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part12.mp4,10531,1053.1,125,698,20.0,122,694,6,8
129,12nov2025_phys_part12.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part12.mp4,10826,1082.6,126,698,21.0,124,694,4,8
130,12nov2025_phys_part12.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part12.mp4,11100,1110.0,126,697,27.0,124,692,4,10
131,12nov2025_phys_part12.mp4,/home/likewise-open/ADS/oakley/labdata/users/Oakley/GitHub/signal_respirometry/video/arducamvids/12nov2025_phys_part12.mp4,11868,1186.8,128,696,21.0,126,692,4,8
