trial,brick,channel,unit,vessel,environment,start_hour,end_hour,n_points,control_mean,control_slope_per_hour,channel_slope_per_hour,diff_mean,diff_min,diff_max,diff_slope_per_hour,source_csv,source_control_csv,RMR_corrected,abs_diff_mean,signal_to_background_ratio,diff_to_control_slope_ratio,flag_ratio_low,flag_crosses_zero,flag_negative_corrected_rmr,flag_weak_diff_slope,qc_exclude,qc_recommendation,qc_reason
trial4,box2,Ch2,trial4 | box2 | Ch2,small,night,1.0,8.0,5041,171.29471335052568,-4.762848281200193,-9.880596041570335,-29.53708192818885,-46.36,-16.72,-5.117747760370103,/Users/oakley/Documents/GitHub/signal_respirometry/data/csvs-and-code-jan2026/box2-trial4.csv,/Users/oakley/Documents/GitHub/signal_respirometry/data/csvs-and-code-jan2026/box2-trial4.csv,1.10195046647764,29.53708192818885,0.17243428796062008,1.074514126241696,False,False,False,False,False,include,none
trial4,box2,Ch3,trial4 | box2 | Ch3,small,night,1.0,8.0,5041,171.29471335052568,-4.762848281200193,-11.826030786392527,-54.02054017060107,-77.348,-25.159999999999997,-7.0631825051923105,/Users/oakley/Documents/GitHub/signal_respirometry/data/csvs-and-code-jan2026/box2-trial4.csv,/Users/oakley/Documents/GitHub/signal_respirometry/data/csvs-and-code-jan2026/box2-trial4.csv,0.901493854537244,54.02054017060107,0.31536606771828274,1.482974490619189,False,False,False,False,False,include,none
trial4,box2,Ch4,trial4 | box2 | Ch4,small,night,1.0,8.0,5041,171.29471335052568,-4.762848281200193,-9.214929481241287,21.000813330688356,6.9199999999999875,44.879999999999995,-4.452081200041075,/Users/oakley/Documents/GitHub/signal_respirometry/data/csvs-and-code-jan2026/box2-trial4.csv,/Users/oakley/Documents/GitHub/signal_respirometry/data/csvs-and-code-jan2026/box2-trial4.csv,1.00053597480648,21.000813330688356,0.12260047563517702,0.9347518409686651,False,False,False,False,False,include,none
trial4,box3,Ch2,trial4 | box3 | Ch2,small,night,1.0,8.0,5041,158.6302479666733,-4.190642897673493,-8.601180646798525,-27.79517556040468,-42.650000000000006,-13.570000000000022,-4.41053774912501,/Users/oakley/Documents/GitHub/signal_respirometry/data/csvs-and-code-jan2026/box3-trial4.csv,/Users/oakley/Documents/GitHub/signal_respirometry/data/csvs-and-code-jan2026/box3-trial4.csv,0.740565942556942,27.79517556040468,0.17521989605708088,1.0524728199869098,False,False,False,False,False,include,none
trial4,box3,Ch3,trial4 | box3 | Ch3,small,night,1.0,8.0,5041,158.6302479666733,-4.190642897673493,-9.616970188367894,-18.494007141440193,-34.74000000000001,-1.4099999999999966,-5.426327290694394,/Users/oakley/Documents/GitHub/signal_respirometry/data/csvs-and-code-jan2026/box3-trial4.csv,/Users/oakley/Documents/GitHub/signal_respirometry/data/csvs-and-code-jan2026/box3-trial4.csv,1.21407457788606,18.494007141440193,0.11658562839294699,1.2948674993070977,False,False,False,False,False,include,none
trial4,box3,Ch4,trial4 | box3 | Ch4,small,night,1.0,8.0,5041,158.6302479666733,-4.190642897673493,-12.141250163170257,-22.52563538980361,-53.89399999999999,2.369999999999976,-7.950607265496757,/Users/oakley/Documents/GitHub/signal_respirometry/data/csvs-and-code-jan2026/box3-trial4.csv,/Users/oakley/Documents/GitHub/signal_respirometry/data/csvs-and-code-jan2026/box3-trial4.csv,1.56000791005246,22.52563538980361,0.14200088368010388,1.897228529783209,False,True,False,False,False,include,channel_minus_control_crosses_0
trial4,newbox,Ch2,trial4 | newbox | Ch2,cylinder,night,1.0,8.0,5040,169.70432352142856,-3.6572319605467367,-3.6384406317608344,-3.242201735515873,-7.0090179999999975,0.404358000000002,0.01879132878588941,/Users/oakley/Documents/GitHub/signal_respirometry/data/csvs-and-code-jan2026/newpyro-trial4.csv,/Users/oakley/Documents/GitHub/signal_respirometry/data/csvs-and-code-jan2026/newpyro-trial4.csv,0.158096374925072,3.242201735515873,0.019105003739562212,0.00513812877702788,True,True,False,True,True,exclude,low_signal_to_background; channel_minus_control_crosses_0; weak_channel_minus_control_slope
trial4,newbox,Ch4,trial4 | newbox | Ch4,cylinder,night,1.0,8.0,5040,169.70432352142856,-3.6572319605467367,-3.355490887329008,-0.21738998630952366,-4.425049000000001,4.291884999999979,0.301741073217694,/Users/oakley/Documents/GitHub/signal_respirometry/data/csvs-and-code-jan2026/newpyro-trial4.csv,/Users/oakley/Documents/GitHub/signal_respirometry/data/csvs-and-code-jan2026/newpyro-trial4.csv,-0.10303992759879,0.21738998630952366,0.0012809926217394977,0.08250531450842949,True,True,True,True,True,exclude,corrected_rmr<=0; low_signal_to_background; channel_minus_control_crosses_0; weak_channel_minus_control_slope
trial4.5,box2,Ch2,trial4.5 | box2 | Ch2,small,day,1.0,8.0,5041,182.8705455266812,-4.138123841911753,-7.1332534986791005,-14.500783574687562,-24.109999999999985,-3.519999999999982,-2.995129656767318,/Users/oakley/Documents/GitHub/signal_respirometry/data/csvs-and-code-jan2026/box2-trial4-light.csv,/Users/oakley/Documents/GitHub/signal_respirometry/data/csvs-and-code-jan2026/box2-trial4-light.csv,1.05382375793622,14.500783574687562,0.07929534815377128,0.7237892751561109,False,False,False,False,False,include,none
trial4.5,box2,Ch3,trial4.5 | box2 | Ch3,small,day,1.0,8.0,5041,182.8705455266812,-4.138123841911753,-6.896173142571124,-18.27564570521722,-27.620000000000005,-10.97999999999999,-2.758049300659366,/Users/oakley/Documents/GitHub/signal_respirometry/data/csvs-and-code-jan2026/box2-trial4-light.csv,/Users/oakley/Documents/GitHub/signal_respirometry/data/csvs-and-code-jan2026/box2-trial4-light.csv,0.584481165782046,18.27564570521722,0.0999376124377057,0.6664975252936581,False,False,False,False,False,include,none
trial4.5,box2,Ch4,trial4.5 | box2 | Ch4,small,day,1.0,8.0,5041,182.8705455266812,-4.138123841911753,-8.558352317368133,-9.274116246776432,-24.619999999999976,5.780000000000001,-4.420228475456359,/Users/oakley/Documents/GitHub/signal_respirometry/data/csvs-and-code-jan2026/box2-trial4-light.csv,/Users/oakley/Documents/GitHub/signal_respirometry/data/csvs-and-code-jan2026/box2-trial4-light.csv,1.45055757469628,9.274116246776432,0.05071410609081715,1.068172109693582,False,True,False,False,False,include,channel_minus_control_crosses_0
trial4.5,box3,Ch3,trial4.5 | box3 | Ch3,small,day,1.0,8.0,5041,184.41422931957945,-3.362393141919327,-7.844289323271924,-18.371767506447135,-35.140000000000015,-4.810000000000002,-4.481896181352587,/Users/oakley/Documents/GitHub/signal_respirometry/data/csvs-and-code-jan2026/box3-trial4-light.csv,/Users/oakley/Documents/GitHub/signal_respirometry/data/csvs-and-code-jan2026/box3-trial4-light.csv,1.22684872759647,18.371767506447135,0.09962228822652441,1.3329482873800043,False,False,False,False,False,include,none
trial4.5,box3,Ch4,trial4.5 | box3 | Ch4,small,day,1.0,8.0,5041,184.41422931957945,-3.362393141919327,-11.832744428874596,-20.173788930767707,-57.47999999999999,0.0,-8.470351286955253,/Users/oakley/Documents/GitHub/signal_respirometry/data/csvs-and-code-jan2026/box3-trial4-light.csv,/Users/oakley/Documents/GitHub/signal_respirometry/data/csvs-and-code-jan2026/box3-trial4-light.csv,1.85686261974437,20.173788930767707,0.10939388465354415,2.5191436357739683,False,True,False,False,False,include,channel_minus_control_crosses_0
trial5,box2,Ch2,trial5 | box2 | Ch2,cylinder,night,1.0,8.0,5041,191.64941479865107,-2.6550534985812875,-3.875584824825931,-8.793414005157707,-14.189999999999998,-3.9499999999999886,-1.220531326244655,/Users/oakley/Documents/GitHub/signal_respirometry/data/csvs-and-code-jan2026/box2-trial5.csv,/Users/oakley/Documents/GitHub/signal_respirometry/data/csvs-and-code-jan2026/box2-trial5.csv,3.04283209434022,8.793414005157707,0.04588281166603238,0.4597012174847466,False,False,False,False,False,include,none
trial5,box2,Ch4,trial5 | box2 | Ch4,cylinder,night,1.0,8.0,5041,191.64941479865107,-2.6550534985812875,-3.863438105265033,-5.525951200158699,-10.629999999999995,-0.6099999999999852,-1.208384606683757,/Users/oakley/Documents/GitHub/signal_respirometry/data/csvs-and-code-jan2026/box2-trial5.csv,/Users/oakley/Documents/GitHub/signal_respirometry/data/csvs-and-code-jan2026/box2-trial5.csv,2.89741133357161,5.525951200158699,0.02883364504887995,0.4551262740559932,True,False,False,False,False,include,low_signal_to_background
trial5,box3,Ch2,trial5 | box3 | Ch2,small,night,1.0,8.0,5041,170.10200158698672,-1.7917152839100507,-9.891955567116367,-17.495637770283675,-45.20999999999998,8.0,-8.100240283206338,/Users/oakley/Documents/GitHub/signal_respirometry/data/csvs-and-code-jan2026/box3-trial5.csv,/Users/oakley/Documents/GitHub/signal_respirometry/data/csvs-and-code-jan2026/box3-trial5.csv,2.28583738341657,17.495637770283675,0.10285380305318693,4.520941664910222,False,True,False,False,False,include,channel_minus_control_crosses_0
trial5,box3,Ch3,trial5 | box3 | Ch3,small,night,1.0,8.0,5041,170.10200158698672,-1.7917152839100507,-7.3744002325948586,-28.48693711565166,-49.92,-14.030000000000001,-5.582684948684804,/Users/oakley/Documents/GitHub/signal_respirometry/data/csvs-and-code-jan2026/box3-trial5.csv,/Users/oakley/Documents/GitHub/signal_respirometry/data/csvs-and-code-jan2026/box3-trial5.csv,0.920853511060319,28.48693711565166,0.16746973492205822,3.1158326301631516,False,False,False,False,False,include,none
trial5,box3,Ch4,trial5 | box3 | Ch4,small,night,1.0,8.0,5041,170.10200158698672,-1.7917152839100507,-4.59606883643721,-20.051787343780994,-30.939999999999998,-12.179999999999978,-2.8043535525271626,/Users/oakley/Documents/GitHub/signal_respirometry/data/csvs-and-code-jan2026/box3-trial5.csv,/Users/oakley/Documents/GitHub/signal_respirometry/data/csvs-and-code-jan2026/box3-trial5.csv,0.47362408667637,20.051787343780994,0.11788096058004958,1.5651781151534625,False,False,False,False,False,include,none
