"file","temp_C","sal","control_channel","input_o2_unit","control_o2_unit","start_hour","end_hour","microbial_cutoff_hour","Ch1_umol_g_hr","Ch1_ml_mg_hr","Ch1_uL_mg_hr","Ch2_umol_g_hr","Ch2_ml_mg_hr","Ch2_uL_mg_hr","Ch3_umol_g_hr","Ch3_ml_mg_hr","Ch3_uL_mg_hr"
"/Users/oakley/Documents/GitHub/signal_respirometry/data/Bocas2026/NOL/NOLnight08222026box2.csv",28.729,33,"Ch4","mg_per_l","mg_per_l",2,8,5,96.2214505979275,0.00238660509395787,2.38660509395787,146.494303281303,0.00363353543595921,3.63353543595921,110.591034993018,0.00274301754775349,2.74301754775349
