seconds,hours,Ch2,Ch4,Temp
0,0,180.18,181.03,25.5
5,0.001388889,180.11,181.02,25.491
10,0.002777778,180.07,180.97,25.485
15,0.004166667,180.02,180.95,25.483
20,0.005555556,179.95,180.91,25.481
25,0.006944444,179.89,180.87,25.479
30,0.008333333,179.84,180.82,25.475
35,0.009722222,179.79,180.77,25.473
40,0.011111111,179.74,180.75,25.47
45,0.0125,179.68,180.7,25.47
50,0.013888889,179.62,180.62,25.472
55,0.015277778,179.56,180.56,25.472
60,0.016666667,179.5,180.46,25.473
65,0.018055556,179.45,180.42,25.471
70,0.019444444,179.37,180.36,25.472
75,0.020833333,179.3,180.31,25.472
80,0.022222222,179.21,180.28,25.473
85,0.023611111,179.16,180.22,25.473
90,0.025,179.13,180.19,25.472
95,0.026388889,179.13,180.17,25.469
100,0.027777778,179.12,180.17,25.467
105,0.029166667,179.09,180.17,25.466
110,0.030555556,179.05,180.12,25.466
115,0.031944444,178.98,180.08,25.466
120,0.033333333,178.91,180.02,25.466
125,0.034722222,178.86,179.99,25.466
130,0.036111111,178.82,179.96,25.465
135,0.0375,178.8,179.95,25.463
140,0.038888889,178.77,179.91,25.462
145,0.040277778,178.73,179.89,25.464
150,0.041666667,178.68,179.85,25.466
155,0.043055556,178.63,179.82,25.468
160,0.044444444,178.58,179.79,25.47
165,0.045833333,178.49,179.75,25.471
170,0.047222222,178.46,179.72,25.471
175,0.048611111,178.44,179.7,25.471
180,0.05,178.45,179.69,25.473
185,0.051388889,178.41,179.68,25.473
190,0.052777778,178.35,179.62,25.473
195,0.054166667,178.3,179.55,25.474
200,0.055555556,178.26,179.51,25.476
205,0.056944444,178.24,179.49,25.477
210,0.058333333,178.22,179.5,25.476
215,0.059722222,178.21,179.47,25.475
220,0.061111111,178.22,179.46,25.474
225,0.0625,178.25,179.45,25.471
230,0.063888889,178.24,179.43,25.47
235,0.065277778,178.2,179.41,25.47
240,0.066666667,178.18,179.39,25.469
245,0.068055556,178.15,179.4,25.47
250,0.069444444,178.15,179.38,25.468
255,0.070833333,178.16,179.36,25.467
260,0.072222222,178.15,179.31,25.464
265,0.073611111,178.12,179.29,25.463
270,0.075,178.04,179.3,25.464
275,0.076388889,178.02,179.3,25.466
280,0.077777778,178.01,179.27,25.467
285,0.079166667,178.02,179.23,25.465
290,0.080555556,178.01,179.19,25.465
295,0.081944444,177.99,179.13,25.465
300,0.083333333,177.95,179.12,25.468
305,0.084722222,177.89,179.09,25.47
310,0.086111111,177.85,179.07,25.47
315,0.0875,177.83,179.02,25.47
320,0.088888889,177.83,179.01,25.466
325,0.090277778,177.8,179,25.467
330,0.091666667,177.78,179,25.466
335,0.093055556,177.74,179,25.468
340,0.094444444,177.69,178.99,25.47
345,0.095833333,177.64,178.98,25.472
350,0.097222222,177.6,178.94,25.474
355,0.098611111,177.59,178.93,25.473
360,0.1,177.56,178.93,25.472
365,0.101388889,177.54,178.92,25.472
370,0.102777778,177.5,178.9,25.474
375,0.104166667,177.46,178.85,25.476
380,0.105555556,177.44,178.81,25.478
385,0.106944444,177.43,178.78,25.479
390,0.108333333,177.41,178.78,25.479
395,0.109722222,177.38,178.77,25.477
400,0.111111111,177.34,178.76,25.474
405,0.1125,177.33,178.72,25.473
410,0.113888889,177.31,178.72,25.471
415,0.115277778,177.3,178.71,25.471
420,0.116666667,177.25,178.71,25.472
425,0.118055556,177.26,178.67,25.474
430,0.119444444,177.28,178.67,25.474
435,0.120833333,177.3,178.64,25.473
440,0.122222222,177.24,178.64,25.472
445,0.123611111,177.2,178.64,25.472
450,0.125,177.18,178.63,25.47
455,0.126388889,177.15,178.6,25.471
460,0.127777778,177.14,178.58,25.471
465,0.129166667,177.13,178.55,25.471
470,0.130555556,177.12,178.55,25.471
475,0.131944444,177.1,178.52,25.471
480,0.133333333,177.08,178.51,25.474
485,0.134722222,177.1,178.47,25.475
490,0.136111111,177.08,178.46,25.477
495,0.1375,177.07,178.44,25.476
500,0.138888889,177.02,178.46,25.478
505,0.140277778,176.99,178.43,25.478
510,0.141666667,176.99,178.44,25.477
515,0.143055556,176.99,178.41,25.478
520,0.144444444,177,178.41,25.476
525,0.145833333,177.02,178.39,25.475
530,0.147222222,177.02,178.4,25.471
535,0.148611111,177.01,178.39,25.471
540,0.15,176.97,178.38,25.472
545,0.151388889,176.96,178.39,25.473
550,0.152777778,176.97,178.37,25.475
555,0.154166667,176.98,178.35,25.475
560,0.155555556,176.96,178.32,25.473
565,0.156944444,176.95,178.29,25.473
570,0.158333333,176.94,178.26,25.475
575,0.159722222,176.9,178.19,25.481
580,0.161111111,176.89,178.18,25.483
585,0.1625,176.86,178.16,25.484
590,0.163888889,176.87,178.14,25.484
595,0.165277778,176.83,178.1,25.485
600,0.166666667,176.82,178.07,25.486
605,0.168055556,176.8,178.07,25.484
610,0.169444444,176.81,178.05,25.484
615,0.170833333,176.8,178.03,25.485
620,0.172222222,176.78,178.01,25.487
625,0.173611111,176.75,177.96,25.488
630,0.175,176.71,177.95,25.488
635,0.176388889,176.66,177.95,25.488
640,0.177777778,176.6,177.94,25.49
645,0.179166667,176.56,177.92,25.49
650,0.180555556,176.55,177.87,25.489
655,0.181944444,176.54,177.85,25.489
660,0.183333333,176.54,177.81,25.489
665,0.184722222,176.52,177.78,25.492
670,0.186111111,176.49,177.75,25.492
675,0.1875,176.47,177.71,25.492
680,0.188888889,176.45,177.68,25.493
685,0.190277778,176.45,177.64,25.494
690,0.191666667,176.43,177.62,25.497
695,0.193055556,176.41,177.59,25.498
700,0.194444444,176.39,177.55,25.498
705,0.195833333,176.36,177.52,25.499
710,0.197222222,176.32,177.5,25.5
715,0.198611111,176.3,177.49,25.499
720,0.2,176.29,177.45,25.5
725,0.201388889,176.29,177.43,25.498
730,0.202777778,176.26,177.4,25.5
735,0.204166667,176.22,177.4,25.499
740,0.205555556,176.19,177.39,25.498
745,0.206944444,176.2,177.38,25.496
750,0.208333333,176.21,177.4,25.49
755,0.209722222,176.23,177.41,25.488
760,0.211111111,176.21,177.4,25.485
765,0.2125,176.19,177.37,25.485
770,0.213888889,176.19,177.36,25.483
775,0.215277778,176.18,177.33,25.483
780,0.216666667,176.18,177.31,25.483
785,0.218055556,176.1,177.28,25.485
790,0.219444444,176.09,177.29,25.485
795,0.220833333,176.04,177.27,25.486
800,0.222222222,176.09,177.27,25.484
805,0.223611111,176.06,177.26,25.483
810,0.225,176.04,177.26,25.482
815,0.226388889,176,177.25,25.483
820,0.227777778,176.02,177.22,25.485
825,0.229166667,176.05,177.21,25.486
830,0.230555556,176.02,177.21,25.487
835,0.231944444,176.02,177.19,25.484
840,0.233333333,176.01,177.17,25.484
845,0.234722222,176.01,177.15,25.482
850,0.236111111,175.97,177.15,25.483
855,0.2375,175.93,177.11,25.484
860,0.238888889,175.9,177.11,25.483
865,0.240277778,175.88,177.09,25.483
870,0.241666667,175.88,177.09,25.481
875,0.243055556,175.89,177.05,25.48
880,0.244444444,175.86,177.05,25.479
885,0.245833333,175.83,177.03,25.478
890,0.247222222,175.8,177.02,25.48
895,0.248611111,175.78,176.98,25.481
900,0.25,175.75,176.94,25.484
905,0.251388889,175.71,176.91,25.484
910,0.252777778,175.66,176.86,25.488
915,0.254166667,175.63,176.84,25.492
920,0.255555556,175.57,176.79,25.498
925,0.256944444,175.56,176.78,25.497
930,0.258333333,175.53,176.75,25.496
935,0.259722222,175.52,176.77,25.492
940,0.261111111,175.51,176.75,25.49
945,0.2625,175.49,176.74,25.488
950,0.263888889,175.48,176.71,25.484
955,0.265277778,175.46,176.71,25.483
960,0.266666667,175.46,176.67,25.482
965,0.268055556,175.43,176.65,25.483
970,0.269444444,175.43,176.63,25.48
975,0.270833333,175.42,176.61,25.48
980,0.272222222,175.4,176.61,25.479
985,0.273611111,175.37,176.58,25.481
990,0.275,175.36,176.59,25.481
995,0.276388889,175.35,176.55,25.481
1000,0.277777778,175.34,176.54,25.48
1005,0.279166667,175.33,176.5,25.479
1010,0.280555556,175.3,176.47,25.481
1015,0.281944444,175.26,176.43,25.485
1020,0.283333333,175.2,176.4,25.491
1025,0.284722222,175.17,176.38,25.493
1030,0.286111111,175.15,176.38,25.493
1035,0.2875,175.14,176.38,25.491
1040,0.288888889,175.15,176.37,25.488
1045,0.290277778,175.14,176.37,25.488
1050,0.291666667,175.14,176.35,25.488
1055,0.293055556,175.12,176.36,25.487
1060,0.294444444,175.12,176.34,25.484
1065,0.295833333,175.1,176.31,25.483
1070,0.297222222,175.09,176.33,25.483
1075,0.298611111,175.1,176.31,25.482
1080,0.3,175.08,176.32,25.481
1085,0.301388889,175.07,176.28,25.48
1090,0.302777778,175.04,176.26,25.48
1095,0.304166667,175.04,176.24,25.48
1100,0.305555556,175.02,176.21,25.482
1105,0.306944444,175.02,176.2,25.48
1110,0.308333333,175.03,176.18,25.481
1115,0.309722222,175.03,176.14,25.481
1120,0.311111111,175.01,176.12,25.483
1125,0.3125,175,176.1,25.483
1130,0.313888889,174.99,176.11,25.478
1135,0.315277778,174.96,176.08,25.477
1140,0.316666667,174.94,176.09,25.475
1145,0.318055556,174.91,176.07,25.48
1150,0.319444444,174.89,176.07,25.482
1155,0.320833333,174.87,176.04,25.484
1160,0.322222222,174.84,176,25.487
1165,0.323611111,174.82,175.97,25.489
1170,0.325,174.81,175.97,25.486
1175,0.326388889,174.83,175.97,25.482
1180,0.327777778,174.85,175.97,25.482
1185,0.329166667,174.84,175.96,25.484
1190,0.330555556,174.81,175.96,25.484
1195,0.331944444,174.79,175.94,25.484
1200,0.333333333,174.8,175.95,25.48
1205,0.334722222,174.78,175.93,25.483
1210,0.336111111,174.76,175.93,25.485
1215,0.3375,174.72,175.9,25.488
1220,0.338888889,174.7,175.89,25.49
1225,0.340277778,174.65,175.88,25.49
1230,0.341666667,174.6,175.86,25.49
1235,0.343055556,174.58,175.83,25.489
1240,0.344444444,174.58,175.81,25.489
1245,0.345833333,174.58,175.81,25.489
1250,0.347222222,174.55,175.78,25.489
1255,0.348611111,174.52,175.78,25.489
1260,0.35,174.48,175.75,25.491
1265,0.351388889,174.48,175.76,25.492
1270,0.352777778,174.47,175.75,25.492
1275,0.354166667,174.47,175.73,25.491
1280,0.355555556,174.47,175.73,25.489
1285,0.356944444,174.47,175.71,25.49
1290,0.358333333,174.48,175.7,25.49
1295,0.359722222,174.43,175.67,25.494
1300,0.361111111,174.42,175.65,25.493
1305,0.3625,174.37,175.62,25.493
1310,0.363888889,174.39,175.6,25.492
1315,0.365277778,174.37,175.6,25.491
1320,0.366666667,174.4,175.61,25.49
1325,0.368055556,174.36,175.6,25.491
1330,0.369444444,174.34,175.58,25.495
1335,0.370833333,174.3,175.55,25.496
1340,0.372222222,174.31,175.53,25.497
1345,0.373611111,174.3,175.49,25.497
1350,0.375,174.28,175.48,25.501
1355,0.376388889,174.22,175.46,25.502
1360,0.377777778,174.19,175.46,25.505
1365,0.379166667,174.14,175.42,25.509
1370,0.380555556,174.12,175.39,25.509
1375,0.381944444,174.07,175.37,25.511
1380,0.383333333,174.06,175.36,25.511
1385,0.384722222,174.03,175.36,25.513
1390,0.386111111,173.99,175.35,25.512
1395,0.3875,173.94,175.34,25.512
1400,0.388888889,173.91,175.34,25.512
1405,0.390277778,173.9,175.33,25.511
1410,0.391666667,173.94,175.34,25.508
1415,0.393055556,173.93,175.34,25.504
1420,0.394444444,173.93,175.33,25.502
1425,0.395833333,173.91,175.33,25.5
1430,0.397222222,173.93,175.35,25.496
1435,0.398611111,173.94,175.38,25.492
1440,0.4,173.92,175.36,25.494
1445,0.401388889,173.91,175.34,25.496
1450,0.402777778,173.9,175.32,25.495
1455,0.404166667,173.88,175.34,25.493
1460,0.405555556,173.86,175.32,25.495
1465,0.406944444,173.83,175.3,25.498
1470,0.408333333,173.82,175.29,25.496
1475,0.409722222,173.79,175.28,25.494
1480,0.411111111,173.79,175.29,25.492
1485,0.4125,173.75,175.27,25.496
1490,0.413888889,173.75,175.26,25.494
1495,0.415277778,173.72,175.25,25.495
1500,0.416666667,173.71,175.25,25.495
1505,0.418055556,173.67,175.23,25.498
1510,0.419444444,173.66,175.22,25.499
1515,0.420833333,173.64,175.22,25.5
1520,0.422222222,173.62,175.21,25.501
1525,0.423611111,173.59,175.19,25.502
1530,0.425,173.56,175.18,25.505
1535,0.426388889,173.53,175.17,25.508
1540,0.427777778,173.49,175.16,25.512
1545,0.429166667,173.46,175.13,25.512
1550,0.430555556,173.47,175.15,25.511
1555,0.431944444,173.48,175.16,25.508
1560,0.433333333,173.48,175.17,25.504
1565,0.434722222,173.43,175.16,25.504
1570,0.436111111,173.42,175.16,25.504
1575,0.4375,173.4,175.17,25.504
1580,0.438888889,173.42,175.18,25.502
1585,0.440277778,173.41,175.17,25.502
1590,0.441666667,173.43,175.15,25.502
1595,0.443055556,173.41,175.15,25.503
1600,0.444444444,173.41,175.16,25.501
1605,0.445833333,173.41,175.18,25.497
1610,0.447222222,173.39,175.17,25.495
1615,0.448611111,173.38,175.15,25.495
1620,0.45,173.34,175.14,25.498
1625,0.451388889,173.32,175.15,25.496
1630,0.452777778,173.32,175.17,25.496
1635,0.454166667,173.32,175.16,25.495
1640,0.455555556,173.31,175.16,25.495
1645,0.456944444,173.32,175.17,25.495
1650,0.458333333,173.33,175.18,25.495
1655,0.459722222,173.31,175.2,25.495
1660,0.461111111,173.28,175.16,25.495
1665,0.4625,173.27,175.17,25.493
1670,0.463888889,173.25,175.17,25.494
1675,0.465277778,173.23,175.19,25.495
1680,0.466666667,173.19,175.15,25.499
1685,0.468055556,173.18,175.1,25.502
1690,0.469444444,173.16,175.1,25.503
1695,0.470833333,173.12,175.1,25.504
1700,0.472222222,173.08,175.12,25.503
1705,0.473611111,173.07,175.1,25.502
1710,0.475,173.09,175.11,25.499
1715,0.476388889,173.1,175.11,25.497
1720,0.477777778,173.1,175.13,25.497
1725,0.479166667,173.09,175.16,25.495
1730,0.480555556,173.07,175.17,25.494
1735,0.481944444,173.04,175.18,25.492
1740,0.483333333,173.07,175.15,25.489
1745,0.484722222,173.06,175.15,25.489
1750,0.486111111,173.04,175.13,25.491
1755,0.4875,173,175.13,25.495
1760,0.488888889,173,175.13,25.494
1765,0.490277778,173.01,175.13,25.494
1770,0.491666667,173,175.14,25.492
1775,0.493055556,172.97,175.12,25.493
1780,0.494444444,172.97,175.1,25.49
1785,0.495833333,172.95,175.1,25.49
1790,0.497222222,172.94,175.1,25.49
1795,0.498611111,172.92,175.13,25.491
1800,0.5,172.92,175.12,25.492
1805,0.501388889,172.92,175.13,25.49
1810,0.502777778,172.91,175.12,25.49
1815,0.504166667,172.88,175.14,25.49
1820,0.505555556,172.86,175.13,25.491
1825,0.506944444,172.82,175.13,25.493
1830,0.508333333,172.81,175.12,25.493
1835,0.509722222,172.79,175.12,25.492
1840,0.511111111,172.8,175.14,25.492
1845,0.5125,172.81,175.15,25.492
1850,0.513888889,172.81,175.16,25.491
1855,0.515277778,172.79,175.12,25.49
1860,0.516666667,172.73,175.09,25.492
1865,0.518055556,172.71,175.06,25.495
1870,0.519444444,172.68,175.08,25.499
1875,0.520833333,172.67,175.07,25.502
1880,0.522222222,172.63,175.07,25.503
1885,0.523611111,172.61,175.04,25.503
1890,0.525,172.59,175.04,25.501
1895,0.526388889,172.56,175.03,25.5
1900,0.527777778,172.52,175.04,25.501
1905,0.529166667,172.49,175.03,25.499
1910,0.530555556,172.5,175.04,25.496
1915,0.531944444,172.52,175.04,25.493
1920,0.533333333,172.51,175.07,25.493
1925,0.534722222,172.5,175.08,25.493
1930,0.536111111,172.49,175.09,25.491
1935,0.5375,172.49,175.05,25.491
1940,0.538888889,172.47,175.01,25.494
1945,0.540277778,172.46,174.97,25.497
1950,0.541666667,172.43,174.95,25.497
1955,0.543055556,172.41,174.92,25.496
1960,0.544444444,172.4,174.89,25.495
1965,0.545833333,172.39,174.89,25.496
1970,0.547222222,172.39,174.87,25.495
1975,0.548611111,172.36,174.89,25.494
1980,0.55,172.36,174.87,25.493
1985,0.551388889,172.31,174.86,25.495
1990,0.552777778,172.33,174.79,25.495
1995,0.554166667,172.33,174.77,25.495
2000,0.555555556,172.33,174.77,25.496
2005,0.556944444,172.33,174.78,25.496
2010,0.558333333,172.31,174.76,25.496
2015,0.559722222,172.32,174.75,25.495
2020,0.561111111,172.29,174.73,25.497
2025,0.5625,172.3,174.73,25.497
2030,0.563888889,172.27,174.71,25.498
2035,0.565277778,172.26,174.69,25.497
2040,0.566666667,172.24,174.66,25.498
2045,0.568055556,172.26,174.64,25.497
2050,0.569444444,172.26,174.63,25.495
2055,0.570833333,172.26,174.63,25.493
2060,0.572222222,172.22,174.61,25.496
2065,0.573611111,172.21,174.6,25.502
2070,0.575,172.2,174.56,25.503
2075,0.576388889,172.17,174.55,25.503
2080,0.577777778,172.14,174.52,25.504
2085,0.579166667,172.1,174.53,25.505
2090,0.580555556,172.11,174.5,25.506
2095,0.581944444,172.1,174.47,25.506
2100,0.583333333,172.1,174.44,25.509
2105,0.584722222,172.08,174.46,25.509
2110,0.586111111,172.07,174.48,25.508
2115,0.5875,172.04,174.48,25.508
2120,0.588888889,172.02,174.47,25.507
2125,0.590277778,172.01,174.45,25.507
2130,0.591666667,172,174.45,25.508
2135,0.593055556,171.99,174.41,25.51
2140,0.594444444,172,174.41,25.509
2145,0.595833333,172.01,174.4,25.507
2150,0.597222222,172,174.42,25.507
2155,0.598611111,171.99,174.39,25.509
2160,0.6,171.98,174.36,25.51
2165,0.601388889,171.97,174.34,25.51
2170,0.602777778,171.95,174.37,25.51
2175,0.604166667,171.92,174.37,25.509
2180,0.605555556,171.89,174.35,25.51
2185,0.606944444,171.88,174.33,25.509
2190,0.608333333,171.87,174.33,25.51
2195,0.609722222,171.85,174.34,25.509
2200,0.611111111,171.83,174.31,25.51
2205,0.6125,171.79,174.32,25.509
2210,0.613888889,171.76,174.34,25.507
2215,0.615277778,171.7,174.35,25.507
2220,0.616666667,171.67,174.35,25.504
2225,0.618055556,171.64,174.34,25.503
2230,0.619444444,171.62,174.33,25.501
2235,0.620833333,171.59,174.33,25.501
2240,0.622222222,171.57,174.33,25.502
2245,0.623611111,171.57,174.34,25.501
2250,0.625,171.56,174.33,25.501
2255,0.626388889,171.54,174.33,25.499
2260,0.627777778,171.51,174.32,25.499
2265,0.629166667,171.47,174.3,25.502
2270,0.630555556,171.43,174.28,25.507
2275,0.631944444,171.4,174.26,25.513
2280,0.633333333,171.4,174.26,25.515
2285,0.634722222,171.35,174.24,25.516
2290,0.636111111,171.35,174.25,25.515
2295,0.6375,171.35,174.26,25.513
2300,0.638888889,171.38,174.28,25.51
2305,0.640277778,171.36,174.28,25.509
2310,0.641666667,171.35,174.28,25.508
2315,0.643055556,171.34,174.29,25.505
2320,0.644444444,171.33,174.28,25.505
2325,0.645833333,171.34,174.29,25.502
2330,0.647222222,171.33,174.28,25.503
2335,0.648611111,171.32,174.29,25.503
2340,0.65,171.29,174.27,25.504
2345,0.651388889,171.26,174.26,25.504
2350,0.652777778,171.27,174.27,25.503
2355,0.654166667,171.28,174.26,25.505
2360,0.655555556,171.28,174.27,25.507
2365,0.656944444,171.26,174.26,25.509
2370,0.658333333,171.25,174.27,25.506
2375,0.659722222,171.21,174.22,25.508
2380,0.661111111,171.19,174.21,25.507
2385,0.6625,171.15,174.2,25.509
2390,0.663888889,171.15,174.21,25.511
2395,0.665277778,171.12,174.19,25.513
2400,0.666666667,171.13,174.21,25.51
2405,0.668055556,171.1,174.23,25.507
2410,0.669444444,171.06,174.24,25.507
2415,0.670833333,171.02,174.23,25.508
2420,0.672222222,170.96,174.21,25.509
2425,0.673611111,170.95,174.22,25.51
2430,0.675,170.94,174.21,25.511
2435,0.676388889,170.92,174.21,25.515
2440,0.677777778,170.88,174.2,25.514
2445,0.679166667,170.84,174.2,25.514
2450,0.680555556,170.81,174.2,25.511
2455,0.681944444,170.81,174.2,25.513
2460,0.683333333,170.79,174.18,25.514
2465,0.684722222,170.75,174.19,25.514
2470,0.686111111,170.73,174.21,25.512
2475,0.6875,170.74,174.22,25.509
2480,0.688888889,170.77,174.22,25.507
2485,0.690277778,170.77,174.21,25.506
2490,0.691666667,170.75,174.19,25.508
2495,0.693055556,170.7,174.19,25.511
2500,0.694444444,170.71,174.19,25.51
2505,0.695833333,170.68,174.2,25.512
2510,0.697222222,170.7,174.2,25.509
2515,0.698611111,170.66,174.2,25.511
2520,0.7,170.66,174.2,25.509
2525,0.701388889,170.67,174.2,25.511
2530,0.702777778,170.68,174.18,25.51
2535,0.704166667,170.67,174.17,25.51
2540,0.705555556,170.63,174.14,25.511
2545,0.706944444,170.6,174.14,25.513
2550,0.708333333,170.58,174.17,25.511
2555,0.709722222,170.56,174.17,25.51
2560,0.711111111,170.55,174.16,25.51
2565,0.7125,170.54,174.15,25.511
2570,0.713888889,170.54,174.15,25.511
2575,0.715277778,170.52,174.13,25.511
2580,0.716666667,170.5,174.13,25.512
2585,0.718055556,170.48,174.16,25.511
2590,0.719444444,170.48,174.17,25.511
2595,0.720833333,170.45,174.18,25.511
2600,0.722222222,170.43,174.16,25.513
2605,0.723611111,170.41,174.16,25.512
2610,0.725,170.4,174.15,25.513
2615,0.726388889,170.37,174.12,25.515
2620,0.727777778,170.33,174.1,25.516
2625,0.729166667,170.32,174.11,25.515
2630,0.730555556,170.33,174.13,25.513
2635,0.731944444,170.34,174.13,25.514
2640,0.733333333,170.34,174.14,25.516
2645,0.734722222,170.31,174.12,25.519
2650,0.736111111,170.31,174.12,25.519
2655,0.7375,170.27,174.1,25.523
2660,0.738888889,170.27,174.11,25.523
2665,0.740277778,170.24,174.11,25.523
2670,0.741666667,170.24,174.11,25.522
2675,0.743055556,170.22,174.13,25.52
2680,0.744444444,170.23,174.13,25.518
2685,0.745833333,170.23,174.13,25.515
2690,0.747222222,170.25,174.1,25.512
2695,0.748611111,170.25,174.11,25.509
2700,0.75,170.27,174.14,25.504
2705,0.751388889,170.27,174.18,25.503
2710,0.752777778,170.26,174.2,25.502
2715,0.754166667,170.23,174.2,25.501
2720,0.755555556,170.25,174.2,25.497
2725,0.756944444,170.23,174.19,25.498
2730,0.758333333,170.23,174.16,25.499
2735,0.759722222,170.21,174.14,25.499
2740,0.761111111,170.2,174.14,25.501
2745,0.7625,170.18,174.14,25.503
2750,0.763888889,170.16,174.14,25.506
2755,0.765277778,170.15,174.14,25.507
2760,0.766666667,170.13,174.12,25.511
2765,0.768055556,170.1,174.1,25.517
2770,0.769444444,170.07,174.09,25.52
2775,0.770833333,170.05,174.07,25.523
2780,0.772222222,170.02,174.06,25.525
2785,0.773611111,170,174.05,25.528
2790,0.775,170.01,174.02,25.532
2795,0.776388889,169.97,173.99,25.534
2800,0.777777778,169.96,173.97,25.538
2805,0.779166667,169.94,173.98,25.538
2810,0.780555556,169.96,174,25.537
2815,0.781944444,169.95,173.98,25.537
2820,0.783333333,169.93,173.97,25.537
2825,0.784722222,169.92,173.97,25.538
2830,0.786111111,169.9,173.98,25.537
2835,0.7875,169.92,173.98,25.534
2840,0.788888889,169.95,173.98,25.533
2845,0.790277778,169.95,173.98,25.532
2850,0.791666667,169.93,174,25.532
2855,0.793055556,169.92,174,25.532
2860,0.794444444,169.93,174.02,25.529
2865,0.795833333,169.92,174.01,25.529
2870,0.797222222,169.92,174.02,25.527
2875,0.798611111,169.91,174.03,25.527
2880,0.8,169.9,174.03,25.527
2885,0.801388889,169.89,174.04,25.526
2890,0.802777778,169.91,174.01,25.526
2895,0.804166667,169.89,174.02,25.526
2900,0.805555556,169.86,174.01,25.526
2905,0.806944444,169.83,174.02,25.525
2910,0.808333333,169.8,174.03,25.523
2915,0.809722222,169.76,174.02,25.524
2920,0.811111111,169.72,174.02,25.524
2925,0.8125,169.69,174.01,25.524
2930,0.813888889,169.66,174.01,25.523
2935,0.815277778,169.64,174.02,25.524
2940,0.816666667,169.61,174.02,25.524
2945,0.818055556,169.57,174.01,25.524
2950,0.819444444,169.53,174,25.526
2955,0.820833333,169.53,173.98,25.525
2960,0.822222222,169.52,173.99,25.526
2965,0.823611111,169.52,173.99,25.524
2970,0.825,169.47,174.01,25.526
2975,0.826388889,169.45,174,25.528
2980,0.827777778,169.39,173.99,25.529
2985,0.829166667,169.39,173.99,25.528
2990,0.830555556,169.38,173.99,25.529
2995,0.831944444,169.4,174.01,25.527
3000,0.833333333,169.37,174,25.527
3005,0.834722222,169.36,174.01,25.524
3010,0.836111111,169.31,173.99,25.529
3015,0.8375,169.31,173.99,25.53
3020,0.838888889,169.3,174,25.529
3025,0.840277778,169.29,174.01,25.524
3030,0.841666667,169.26,174.01,25.523
3035,0.843055556,169.24,173.98,25.526
3040,0.844444444,169.23,173.97,25.525
3045,0.845833333,169.2,173.98,25.524
3050,0.847222222,169.18,173.99,25.523
3055,0.848611111,169.16,174,25.523
3060,0.85,169.13,174,25.524
3065,0.851388889,169.11,174.01,25.521
3070,0.852777778,169.07,174.02,25.522
3075,0.854166667,169.04,174,25.521
3080,0.855555556,169.02,173.99,25.523
3085,0.856944444,169.02,174.02,25.519
3090,0.858333333,169.01,174.05,25.516
3095,0.859722222,168.99,174.04,25.515
3100,0.861111111,168.96,174.01,25.516
3105,0.8625,168.96,173.99,25.516
3110,0.863888889,168.96,174.01,25.515
3115,0.865277778,168.97,174.01,25.514
3120,0.866666667,168.97,174.02,25.512
3125,0.868055556,168.96,174.03,25.51
3130,0.869444444,168.92,174.03,25.511
3135,0.870833333,168.9,174.04,25.511
3140,0.872222222,168.88,174.03,25.512
3145,0.873611111,168.89,174.04,25.514
3150,0.875,168.89,174.01,25.514
3155,0.876388889,168.9,173.99,25.511
3160,0.877777778,168.89,173.99,25.51
3165,0.879166667,168.88,174,25.513
3170,0.880555556,168.87,174,25.516
3175,0.881944444,168.87,174.03,25.514
3180,0.883333333,168.9,174.01,25.512
3185,0.884722222,168.89,174.01,25.511
3190,0.886111111,168.88,174,25.514
3195,0.8875,168.84,174,25.516
3200,0.888888889,168.83,174,25.518
3205,0.890277778,168.8,173.98,25.52
3210,0.891666667,168.78,173.97,25.523
3215,0.893055556,168.76,173.96,25.528
3220,0.894444444,168.74,173.91,25.534
3225,0.895833333,168.69,173.86,25.543
3230,0.897222222,168.65,173.83,25.551
3235,0.898611111,168.61,173.78,25.56
3240,0.9,168.59,173.75,25.567
3245,0.901388889,168.55,173.74,25.572
3250,0.902777778,168.52,173.76,25.574
3255,0.904166667,168.51,173.8,25.569
3260,0.905555556,168.53,173.79,25.566
3265,0.906944444,168.56,173.81,25.559
3270,0.908333333,168.58,173.82,25.556
3275,0.909722222,168.6,173.85,25.549
3280,0.911111111,168.62,173.88,25.542
3285,0.9125,168.64,173.91,25.534
3290,0.913888889,168.65,173.91,25.531
3295,0.915277778,168.65,173.91,25.528
3300,0.916666667,168.65,173.92,25.526
3305,0.918055556,168.63,173.94,25.524
3310,0.919444444,168.63,173.92,25.524
3315,0.920833333,168.62,173.9,25.524
3320,0.922222222,168.64,173.9,25.523
3325,0.923611111,168.6,173.9,25.524
3330,0.925,168.59,173.92,25.523
3335,0.926388889,168.58,173.92,25.523
3340,0.927777778,168.58,173.92,25.523
3345,0.929166667,168.58,173.91,25.525
3350,0.930555556,168.56,173.9,25.525
3355,0.931944444,168.53,173.89,25.527
3360,0.933333333,168.53,173.87,25.527
3365,0.934722222,168.52,173.86,25.528
3370,0.936111111,168.52,173.88,25.527
3375,0.9375,168.52,173.89,25.526
3380,0.938888889,168.52,173.9,25.526
3385,0.940277778,168.51,173.9,25.527
3390,0.941666667,168.5,173.9,25.529
3395,0.943055556,168.48,173.88,25.53
3400,0.944444444,168.46,173.85,25.533
3405,0.945833333,168.44,173.84,25.534
3410,0.947222222,168.43,173.87,25.534
