seconds,hours,Ch1,Ch2,Ch3,Ch4,Temp
3.992,0.001108889,208.263,192.068,219.753,191.759,26.213
8.988,0.002496667,208.313,191.832,219.498,191.722,26.212
13.992,0.003886667,208.189,191.702,219.427,191.503,26.216
18.991,0.005275278,208.024,191.482,219.333,191.335,26.215
23.988,0.006663333,207.869,191.517,219.162,191.312,26.215
28.992,0.008053333,207.701,191.416,219.338,191.297,26.216
33.989,0.009441389,207.869,191.389,218.983,191.295,26.215
38.991,0.010830833,207.446,191.477,219.085,190.979,26.216
43.99,0.012219444,207.594,191.319,218.848,190.733,26.217
48.989,0.013608056,207.369,191.324,218.941,190.756,26.218
53.989,0.014996944,207.547,191.154,218.906,190.433,26.217
59.082,0.016411667,207.484,191.097,218.777,190.283,26.216
63.989,0.017774722,207.413,191.019,218.577,190.136,26.215
68.986,0.019162778,207.535,191.179,218.64,190.155,26.213
73.988,0.020552222,207.39,190.819,218.717,190.053,26.212
78.988,0.021941111,207.152,191.039,218.524,189.986,26.213
83.987,0.023329722,207.086,191.062,218.454,190.074,26.214
88.986,0.024718333,207.166,190.86,218.396,189.959,26.217
93.99,0.026108333,207.119,190.922,218.34,189.708,26.218
98.99,0.027497222,206.873,190.89,218.288,189.594,26.217
103.987,0.028885278,206.84,190.738,218.027,189.611,26.219
108.988,0.030274444,206.972,190.693,218.066,189.601,26.219
113.989,0.031663611,206.753,190.78,218.004,189.358,26.22
118.99,0.033052778,206.595,190.706,217.887,189.063,26.222
123.989,0.034441389,206.8,190.648,217.718,189.361,26.219
128.993,0.035831389,206.931,190.571,217.673,188.942,26.221
133.987,0.037218611,206.532,190.614,217.923,189.018,26.221
138.989,0.038608056,206.633,190.496,217.826,188.729,26.224
143.989,0.039996944,206.608,190.544,217.677,188.694,26.222
148.993,0.041386944,206.589,190.579,217.575,188.65,26.223
153.992,0.042775556,206.537,190.27,217.703,188.746,26.222
158.989,0.044163611,206.523,190.414,217.709,188.44,26.22
163.992,0.045553333,206.499,190.427,217.677,188.349,26.22
168.992,0.046942222,206.382,190.286,217.558,188.347,26.222
173.99,0.048330556,206.494,190.191,217.248,188.615,26.226
178.992,0.04972,206.45,190.208,217.406,188.305,26.221
183.99,0.051108333,206.349,190.03,217.421,188.334,26.223
188.993,0.052498056,206.303,190.022,217.382,188.43,26.222
193.991,0.053886389,206.169,190.074,217.106,188.051,26.222
198.996,0.055276667,206.273,190.208,217.237,188.098,26.224
203.994,0.056665,206.401,189.869,217.375,188.243,26.223
208.995,0.058054167,206.328,189.837,217.195,188.143,26.225
213.992,0.059442222,206.316,189.809,217.222,188.046,26.227
218.989,0.060830278,206.216,189.735,217.319,188.209,26.223
223.996,0.062221111,206.233,189.387,217.256,187.919,26.224
228.993,0.063609167,206.052,189.488,217.145,187.985,26.229
233.995,0.064998611,206.271,189.404,217.241,188.16,26.227
238.993,0.066386944,205.895,189.34,217.037,187.889,26.231
244.075,0.067798611,205.876,189.374,217.159,187.958,26.227
249.077,0.069188056,206.08,189.473,217.011,187.815,26.228
254.087,0.070579722,205.827,189.399,217.006,187.897,26.228
259.076,0.071965556,205.843,189.34,217.078,187.786,26.23
264.076,0.073354444,205.543,189.522,217.109,187.825,26.227
269.076,0.074743333,205.462,189.401,217.043,187.709,26.223
274.078,0.076132778,205.381,189.132,217.037,187.82,26.228
279.073,0.077520278,205.547,189.283,217.032,187.643,26.225
284.076,0.07891,205.134,189.08,217.037,187.842,26.228
289.076,0.080298889,205.007,189.189,216.982,187.653,26.227
294.08,0.081688889,204.926,189.041,217.098,187.592,26.226
298.998,0.083055,204.717,189.115,216.889,187.575,26.227
304,0.084444444,204.882,189.007,217.072,187.626,26.226
308.999,0.085833056,204.358,189.046,216.935,187.356,26.227
314.075,0.087243056,204.269,189.051,216.9,187.31,26.228
319.074,0.088631667,204.169,188.718,216.691,187.116,26.224
324.074,0.090020556,203.962,188.667,216.767,187.077,26.228
329.077,0.091410278,203.428,188.768,216.669,186.96,26.227
334.075,0.092798611,203.61,188.706,216.555,186.843,26.231
338.999,0.094166389,203.462,188.709,216.558,186.714,26.229
344.075,0.095576389,203.331,188.812,216.756,186.538,26.231
349.077,0.096965833,202.94,188.694,216.359,186.563,26.231
354.072,0.098353333,202.884,188.802,216.568,186.516,26.232
359.077,0.099743611,202.544,188.795,216.416,186.504,26.231
364.076,0.101132222,202.51,188.505,216.521,186.46,26.23
369,0.1025,202.441,188.579,216.42,186.511,26.232
374.001,0.103889167,201.927,188.643,216.353,186.626,26.232
379.003,0.105278611,201.852,188.753,216.374,186.399,26.233
384.002,0.106667222,201.677,188.699,216.304,186.243,26.231
389,0.108055556,201.491,188.613,216.324,186.346,26.232
394,0.109444444,201.348,188.687,216.309,186.214,26.228
399.001,0.110833611,201.179,188.525,216.368,186.285,26.231
404.002,0.112222778,200.689,188.51,216.237,186.443,26.233
409.002,0.113611667,200.8,188.471,215.913,186.29,26.231
414.077,0.115021389,200.51,188.544,215.812,186.307,26.231
419.08,0.116411111,200.473,188.601,215.682,186.333,26.232
424.081,0.117800278,200.26,188.448,215.726,186.183,26.229
429.081,0.119189167,199.92,188.441,215.716,186.256,26.231
434.085,0.120579167,199.838,188.468,215.834,186.139,26.228
439.08,0.121966667,199.613,188.497,215.823,186.35,26.228
444.078,0.123355,199.283,188.433,215.748,186.236,26.23
449.082,0.124745,199.146,188.485,215.788,186.521,26.229
454.077,0.1261325,199.058,188.355,215.898,186.443,26.231
459.095,0.127526389,199.076,188.441,216,186.329,26.231
464.078,0.128910556,198.747,188.338,215.919,186.141,26.232
469.081,0.130300278,198.4,188.299,215.751,186.358,26.232
474.078,0.131688333,198.379,188.318,215.834,186.457,26.23
479.08,0.133077778,198.028,188.279,215.909,186.414,26.229
484.08,0.134466667,197.904,188.264,215.873,186.426,26.23
489.073,0.135853611,197.927,188.218,215.696,186.311,26.232
494.074,0.137242778,197.722,188.333,215.67,186.022,26.233
499.075,0.138631944,197.473,188.2,215.716,186.226,26.235
504.078,0.140021667,197.168,188.203,215.705,185.962,26.231
509,0.141388889,197.001,188.198,215.558,185.94,26.232
