dt_s,oxygen_umolL_Ch4,temp_C_Ch4,pressure_mbar_Ch4,oxygen_umolL_Ch1,temp_C_Ch1,pressure_mbar_Ch1,oxygen_umolL_Ch2,temp_C_Ch2,pressure_mbar_Ch2,oxygen_umolL_Ch3,temp_C_Ch3,pressure_mbar_Ch3,hours,Temp,Ch1,Ch2,Ch3,Ch4
0.716,186.224182,27.011,1012.0,,,,,,,,,,0.0001988888888888,27.011,,,,186.224182
0.929,,,,192.320663,27.01,1012.0,,,,,,,0.0002580555555555,27.01,192.320663,,,
1.795,,,,,,,,,,181.501144,27.012,1012.0,0.0004986111111111,27.012,,,181.501144,
10.716,186.650085,27.015,1012.0,,,,,,,,,,0.0029766666666666,27.015,,,,186.650085
10.928,,,,191.825867,27.015,1012.0,,,,,,,0.0030355555555555,27.015,191.825867,,,
100.721,187.822311,27.02,1012.0,,,,,,,,,,0.0279780555555555,27.02,,,,187.822311
100.932,,,,190.520035,27.02,1012.0,,,,,,,0.0280366666666666,27.02,190.520035,,,
1000.745,,,,,,,,,,180.195953,27.046,1012.0,0.2779847222222222,27.046,,,180.195953,
10000.11,175.022018,27.14,1014.0,,,,,,,,,,2.7778083333333337,27.14,,,,175.022018
10000.321,,,,176.494919,27.141,1014.0,,,,,,,2.7778669444444444,27.141,176.494919,,,
10001.19,,,,,,,,,,168.691284,27.141,1014.0,2.7781083333333334,27.141,,,168.691284,
10002.467,,,,,,,172.686905,27.142,1014.0,,,,2.7784630555555556,27.142,,172.686905,,
10005.111,175.448975,27.143,1014.0,,,,,,,,,,2.7791975000000004,27.143,,,,175.448975
10005.323,,,,175.558456,27.143,1014.0,,,,,,,2.779256388888889,27.143,175.558456,,,
10006.19,,,,,,,,,,169.265945,27.142,1014.0,2.7794972222222225,27.142,,,169.265945,
10007.466,,,,,,,172.029678,27.139,1014.0,,,,2.7798516666666666,27.139,,172.029678,,
10010.112,174.312622,27.14,1014.0,,,,,,,,,,2.7805866666666663,27.14,,,,174.312622
10010.323,,,,176.047729,27.141,1014.0,,,,,,,2.780645277777778,27.141,176.047729,,,
10011.191,,,,,,,,,,169.950089,27.141,1014.0,2.7808863888888893,27.141,,,169.950089,
10012.467,,,,,,,172.087219,27.141,1014.0,,,,2.7812408333333334,27.141,,172.087219,,
10015.112,174.92041,27.14,1014.0,,,,,,,,,,2.781975555555555,27.14,,,,174.92041
10015.324,,,,178.335754,27.141,1014.0,,,,,,,2.7820344444444447,27.141,178.335754,,,
10016.19,,,,,,,,,,168.985168,27.14,1014.0,2.7822750000000003,27.14,,,168.985168,
10017.466,,,,,,,173.163895,27.141,1014.0,,,,2.7826294444444444,27.141,,173.163895,,
1002.018,,,,,,,183.082474,27.049,1012.0,,,,0.2783383333333333,27.049,,183.082474,,
10020.112,174.341568,27.141,1014.0,,,,,,,,,,2.783364444444444,27.141,,,,174.341568
10020.324,,,,175.431305,27.141,1014.0,,,,,,,2.783423333333334,27.141,175.431305,,,
10021.19,,,,,,,,,,169.173798,27.141,1014.0,2.783663888888889,27.141,,,169.173798,
10022.468,,,,,,,172.346069,27.143,1014.0,,,,2.7840188888888893,27.143,,172.346069,,
10025.112,174.365768,27.143,1014.0,,,,,,,,,,2.784753333333333,27.143,,,,174.365768
10025.325,,,,176.072525,27.143,1014.0,,,,,,,2.7848125,27.143,176.072525,,,
10026.19,,,,,,,,,,168.553772,27.143,1014.0,2.785052777777778,27.143,,,168.553772,
10027.467,,,,,,,172.951782,27.143,1014.0,,,,2.7854075000000003,27.143,,172.951782,,
10030.112,175.351761,27.142,1014.0,,,,,,,,,,2.786142222222222,27.142,,,,175.351761
10030.324,,,,176.593552,27.142,1014.0,,,,,,,2.786201111111111,27.142,176.593552,,,
