seconds,hours,Ch1,Ch2,Ch3,Ch4,Temp
0,0,204.06,202.64,199.95,203.42,26.509
5,0.001388889,204.04,202.63,199.94,203.39,26.51
10,0.002777778,204.01,202.62,199.94,203.42,26.511
15,0.004166667,204,202.63,199.95,203.43,26.511
20,0.005555556,204.02,202.6,199.93,203.44,26.511
25,0.006944444,204.03,202.57,199.91,203.41,26.512
30,0.008333333,204,202.52,199.86,203.35,26.519
35,0.009722222,204.01,202.51,199.83,203.3,26.522
40,0.011111111,203.98,202.47,199.77,203.24,26.527
45,0.0125,203.99,202.46,199.73,203.29,26.525
50,0.013888889,203.96,202.45,199.7,203.27,26.527
55,0.015277778,203.96,202.44,199.69,203.3,26.528
60,0.016666667,203.96,202.43,199.68,203.3,26.53
65,0.018055556,203.92,202.35,199.7,203.27,26.535
70,0.019444444,203.93,202.34,199.72,203.23,26.536
75,0.020833333,203.91,202.31,199.71,203.19,26.538
80,0.022222222,203.9,202.33,199.62,203.21,26.541
85,0.023611111,203.9,202.32,199.6,203.21,26.542
90,0.025,203.91,202.29,199.57,203.19,26.546
95,0.026388889,203.91,202.27,199.62,203.16,26.546
100,0.027777778,203.89,202.26,199.57,203.15,26.545
105,0.029166667,203.9,202.25,199.55,203.09,26.545
110,0.030555556,203.91,202.23,199.51,203.11,26.546
115,0.031944444,203.91,202.23,199.53,203.11,26.546
120,0.033333333,203.88,202.19,199.48,203.13,26.547
125,0.034722222,203.87,202.2,199.45,203.13,26.545
130,0.036111111,203.87,202.19,199.46,203.11,26.548
135,0.0375,203.85,202.19,199.49,203.1,26.548
140,0.038888889,203.82,202.16,199.5,203.04,26.551
145,0.040277778,203.8,202.15,199.45,203.05,26.552
150,0.041666667,203.81,202.15,199.42,203.04,26.553
155,0.043055556,203.82,202.15,199.37,203.04,26.554
160,0.044444444,203.85,202.11,199.37,203,26.556
165,0.045833333,203.83,202.08,199.37,203.01,26.555
170,0.047222222,203.84,202.06,199.35,203,26.556
175,0.048611111,203.81,202.05,199.31,203.03,26.558
180,0.05,203.8,202.03,199.28,203.03,26.561
185,0.051388889,203.79,201.99,199.26,203.02,26.562
190,0.052777778,203.79,201.97,199.27,202.97,26.562
195,0.054166667,203.79,201.94,199.26,202.9,26.564
200,0.055555556,203.77,201.94,199.27,202.89,26.566
205,0.056944444,203.73,201.92,199.25,202.87,26.569
210,0.058333333,203.72,201.93,199.23,202.9,26.571
215,0.059722222,203.74,201.9,199.22,202.89,26.574
220,0.061111111,203.74,201.89,199.2,202.85,26.576
225,0.0625,203.71,201.86,199.18,202.82,26.579
230,0.063888889,203.7,201.85,199.16,202.75,26.578
235,0.065277778,203.7,201.83,199.14,202.74,26.578
240,0.066666667,203.73,201.81,199.15,202.72,26.576
245,0.068055556,203.74,201.85,199.15,202.76,26.575
250,0.069444444,203.74,201.83,199.16,202.74,26.572
255,0.070833333,203.77,201.85,199.15,202.77,26.57
260,0.072222222,203.76,201.82,199.15,202.76,26.571
265,0.073611111,203.77,201.83,199.12,202.81,26.572
270,0.075,203.7,201.8,199.12,202.73,26.577
275,0.076388889,203.68,201.77,199.11,202.66,26.579
280,0.077777778,203.69,201.75,199.11,202.63,26.58
285,0.079166667,203.7,201.74,199.13,202.68,26.578
290,0.080555556,203.74,201.76,199.14,202.71,26.576
295,0.081944444,203.73,201.76,199.15,202.74,26.575
300,0.083333333,203.76,201.72,199.14,202.68,26.576
305,0.084722222,203.75,201.66,199.11,202.65,26.578
310,0.086111111,203.72,201.63,199.09,202.59,26.58
315,0.0875,203.68,201.6,199.09,202.65,26.579
320,0.088888889,203.66,201.61,199.11,202.69,26.577
325,0.090277778,203.65,201.6,199.08,202.66,26.579
330,0.091666667,203.67,201.59,199.06,202.58,26.581
335,0.093055556,203.66,201.61,199.04,202.53,26.581
340,0.094444444,203.7,201.6,199.05,202.52,26.58
345,0.095833333,203.71,201.61,199.05,202.56,26.579
350,0.097222222,203.7,201.55,199.04,202.57,26.584
355,0.098611111,203.67,201.54,199.03,202.56,26.584
360,0.1,203.66,201.5,199.01,202.53,26.588
365,0.101388889,203.68,201.51,199,202.53,26.588
370,0.102777778,203.63,201.48,198.98,202.54,26.591
375,0.104166667,203.58,201.47,198.98,202.48,26.594
380,0.105555556,203.55,201.4,198.94,202.4,26.599
385,0.106944444,203.55,201.37,198.91,202.33,26.601
390,0.108333333,203.55,201.35,198.83,202.3,26.606
395,0.109722222,203.5,201.36,198.84,202.34,26.608
400,0.111111111,203.53,201.31,198.83,202.39,26.611
405,0.1125,203.51,201.32,198.85,202.44,26.608
410,0.113888889,203.53,201.28,198.83,202.39,26.61
415,0.115277778,203.51,201.27,198.81,202.37,26.611
420,0.116666667,203.56,201.23,198.79,202.32,26.614
425,0.118055556,203.53,201.21,198.77,202.33,26.615
430,0.119444444,203.54,201.23,198.79,202.27,26.615
435,0.120833333,203.49,201.21,198.75,202.28,26.618
440,0.122222222,203.45,201.19,198.74,202.26,26.621
445,0.123611111,203.4,201.15,198.66,202.27,26.625
450,0.125,203.42,201.12,198.68,202.23,26.627
455,0.126388889,203.43,201.11,198.67,202.18,26.63
460,0.127777778,203.46,201.09,198.68,202.11,26.631
