#--- Experiment --------------------------------------------------------------------------
#Ostracods-trial5-light-newbox-
#
#--- System ------------------------------------------------------------------------------
#Data from PyroScience Workbench V1.5.4.2482   www.pyroscience.com
#AHALVONIK-PC
#--- Instrument --------------------------------------------------------------------------
#Device: FireSting-PRO [A] FSPRO-4 SN:24100008 UiD:2411E50859672118 Firmware:4.11 Build:001
#--- Channel -----------------------------------------------------------------------------
#Channel [A Ch.1] - Oxygen Sensor - SC7-523-205 
#--- Settings & Calibration --------------------------------------------------------------
#Settings:	Duration	Intensity	Amp	Frequency (Hz)	Crc Enable	Write Lock	Autom. Flash Duration	Autom. Amp Level	Broadcast Interval (ms)	Broadcast Enabled Sensors	Broadcast Options	Analyte	Fiber Type	Fiber Length (mm)	Radio Temp	Temperature (°C)	Opt. Temp. Chan.	Radio Pressure	Pressure (mbar)	Salinity (g/l)
#	16 ms	20% (C)	10M (400x)	4000	FALSE	FALSE	TRUE	TRUE	0	47	0	oxygen	1 mm	1000	External Temperature Sensor	20.000000	1	Internal Pressure Sensor	1013.000000	27.250000
#Calibration:	lastCal1	lastCal2	dphi 100% (°)	dphi 0% (°)	f	m	F(Hz)	tt(%/K)	kt(%/K)	Background Amplitude (mV)	Background dphi (°)	mt(1/K)	Tofs(K)	Ksv (1/mbar)	Method	Air Pressure (mbar)	Temperature (°C)	Humidity (%RH)	Temperature (°C) at 0%	Partial Volume of Oxygen (%O2)
#	11/14/2025	12/31/2000	20.987	52.300	0.804000	0.096000	4000	-0.082000	0.969000	0.584000	0.000000	-0.000006	0.000000	0.000000	fixed f	1010.167	26.642	100.000	20.000	20.950000
#--- Temperature Compensation Channel ----------------------------------------------------
#Compensation Channel [A T1] - PT100 Temperature Sensor - Calibration offset = 0.00°C
#Settings: n/a
#Calibration: n/a
#--- Pressure Compensation Channel -------------------------------------------------------
#Compensation Channel [A P1] - Internal Pressure Sensor
#Settings: n/a
#Calibration: n/a
#--- Measurement Data --------------------------------------------------------------------
Date [A Ch.1 Main]	Time [A Ch.1 Main]	 dt (s) [A Ch.1 Main]	Oxygen (µmol/L) [A Ch.1 Main]	dphi (°) [A Ch.1 Main]	Signal Intensity (mV) [A Ch.1 Main]	Ambient Light (mV) [A Ch.1 Main]	Status [A Ch.1 Main]	Date [A Ch.1 CompT]	Time [A Ch.1 CompT]	 dt (s) [A Ch.1 CompT]	Sample Temp. (°C) [A Ch.1 CompT]	Status [A Ch.1 CompT]	Date [A Ch.1 CompP]	Time [A Ch.1 CompP]	 dt (s) [A Ch.1 CompP]	Pressure (mbar) [A Ch.1 CompP]	Status [A Ch.1 CompP]
15-11-2025	08:37:28.266	1.031	211.952	21.218	628	0	OK	15-11-2025	08:37:28.266	1.031	26.164	OK	15-11-2025	08:37:28.266	1.031	1013	OK
15-11-2025	08:37:33.266	6.031	212.047	21.214	628	1	OK	15-11-2025	08:37:33.266	6.031	26.161	OK	15-11-2025	08:37:33.266	6.031	1013	OK
15-11-2025	08:37:38.266	11.031	212.050	21.213	628	0	OK	15-11-2025	08:37:38.266	11.031	26.164	OK	15-11-2025	08:37:38.266	11.031	1013	OK
15-11-2025	08:37:43.265	16.029	212.126	21.210	628	0	OK	15-11-2025	08:37:43.265	16.029	26.161	OK	15-11-2025	08:37:43.265	16.029	1013	OK
15-11-2025	08:37:48.265	21.030	212.018	21.216	628	0	OK	15-11-2025	08:37:48.265	21.030	26.159	OK	15-11-2025	08:37:48.265	21.030	1013	OK
15-11-2025	08:37:53.194	25.959	212.165	21.208	628	0	OK	15-11-2025	08:37:53.194	25.959	26.161	OK	15-11-2025	08:37:53.194	25.959	1013	OK
15-11-2025	08:37:58.195	30.960	211.887	21.221	627	0	OK	15-11-2025	08:37:58.195	30.960	26.165	OK	15-11-2025	08:37:58.195	30.960	1013	OK
15-11-2025	08:38:03.194	35.958	212.083	21.213	627	0	OK	15-11-2025	08:38:03.194	35.958	26.158	OK	15-11-2025	08:38:03.194	35.958	1013	OK
15-11-2025	08:38:08.270	41.035	212.307	21.200	627	0	OK	15-11-2025	08:38:08.270	41.035	26.164	OK	15-11-2025	08:38:08.270	41.035	1013	OK
15-11-2025	08:38:13.339	46.104	212.025	21.214	627	0	OK	15-11-2025	08:38:13.339	46.104	26.165	OK	15-11-2025	08:38:13.339	46.104	1013	OK
15-11-2025	08:38:18.338	51.103	211.973	21.218	627	1	OK	15-11-2025	08:38:18.338	51.103	26.160	OK	15-11-2025	08:38:18.338	51.103	1013	OK
15-11-2025	08:38:23.340	56.105	212.137	21.210	627	0	OK	15-11-2025	08:38:23.340	56.105	26.159	OK	15-11-2025	08:38:23.340	56.105	1013	OK
15-11-2025	08:38:28.344	61.109	211.846	21.225	627	0	OK	15-11-2025	08:38:28.344	61.109	26.158	OK	15-11-2025	08:38:28.344	61.109	1013	OK
15-11-2025	08:38:33.340	66.104	212.047	21.214	627	1	OK	15-11-2025	08:38:33.340	66.104	26.161	OK	15-11-2025	08:38:33.340	66.104	1013	OK
15-11-2025	08:38:38.339	71.104	211.999	21.217	626	0	OK	15-11-2025	08:38:38.339	71.104	26.159	OK	15-11-2025	08:38:38.339	71.104	1013	OK
