#--- Experiment --------------------------------------------------------------------------
#Ostracods-trial3-newbox-12Nov
#
#--- System ------------------------------------------------------------------------------
#Data from PyroScience Workbench V1.5.4.2482   www.pyroscience.com
#AHALVONIK-PC
#--- Instrument --------------------------------------------------------------------------
#Device: FireSting-PRO [A] FSPRO-4 SN:24100008 UiD:2411E50859672118 Firmware:4.11 Build:001
#--- Channel -----------------------------------------------------------------------------
#Channel [A Ch.3] - Oxygen Sensor - SC7-523-205 
#--- Settings & Calibration --------------------------------------------------------------
#Settings:	Duration	Intensity	Amp	Frequency (Hz)	Crc Enable	Write Lock	Autom. Flash Duration	Autom. Amp Level	Broadcast Interval (ms)	Broadcast Enabled Sensors	Broadcast Options	Analyte	Fiber Type	Fiber Length (mm)	Radio Temp	Temperature (°C)	Opt. Temp. Chan.	Radio Pressure	Pressure (mbar)	Salinity (g/l)
#	16 ms	20% (C)	10M (400x)	4000	FALSE	FALSE	TRUE	TRUE	0	47	0	oxygen	1 mm	1000	External Temperature Sensor	20.000000	2	Internal Pressure Sensor	1013.000000	27.250000
#Calibration:	lastCal1	lastCal2	dphi 100% (°)	dphi 0% (°)	f	m	F(Hz)	tt(%/K)	kt(%/K)	Background Amplitude (mV)	Background dphi (°)	mt(1/K)	Tofs(K)	Ksv (1/mbar)	Method	Air Pressure (mbar)	Temperature (°C)	Humidity (%RH)	Temperature (°C) at 0%	Partial Volume of Oxygen (%O2)
#	11/12/2025	12/31/2000	20.258	52.300	0.804000	0.095680	4000	-0.081700	0.969000	0.584349	0.000000	-0.000006	0.000000	0.000000	fixed f	1010.483	26.447	100.000	20.000	20.950000
#--- Temperature Compensation Channel ----------------------------------------------------
#Compensation Channel [A T1] - PT100 Temperature Sensor - Calibration offset = 0.00°C
#Settings: n/a
#Calibration: n/a
#--- Pressure Compensation Channel -------------------------------------------------------
#Compensation Channel [A P1] - Internal Pressure Sensor
#Settings: n/a
#Calibration: n/a
#--- Measurement Data --------------------------------------------------------------------
Date [A Ch.3 Main]	Time [A Ch.3 Main]	 dt (s) [A Ch.3 Main]	Oxygen (µmol/L) [A Ch.3 Main]	dphi (°) [A Ch.3 Main]	Signal Intensity (mV) [A Ch.3 Main]	Ambient Light (mV) [A Ch.3 Main]	Status [A Ch.3 Main]	Date [A Ch.3 CompT]	Time [A Ch.3 CompT]	 dt (s) [A Ch.3 CompT]	Sample Temp. (°C) [A Ch.3 CompT]	Status [A Ch.3 CompT]	Date [A Ch.3 CompP]	Time [A Ch.3 CompP]	 dt (s) [A Ch.3 CompP]	Pressure (mbar) [A Ch.3 CompP]	Status [A Ch.3 CompP]
12-11-2025	19:13:05.308	2.951	189.417	21.584	523	0	OK	12-11-2025	19:13:05.308	2.951	26.494	OK	12-11-2025	19:13:05.308	2.951	1011	OK
12-11-2025	19:13:10.308	7.951	189.172	21.598	523	0	OK	12-11-2025	19:13:10.308	7.951	26.494	OK	12-11-2025	19:13:10.308	7.951	1011	OK
12-11-2025	19:13:15.308	12.951	189.269	21.593	523	0	OK	12-11-2025	19:13:15.308	12.951	26.492	OK	12-11-2025	19:13:15.308	12.951	1011	OK
12-11-2025	19:13:20.308	17.952	189.252	21.594	524	0	OK	12-11-2025	19:13:20.308	17.952	26.492	OK	12-11-2025	19:13:20.308	17.952	1011	OK
12-11-2025	19:13:25.309	22.952	189.339	21.589	524	0	OK	12-11-2025	19:13:25.309	22.952	26.492	OK	12-11-2025	19:13:25.309	22.952	1011	OK
12-11-2025	19:13:30.309	27.952	189.374	21.587	523	0	OK	12-11-2025	19:13:30.309	27.952	26.492	OK	12-11-2025	19:13:30.309	27.952	1011	OK
12-11-2025	19:13:35.310	32.953	189.266	21.594	523	0	OK	12-11-2025	19:13:35.310	32.953	26.489	OK	12-11-2025	19:13:35.310	32.953	1011	OK
12-11-2025	19:13:40.310	37.953	189.301	21.592	523	0	OK	12-11-2025	19:13:40.310	37.953	26.489	OK	12-11-2025	19:13:40.310	37.953	1011	OK
12-11-2025	19:13:45.309	42.952	189.429	21.585	523	0	OK	12-11-2025	19:13:45.309	42.952	26.488	OK	12-11-2025	19:13:45.309	42.952	1011	OK
12-11-2025	19:13:50.308	47.951	189.265	21.593	523	0	OK	12-11-2025	19:13:50.308	47.951	26.493	OK	12-11-2025	19:13:50.308	47.951	1011	OK
12-11-2025	19:13:55.309	52.952	189.292	21.592	523	-1	OK	12-11-2025	19:13:55.309	52.952	26.491	OK	12-11-2025	19:13:55.309	52.952	1011	OK
12-11-2025	19:14:00.308	57.952	189.295	21.591	523	-1	OK	12-11-2025	19:14:00.308	57.952	26.494	OK	12-11-2025	19:14:00.308	57.952	1011	OK
12-11-2025	19:14:05.310	62.953	189.227	21.596	523	0	OK	12-11-2025	19:14:05.310	62.953	26.490	OK	12-11-2025	19:14:05.310	62.953	1011	OK
12-11-2025	19:14:10.310	67.953	189.359	21.589	523	-1	OK	12-11-2025	19:14:10.310	67.953	26.488	OK	12-11-2025	19:14:10.310	67.953	1011	OK
12-11-2025	19:14:15.311	72.954	189.294	21.593	524	0	OK	12-11-2025	19:14:15.311	72.954	26.487	OK	12-11-2025	19:14:15.311	72.954	1011	OK
