seconds,hours,Ch1,Ch2,Ch3,Ch4,Temp
0,0,179.51,170.87,182.21,184.85,27.066
5,0.001388889,179.45,170.81,182.05,184.71,27.08
10,0.002777778,179.45,170.77,181.97,184.66,27.084
15,0.004166667,179.43,170.73,181.9,184.55,27.089
20,0.005555556,179.42,170.7,181.84,184.56,27.094
25,0.006944444,179.4,170.69,181.83,184.57,27.094
30,0.008333333,179.42,170.72,181.87,184.7,27.085
35,0.009722222,179.49,170.73,181.86,184.76,27.071
40,0.011111111,179.53,170.77,181.87,184.76,27.061
45,0.0125,179.55,170.79,181.84,184.73,27.053
50,0.013888889,179.58,170.83,181.89,184.75,27.044
55,0.015277778,179.62,170.85,181.91,184.84,27.035
60,0.016666667,179.68,170.87,181.98,184.89,27.028
65,0.018055556,179.67,170.85,182,184.92,27.031
70,0.019444444,179.65,170.82,181.95,184.85,27.036
75,0.020833333,179.6,170.77,181.89,184.77,27.045
80,0.022222222,179.61,170.78,181.87,184.8,27.042
85,0.023611111,179.65,170.84,181.95,184.85,27.034
90,0.025,179.73,170.89,182.04,184.92,27.023
95,0.026388889,179.74,170.92,182.09,184.86,27.019
100,0.027777778,179.78,170.92,182.1,184.9,27.016
105,0.029166667,179.78,170.92,182.06,184.93,27.014
110,0.030555556,179.81,170.88,182.09,184.95,27.014
115,0.031944444,179.82,170.85,182.1,184.98,27.015
120,0.033333333,179.78,170.81,182.11,184.95,27.02
125,0.034722222,179.77,170.81,182.1,184.98,27.02
130,0.036111111,179.76,170.8,182.11,184.93,27.018
135,0.0375,179.81,170.8,182.19,184.97,27.012
140,0.038888889,179.85,170.79,182.26,184.98,27.009
145,0.040277778,179.88,170.75,182.32,185.02,27.01
150,0.041666667,179.85,170.7,182.32,185,27.016
155,0.043055556,179.82,170.65,182.3,184.99,27.021
160,0.044444444,179.8,170.63,182.27,185.01,27.023
165,0.045833333,179.84,170.6,182.32,185.07,27.024
170,0.047222222,179.88,170.6,182.35,185.09,27.025
175,0.048611111,179.87,170.58,182.39,185.08,27.028
180,0.05,179.85,170.57,182.41,185.04,27.033
185,0.051388889,179.81,170.53,182.51,184.99,27.04
190,0.052777778,179.8,170.48,182.56,184.91,27.049
195,0.054166667,179.76,170.44,182.57,184.81,27.056
200,0.055555556,179.75,170.39,182.49,184.78,27.061
205,0.056944444,179.76,170.36,182.43,184.74,27.062
210,0.058333333,179.79,170.33,182.33,184.77,27.062
215,0.059722222,179.83,170.29,182.21,184.69,27.064
220,0.061111111,179.8,170.27,182.04,184.68,27.068
225,0.0625,179.8,170.26,181.91,184.58,27.071
230,0.063888889,179.77,170.24,181.76,184.57,27.072
235,0.065277778,179.81,170.22,181.67,184.52,27.074
240,0.066666667,179.8,170.18,181.62,184.5,27.078
245,0.068055556,179.83,170.16,181.57,184.45,27.083
250,0.069444444,179.87,170.17,181.54,184.42,27.076
255,0.070833333,179.94,170.23,181.52,184.46,27.063
260,0.072222222,180.05,170.3,181.53,184.52,27.043
265,0.073611111,180.08,170.33,181.52,184.57,27.033
270,0.075,180.1,170.33,181.51,184.62,27.028
275,0.076388889,180.07,170.3,181.53,184.54,27.033
280,0.077777778,180.04,170.24,181.55,184.49,27.043
285,0.079166667,180.01,170.21,181.59,184.46,27.052
290,0.080555556,180.05,170.2,181.63,184.46,27.052
295,0.081944444,180.06,170.2,181.71,184.48,27.046
300,0.083333333,180.11,170.18,181.71,184.38,27.046
305,0.084722222,180.1,170.15,181.79,184.37,27.051
310,0.086111111,180.13,170.12,181.89,184.27,27.059
315,0.0875,180.11,170.08,182.05,184.22,27.065
