seconds,hours,Ch1,Ch2,Ch3,Ch4,Temp
0,0,198.11,196.65,193.46,196.64,28.492
2.08,0.000577778,198.12,196.99,193.43,196.42,28.49
4.16,0.001155556,198.33,197.04,193.64,196.57,28.483
6.26,0.001738889,198.33,197.69,193.63,196.62,28.48
8.34,0.002316667,198.41,197.51,193.43,196.84,28.481
10.42,0.002894444,198.4,197.66,193.38,196.82,28.48
12.51,0.003475,198.65,197,193.64,196.79,28.478
14.59,0.004052778,198.85,196.66,193.84,196.8,28.475
16.67,0.004630556,199.04,196.57,194.04,196.73,28.473
18.74,0.005205556,199.02,197.03,194,196.57,28.473
20.83,0.005786111,198.82,197.47,193.77,196.4,28.471
22.91,0.006363889,198.69,197.35,193.59,196.44,28.47
24.98,0.006938889,198.75,197.5,193.2,196.29,28.473
27.06,0.007516667,198.88,197.03,193.24,196.36,28.472
29.16,0.0081,198.97,197.12,193.43,196.55,28.472
31.24,0.008677778,198.9,197.08,193.82,196.8,28.469
33.32,0.009255556,198.93,196.81,193.97,196.71,28.471
35.4,0.009833333,198.8,196.77,193.99,196.44,28.474
37.48,0.010411111,198.59,196.7,193.6,196.43,28.476
39.56,0.010988889,198.46,197.39,193.75,196.59,28.474
41.65,0.011569444,198.69,197.73,193.81,196.75,28.471
43.77,0.012158333,198.85,197.85,193.85,196.65,28.468
45.85,0.012736111,198.88,197.34,193.4,196.57,28.47
47.93,0.013313889,198.6,197.37,193.18,196.52,28.475
50.01,0.013891667,198.51,196.65,193.49,196.67,28.48
52.09,0.014469444,198.45,196.58,193.86,196.57,28.483
54.17,0.015047222,198.67,196.72,193.64,196.59,28.485
56.25,0.015625,198.78,196.61,193.6,196.4,28.486
58.33,0.016202778,198.62,197.21,193.66,196.65,28.485
60.41,0.016780556,198.65,196.82,193.86,196.66,28.482
62.49,0.017358333,198.64,197.39,193.92,196.86,28.481
64.57,0.017936111,198.74,196.73,193.81,196.78,28.48
66.65,0.018513889,198.71,196.54,194,196.89,28.478
68.73,0.019091667,198.64,196.65,194.1,196.81,28.475
