seconds,hours,Ch1,Ch2,Ch3,Ch4,Temp
0,0,188.05,182.58,204.48,202.92,28.427
2.21,0.000613889,188.07,182.59,204.32,203.07,28.423
4.57,0.001269444,188.08,182.61,204.19,203.15,28.42
6.91,0.001919444,188.1,182.62,204.07,203.24,28.415
9.28,0.002577778,188.11,182.63,203.95,203.34,28.411
11.61,0.003225,188.13,182.64,203.8,203.46,28.408
13.96,0.003877778,188.15,182.67,203.65,203.59,28.407
16.32,0.004533333,188.15,182.66,203.47,203.68,28.409
18.67,0.005186111,188.16,182.63,203.27,203.79,28.414
21.03,0.005841667,188.14,182.6,203.05,203.83,28.419
23.39,0.006497222,188.09,182.59,202.86,203.92,28.423
25.73,0.007147222,188.04,182.57,202.69,204.02,28.427
28.08,0.0078,188.01,182.53,202.48,204.13,28.433
30.42,0.00845,188.03,182.51,202.26,204.24,28.437
32.78,0.009105556,188.01,182.5,202.03,204.31,28.441
35.12,0.009755556,188.01,182.5,201.84,204.45,28.441
37.48,0.010411111,188,182.49,201.66,204.55,28.443
39.85,0.011069444,188,182.48,201.49,204.63,28.444
42.21,0.011725,188,182.48,201.3,204.72,28.447
44.57,0.012380556,188,182.49,201.12,204.85,28.447
46.93,0.013036111,188,182.47,200.94,204.99,28.448
49.27,0.013686111,188,182.46,200.77,205.11,28.449
51.65,0.014347222,187.98,182.46,200.58,205.24,28.449
54,0.015,187.97,182.45,200.4,205.32,28.45
56.19,0.015608333,187.97,182.47,200.23,205.43,28.449
58.27,0.016186111,188,182.47,200.07,205.57,28.449
60.34,0.016761111,187.99,182.48,199.93,205.69,28.448
62.41,0.017336111,187.98,182.46,199.78,205.8,28.449
64.49,0.017913889,187.98,182.45,199.67,205.87,28.447
66.55,0.018486111,187.97,182.45,199.52,205.98,28.447
68.63,0.019063889,187.97,182.46,199.43,206.11,28.445
70.7,0.019638889,187.97,182.46,199.33,206.24,28.445
72.77,0.020213889,188.02,182.48,199.26,206.4,28.441
74.85,0.020791667,188,182.46,199.14,206.49,28.443
76.95,0.021375,188,182.46,199.04,206.59,28.444
79.03,0.021952778,187.99,182.43,198.95,206.65,28.447
81.1,0.022527778,188.02,182.44,198.87,206.78,28.445
83.17,0.023102778,188.02,182.44,198.77,206.88,28.443
85.26,0.023683333,188.03,182.45,198.67,206.97,28.442
87.35,0.024263889,188.01,182.44,198.6,207,28.442
89.41,0.024836111,188,182.43,198.47,207.04,28.444
91.49,0.025413889,187.98,182.42,198.3,207.13,28.445
93.56,0.025988889,187.98,182.45,198.12,207.26,28.445
95.63,0.026563889,187.97,182.44,197.92,207.37,28.445
97.7,0.027138889,187.96,182.45,197.74,207.47,28.444
