seconds,hours,Ch1,Ch2,Ch3,Ch4,Temp
0,0,193.27,183.13,174.73,216.64,26.983
5,0.001388889,193.2,183.12,174.7,216.75,26.984
10,0.002777778,193.19,183.13,174.67,216.86,26.983
15,0.004166667,193.09,183.11,174.64,217.02,26.981
20,0.005555556,193.11,183.12,174.64,217.18,26.98
25,0.006944444,193.12,183.09,174.62,217.29,26.981
30,0.008333333,193.17,183.06,174.59,217.38,26.983
35,0.009722222,193.18,183.02,174.54,217.53,26.984
40,0.011111111,193.19,183.01,174.52,217.68,26.985
45,0.0125,193.17,183,174.5,217.81,26.986
50,0.013888889,193.13,183,174.48,217.93,26.987
55,0.015277778,193.06,182.98,174.45,218.07,26.987
60,0.016666667,193.1,182.97,174.41,218.25,26.986
65,0.018055556,193.12,182.93,174.35,218.43,26.987
70,0.019444444,193.12,182.93,174.32,218.62,26.987
75,0.020833333,193.06,182.93,174.3,218.79,26.987
80,0.022222222,193.03,182.95,174.31,218.94,26.986
85,0.023611111,193.03,182.92,174.32,219.13,26.986
90,0.025,193.05,182.9,174.29,219.27,26.986
95,0.026388889,193.03,182.89,174.27,219.42,26.986
100,0.027777778,193.05,182.91,174.22,219.6,26.985
105,0.029166667,193.01,182.91,174.19,219.77,26.984
110,0.030555556,193,182.89,174.16,219.96,26.984
115,0.031944444,193,182.86,174.16,220.11,26.985
120,0.033333333,193.05,182.87,174.14,220.3,26.984
125,0.034722222,193.08,182.84,174.13,220.45,26.985
130,0.036111111,193.07,182.84,174.12,220.63,26.985
135,0.0375,193.09,182.8,174.11,220.79,26.986
140,0.038888889,193.11,182.76,174.07,221,26.987
145,0.040277778,193.15,182.74,174.02,221.18,26.987
150,0.041666667,193.14,182.72,173.99,221.36,26.985
155,0.043055556,193.07,182.72,173.97,221.54,26.985
160,0.044444444,192.98,182.69,173.93,221.75,26.985
165,0.045833333,192.93,182.67,173.88,221.92,26.988
170,0.047222222,193.01,182.66,173.85,222.06,26.987
175,0.048611111,193.07,182.63,173.84,222.25,26.988
180,0.05,193.02,182.6,173.85,222.44,26.987
185,0.051388889,192.98,182.57,173.82,222.64,26.987
190,0.052777778,192.93,182.55,173.82,222.8,26.984
195,0.054166667,193.02,182.48,173.79,222.98,26.984
200,0.055555556,193,182.37,173.81,223.13,26.986
205,0.056944444,192.97,182.24,173.78,223.25,26.99
210,0.058333333,192.98,182.17,173.76,223.38,26.989
215,0.059722222,193.04,182.12,173.7,223.53,26.987
220,0.061111111,193.12,182.12,173.69,223.71,26.984
225,0.0625,193.02,182.11,173.66,223.85,26.985
230,0.063888889,193,182.12,173.68,224,26.985
235,0.065277778,192.98,182.09,173.64,224.16,26.987
240,0.066666667,193.02,182.08,173.62,224.32,26.985
245,0.068055556,193.01,182.02,173.6,224.5,26.985
250,0.069444444,192.94,182.01,173.59,224.66,26.984
255,0.070833333,192.99,181.97,173.6,224.82,26.985
260,0.072222222,193.01,181.98,173.62,224.95,26.983
265,0.073611111,193.01,181.96,173.59,225.06,26.982
270,0.075,192.96,181.93,173.58,225.2,26.981
275,0.076388889,192.9,181.89,173.56,225.34,26.982
280,0.077777778,193.01,181.86,173.53,225.45,26.984
285,0.079166667,193,181.83,173.5,225.59,26.985
290,0.080555556,192.97,181.83,173.45,225.71,26.986
295,0.081944444,192.94,181.82,173.44,225.85,26.986
300,0.083333333,192.97,181.8,173.44,225.97,26.986
305,0.084722222,193.01,181.82,173.43,226.08,26.983
310,0.086111111,192.96,181.81,173.43,226.22,26.981
315,0.0875,192.88,181.83,173.41,226.3,26.98
320,0.088888889,192.87,181.81,173.39,226.42,26.984
325,0.090277778,192.9,181.8,173.39,226.49,26.986
330,0.091666667,192.9,181.77,173.36,226.61,26.986
335,0.093055556,192.86,181.75,173.4,226.7,26.986
340,0.094444444,192.88,181.72,173.39,226.81,26.986
345,0.095833333,192.89,181.71,173.41,226.89,26.986
350,0.097222222,192.98,181.69,173.37,226.99,26.985
355,0.098611111,192.94,181.71,173.35,227.08,26.985
360,0.1,192.92,181.7,173.31,227.2,26.986
365,0.101388889,192.86,181.68,173.3,227.28,26.988
370,0.102777778,192.86,181.66,173.29,227.38,26.987
375,0.104166667,192.91,181.66,173.29,227.49,26.985
380,0.105555556,192.95,181.65,173.27,227.61,26.983
385,0.106944444,192.95,181.64,173.28,227.73,26.982
390,0.108333333,192.94,181.61,173.27,227.82,26.98
395,0.109722222,192.92,181.59,173.32,227.98,26.977
400,0.111111111,192.86,181.56,173.29,228.12,26.975
405,0.1125,192.88,181.54,173.29,228.25,26.976
410,0.113888889,192.84,181.5,173.24,228.34,26.979
415,0.115277778,192.86,181.47,173.2,228.46,26.98
420,0.116666667,192.82,181.44,173.23,228.71,26.981
425,0.118055556,192.83,181.41,173.24,228.94,26.98
430,0.119444444,192.83,181.39,173.25,229.18,26.981
435,0.120833333,192.83,181.37,173.25,229.38,26.981
440,0.122222222,192.83,181.34,173.26,229.64,26.981
445,0.123611111,192.85,181.3,173.23,229.91,26.982
450,0.125,192.85,181.24,173.2,230.1,26.982
455,0.126388889,192.88,181.22,173.19,230.37,26.982
460,0.127777778,192.9,181.21,173.18,230.45,26.981
465,0.129166667,192.91,181.19,173.18,230.7,26.982
470,0.130555556,192.84,181.14,173.15,231.12,26.984
475,0.131944444,192.81,181.09,173.17,231.95,26.983
480,0.133333333,192.79,181.05,173.13,232.69,26.982
485,0.134722222,192.8,181.01,173.13,233.07,26.981
490,0.136111111,192.8,180.97,173.11,233.19,26.982
495,0.1375,192.83,180.97,173.12,232.97,26.981
500,0.138888889,192.86,180.96,173.09,232.6,26.982
505,0.140277778,192.82,180.95,173.08,232.1,26.982
510,0.141666667,192.81,180.9,173.06,231.77,26.984
515,0.143055556,192.79,180.87,173.07,231.46,26.983
520,0.144444444,192.82,180.87,173.03,231.16,26.982
525,0.145833333,192.87,180.89,173.01,230.81,26.979
530,0.147222222,192.87,180.87,172.98,230.34,26.981
535,0.148611111,192.85,180.86,172.98,229.71,26.98
540,0.15,192.78,180.83,172.97,228.99,26.982
545,0.151388889,192.79,180.83,172.96,228.36,26.98
550,0.152777778,192.81,180.82,172.94,227.74,26.981
555,0.154166667,192.78,180.83,172.94,227.1,26.98
560,0.155555556,192.78,180.82,172.92,226.44,26.979
565,0.156944444,192.78,180.8,172.92,225.85,26.98
570,0.158333333,192.8,180.78,172.88,225.39,26.981
575,0.159722222,192.77,180.77,172.89,225,26.981
580,0.161111111,192.75,180.77,172.85,224.67,26.98
585,0.1625,192.75,180.78,172.87,224.33,26.977
590,0.163888889,192.78,180.79,172.83,224.02,26.975
595,0.165277778,192.79,180.78,172.81,223.77,26.972
600,0.166666667,192.77,180.78,172.78,223.5,26.97
605,0.168055556,192.73,180.76,172.74,223.29,26.97
610,0.169444444,192.72,180.74,172.72,223.07,26.972
615,0.170833333,192.73,180.7,172.68,222.94,26.973
620,0.172222222,192.75,180.68,172.62,222.79,26.975
625,0.173611111,192.73,180.67,172.55,222.61,26.978
630,0.175,192.75,180.66,172.51,222.47,26.978
635,0.176388889,192.77,180.67,172.5,222.32,26.977
640,0.177777778,192.8,180.67,172.48,222.22,26.974
645,0.179166667,192.78,180.66,172.43,222.12,26.975
650,0.180555556,192.77,180.65,172.38,222,26.977
655,0.181944444,192.71,180.65,172.33,221.95,26.978
660,0.183333333,192.68,180.65,172.29,221.93,26.977
665,0.184722222,192.64,180.61,172.25,222.03,26.977
670,0.186111111,192.65,180.61,172.19,222.14,26.978
675,0.1875,192.61,180.6,172.15,222.34,26.979
680,0.188888889,192.61,180.62,172.12,222.51,26.979
685,0.190277778,192.62,180.61,172.12,222.7,26.977
690,0.191666667,192.66,180.61,172.09,222.79,26.975
695,0.193055556,192.65,180.59,172.05,222.88,26.975
700,0.194444444,192.67,180.6,172,222.98,26.974
705,0.195833333,192.62,180.56,171.97,223.08,26.978
710,0.197222222,192.62,180.54,171.92,223.17,26.979
715,0.198611111,192.51,180.51,171.9,223.26,26.982
720,0.2,192.56,180.5,171.9,223.35,26.979
725,0.201388889,192.59,180.5,171.9,223.49,26.978
730,0.202777778,192.66,180.5,171.87,223.82,26.976
735,0.204166667,192.64,180.54,171.84,224.27,26.978
740,0.205555556,192.64,180.55,171.81,224.72,26.978
745,0.206944444,192.61,180.57,171.78,225.01,26.978
750,0.208333333,192.6,180.6,171.76,225.22,26.974
755,0.209722222,192.57,180.62,171.71,225.45,26.972
760,0.211111111,192.6,180.62,171.68,225.65,26.968
765,0.2125,192.62,180.6,171.63,225.83,26.968
770,0.213888889,192.63,180.58,171.6,225.94,26.969
775,0.215277778,192.62,180.58,171.55,226.06,26.97
780,0.216666667,192.58,180.58,171.53,226.13,26.972
785,0.218055556,192.57,180.55,171.5,226.31,26.973
790,0.219444444,192.54,180.53,171.49,226.48,26.978
795,0.220833333,192.6,180.49,171.46,226.62,26.979
800,0.222222222,192.61,180.51,171.47,226.71,26.978
805,0.223611111,192.65,180.51,171.48,226.77,26.976
810,0.225,192.57,180.53,171.46,226.87,26.978
815,0.226388889,192.6,180.52,171.43,226.99,26.978
820,0.227777778,192.63,180.52,171.38,227.2,26.978
825,0.229166667,192.72,180.53,171.36,227.36,26.974
830,0.230555556,192.69,180.53,171.37,227.54,26.975
835,0.231944444,192.7,180.52,171.39,227.59,26.974
840,0.233333333,192.68,180.5,171.35,227.71,26.974
845,0.234722222,192.65,180.49,171.33,227.75,26.974
850,0.236111111,192.58,180.51,171.31,227.86,26.975
855,0.2375,192.5,180.53,171.33,227.94,26.974
860,0.238888889,192.49,180.51,171.34,228.02,26.975
865,0.240277778,192.5,180.5,171.29,228.12,26.975
870,0.241666667,192.5,180.48,171.26,228.22,26.977
875,0.243055556,192.44,180.5,171.24,228.35,26.976
880,0.244444444,192.38,180.48,171.26,228.47,26.977
885,0.245833333,192.44,180.48,171.26,228.57,26.977
890,0.247222222,192.45,180.47,171.22,228.67,26.977
895,0.248611111,192.42,180.5,171.21,228.74,26.977
900,0.25,192.39,180.5,171.18,228.89,26.978
905,0.251388889,192.38,180.49,171.2,229,26.978
910,0.252777778,192.41,180.48,171.23,229.12,26.976
915,0.254166667,192.38,180.47,171.22,229.17,26.975
920,0.255555556,192.4,180.48,171.18,229.23,26.976
925,0.256944444,192.38,180.45,171.14,229.36,26.981
930,0.258333333,192.37,180.46,171.12,229.51,26.981
935,0.259722222,192.44,180.45,171.13,229.64,26.98
940,0.261111111,192.45,180.45,171.12,229.7,26.979
945,0.2625,192.42,180.43,171.16,229.72,26.981
950,0.263888889,192.36,180.41,171.16,229.87,26.983
955,0.265277778,192.37,180.42,171.15,230.03,26.981
960,0.266666667,192.46,180.41,171.11,230.21,26.98
965,0.268055556,192.48,180.44,171.09,230.29,26.978
970,0.269444444,192.51,180.41,171.09,230.37,26.979
975,0.270833333,192.5,180.41,171.12,230.45,26.978
980,0.272222222,192.47,180.43,171.09,230.58,26.976
985,0.273611111,192.46,180.44,171.06,230.68,26.976
990,0.275,192.4,180.44,171.04,230.82,26.976
995,0.276388889,192.38,180.41,171.06,230.92,26.977
1000,0.277777778,192.29,180.41,171.09,231.06,26.975
1005,0.279166667,192.26,180.43,171.06,231.14,26.977
1010,0.280555556,192.28,180.43,171.03,231.27,26.978
1015,0.281944444,192.37,180.41,171,231.43,26.98
1020,0.283333333,192.38,180.4,171.04,231.61,26.977
1025,0.284722222,192.34,180.39,171.01,231.69,26.978
1030,0.286111111,192.33,180.4,170.99,231.7,26.976
1035,0.2875,192.38,180.42,170.96,231.72,26.976
1040,0.288888889,192.44,180.44,170.97,231.78,26.975
1045,0.290277778,192.45,180.44,170.97,231.88,26.975
1050,0.291666667,192.37,180.42,170.95,231.98,26.977
1055,0.293055556,192.29,180.4,170.94,232.11,26.977
1060,0.294444444,192.28,180.37,170.94,232.28,26.978
1065,0.295833333,192.4,180.39,170.95,232.38,26.977
1070,0.297222222,192.49,180.4,170.95,232.44,26.977
1075,0.298611111,192.46,180.42,170.92,232.55,26.976
1080,0.3,192.44,180.41,170.9,232.67,26.975
