sconds,hours,Ch1,Ch3,Ch4,Temp
13825,3.840277778,187.97,174.41,178.28,26.785
13830,3.841666667,188.01,174.41,178.29,26.783
13835,3.843055556,188.02,174.43,178.28,26.778
13840,3.844444444,188.04,174.4,178.28,26.778
13845,3.845833333,188.05,174.42,178.28,26.776
13850,3.847222222,188.05,174.38,178.28,26.775
13855,3.848611111,188.02,174.38,178.26,26.775
13860,3.85,187.98,174.35,178.24,26.774
13865,3.851388889,187.96,174.35,178.23,26.774
13870,3.852777778,187.99,174.39,178.22,26.773
13875,3.854166667,187.99,174.37,178.22,26.774
13880,3.855555556,188,174.41,178.2,26.776
13885,3.856944444,187.99,174.37,178.22,26.778
13890,3.858333333,187.96,174.38,178.2,26.782
13895,3.859722222,187.94,174.31,178.18,26.785
13900,3.861111111,187.95,174.31,178.15,26.788
13905,3.8625,187.92,174.29,178.1,26.792
13910,3.863888889,187.88,174.31,178.1,26.797
13915,3.865277778,187.84,174.31,178.1,26.8
13920,3.866666667,187.85,174.29,178.09,26.804
13925,3.868055556,187.86,174.24,178.07,26.808
13930,3.869444444,187.81,174.21,178.04,26.81
13935,3.870833333,187.83,174.19,178.05,26.808
13940,3.872222222,187.81,174.19,178.06,26.805
13945,3.873611111,187.85,174.19,178.08,26.801
13950,3.875,187.83,174.22,178.08,26.8
13955,3.876388889,187.85,174.22,178.06,26.797
13960,3.877777778,187.83,174.21,178.05,26.797
13965,3.879166667,187.84,174.21,178.05,26.797
13970,3.880555556,187.8,174.23,178.04,26.798
13975,3.881944444,187.82,174.21,178.03,26.796
13980,3.883333333,187.79,174.22,178.03,26.794
13985,3.884722222,187.8,174.2,178.05,26.792
13990,3.886111111,187.8,174.21,178.07,26.79
13995,3.8875,187.84,174.19,178.06,26.789
14000,3.888888889,187.82,174.17,178.08,26.786
14005,3.890277778,187.79,174.14,178.07,26.785
14010,3.891666667,187.78,174.16,178.08,26.782
14015,3.893055556,187.82,174.19,178.09,26.78
14020,3.894444444,187.81,174.2,178.06,26.78
14025,3.895833333,187.78,174.2,178.06,26.78
14030,3.897222222,187.75,174.19,178.03,26.781
14035,3.898611111,187.76,174.21,178.05,26.78
14040,3.9,187.75,174.18,178.05,26.78
14045,3.901388889,187.78,174.18,178.08,26.777
14050,3.902777778,187.84,174.18,178.08,26.775
14055,3.904166667,187.87,174.19,178.09,26.772
14060,3.905555556,187.83,174.19,178.09,26.772
14065,3.906944444,187.75,174.16,178.12,26.773
14070,3.908333333,187.73,174.15,178.1,26.773
14075,3.909722222,187.8,174.14,178.08,26.772
14080,3.911111111,187.81,174.15,178.06,26.772
14085,3.9125,187.82,174.12,178.1,26.772
14090,3.913888889,187.75,174.12,178.11,26.773
14095,3.915277778,187.78,174.11,178.09,26.771
14100,3.916666667,187.76,174.08,178.08,26.771
14105,3.918055556,187.79,174.06,178.08,26.77
14110,3.919444444,187.77,174.03,178.11,26.77
14115,3.920833333,187.76,174.04,178.13,26.768
14120,3.922222222,187.73,174.05,178.16,26.765
14125,3.923611111,187.71,174.04,178.18,26.763
14130,3.925,187.74,174.01,178.17,26.764
14135,3.926388889,187.74,174,178.18,26.766
14140,3.927777778,187.8,174.01,178.19,26.768
14145,3.929166667,187.78,174.02,178.22,26.767
14150,3.930555556,187.76,173.97,178.22,26.77
14155,3.931944444,187.73,173.93,178.22,26.77
14160,3.933333333,187.7,173.9,178.22,26.771
14165,3.934722222,187.7,173.88,178.2,26.772
14170,3.936111111,187.72,173.86,178.21,26.774
14175,3.9375,187.74,173.82,178.22,26.775
14180,3.938888889,187.7,173.78,178.23,26.778
14185,3.940277778,187.64,173.73,178.24,26.778
14190,3.941666667,187.62,173.73,178.25,26.777
14195,3.943055556,187.63,173.73,178.27,26.774
14200,3.944444444,187.65,173.7,178.27,26.772
14205,3.945833333,187.62,173.67,178.25,26.774
14210,3.947222222,187.61,173.65,178.27,26.773
14215,3.948611111,187.61,173.63,178.29,26.772
14220,3.95,187.64,173.59,178.35,26.768
14225,3.951388889,187.68,173.53,178.37,26.765
14230,3.952777778,187.67,173.5,178.39,26.764
14235,3.954166667,187.66,173.47,178.39,26.763
14240,3.955555556,187.69,173.45,178.38,26.764
14245,3.956944444,187.66,173.41,178.38,26.765
14250,3.958333333,187.66,173.36,178.38,26.767
14255,3.959722222,187.62,173.28,178.39,26.771
14260,3.961111111,187.64,173.21,178.39,26.775
14265,3.9625,187.62,173.15,178.37,26.779
14270,3.963888889,187.59,173.15,178.37,26.782
14275,3.965277778,187.54,173.1,178.35,26.784
14280,3.966666667,187.51,173.07,178.34,26.786
14285,3.968055556,187.51,173.03,178.36,26.786
14290,3.969444444,187.53,173,178.38,26.785
14295,3.970833333,187.51,172.97,178.4,26.784
14300,3.972222222,187.52,172.93,178.38,26.785
14305,3.973611111,187.48,172.89,178.36,26.785
14310,3.975,187.49,172.86,178.38,26.785
14315,3.976388889,187.45,172.86,178.41,26.782
14320,3.977777778,187.47,172.83,178.42,26.781
14325,3.979166667,187.46,172.8,178.39,26.781
14330,3.980555556,187.47,172.77,178.39,26.783
14335,3.981944444,187.45,172.75,178.37,26.784
14340,3.983333333,187.48,172.72,178.36,26.785
14345,3.984722222,187.47,172.71,178.34,26.783
14350,3.986111111,187.47,172.68,178.34,26.783
14355,3.9875,187.47,172.67,178.33,26.783
14360,3.988888889,187.47,172.63,178.31,26.784
14365,3.990277778,187.45,172.61,178.31,26.784
14370,3.991666667,187.45,172.57,178.31,26.785
14375,3.993055556,187.48,172.54,178.31,26.785
14380,3.994444444,187.48,172.53,178.3,26.784
14385,3.995833333,187.41,172.51,178.29,26.782
14390,3.997222222,187.39,172.53,178.29,26.779
14395,3.998611111,187.36,172.51,178.27,26.78
14400,4,187.39,172.47,178.26,26.779
14405,4.001388889,187.35,172.43,178.25,26.78
14410,4.002777778,187.36,172.39,178.22,26.78
14415,4.004166667,187.39,172.37,178.22,26.779
14420,4.005555556,187.41,172.36,178.22,26.779
14425,4.006944444,187.4,172.37,178.25,26.774
14430,4.008333333,187.44,172.38,178.24,26.774
14435,4.009722222,187.45,172.39,178.22,26.772
14440,4.011111111,187.51,172.37,178.19,26.772
14445,4.0125,187.48,172.35,178.21,26.77
14450,4.013888889,187.49,172.34,178.2,26.769
14455,4.015277778,187.48,172.36,178.2,26.766
14460,4.016666667,187.5,172.36,178.17,26.763
14465,4.018055556,187.5,172.34,178.17,26.759
14470,4.019444444,187.48,172.31,178.15,26.76
14475,4.020833333,187.43,172.29,178.13,26.764
14480,4.022222222,187.44,172.28,178.11,26.765
14485,4.023611111,187.41,172.27,178.11,26.765
14490,4.025,187.45,172.25,178.09,26.764
14495,4.026388889,187.4,172.22,178.04,26.768
14500,4.027777778,187.43,172.2,178.01,26.77
14505,4.029166667,187.39,172.19,177.96,26.774
14510,4.030555556,187.38,172.19,177.93,26.778
14515,4.031944444,187.35,172.19,177.91,26.78
14520,4.033333333,187.35,172.16,177.86,26.783
14525,4.034722222,187.32,172.15,177.83,26.784
14530,4.036111111,187.31,172.12,177.8,26.786
14535,4.0375,187.26,172.13,177.79,26.786
14540,4.038888889,187.26,172.11,177.76,26.786
14545,4.040277778,187.23,172.11,177.75,26.786
14550,4.041666667,187.27,172.1,177.73,26.787
14555,4.043055556,187.27,172.1,177.7,26.79
14560,4.044444444,187.25,172.06,177.66,26.794
14565,4.045833333,187.21,172.03,177.63,26.797
14570,4.047222222,187.21,172,177.62,26.8
14575,4.048611111,187.19,171.98,177.6,26.799
14580,4.05,187.22,171.99,177.58,26.797
14585,4.051388889,187.23,172,177.59,26.791
14590,4.052777778,187.3,172.01,177.58,26.787
14595,4.054166667,187.27,172,177.55,26.787
14600,4.055555556,187.26,171.99,177.53,26.788
14605,4.056944444,187.22,171.98,177.51,26.79
14610,4.058333333,187.22,171.96,177.49,26.789
14615,4.059722222,187.19,171.96,177.45,26.789
14620,4.061111111,187.22,171.94,177.43,26.788
14625,4.0625,187.22,171.92,177.4,26.79
14630,4.063888889,187.27,171.9,177.39,26.789
14635,4.065277778,187.21,171.89,177.38,26.789
14640,4.066666667,187.19,171.89,177.35,26.788
14645,4.068055556,187.16,171.87,177.31,26.789
14650,4.069444444,187.22,171.88,177.32,26.786
14655,4.070833333,187.2,171.87,177.33,26.785
14660,4.072222222,187.2,171.86,177.35,26.783
14665,4.073611111,187.18,171.86,177.32,26.782
14670,4.075,187.21,171.87,177.31,26.778
14675,4.076388889,187.25,171.87,177.29,26.776
14680,4.077777778,187.26,171.86,177.31,26.773
14685,4.079166667,187.28,171.86,177.3,26.772
14690,4.080555556,187.27,171.86,177.28,26.773
14695,4.081944444,187.29,171.84,177.26,26.773
14700,4.083333333,187.27,171.83,177.24,26.772
14705,4.084722222,187.29,171.82,177.23,26.768
14710,4.086111111,187.26,171.82,177.22,26.768
14715,4.0875,187.23,171.8,177.22,26.771
14720,4.088888889,187.19,171.79,177.21,26.772
14725,4.090277778,187.16,171.77,177.18,26.771
14730,4.091666667,187.19,171.77,177.14,26.771
14735,4.093055556,187.19,171.74,177.11,26.774
14740,4.094444444,187.19,171.7,177.07,26.78
14745,4.095833333,187.13,171.67,177.04,26.786
14750,4.097222222,187.07,171.64,177.01,26.79
14755,4.098611111,187.04,171.61,176.98,26.795
14760,4.1,187.04,171.58,176.94,26.796
14765,4.101388889,187.05,171.56,176.9,26.799
14770,4.102777778,187.03,171.56,176.92,26.797
14775,4.104166667,187.06,171.54,176.94,26.798
14780,4.105555556,187.03,171.52,176.93,26.795
14785,4.106944444,187.06,171.52,176.89,26.794
14790,4.108333333,187.03,171.53,176.88,26.788
14795,4.109722222,187.08,171.54,176.9,26.784
14800,4.111111111,187.09,171.54,176.88,26.78
14805,4.1125,187.09,171.53,176.85,26.78
14810,4.113888889,187.12,171.55,176.84,26.776
14815,4.115277778,187.14,171.54,176.86,26.772
14820,4.116666667,187.17,171.53,176.86,26.768
14825,4.118055556,187.16,171.51,176.84,26.769
14830,4.119444444,187.17,171.51,176.83,26.766
14835,4.120833333,187.16,171.51,176.83,26.765
14840,4.122222222,187.17,171.51,176.83,26.761
14845,4.123611111,187.16,171.49,176.8,26.762
14850,4.125,187.16,171.47,176.81,26.759
14855,4.126388889,187.15,171.47,176.8,26.759
14860,4.127777778,187.13,171.47,176.79,26.758
14865,4.129166667,187.15,171.46,176.75,26.76
14870,4.130555556,187.16,171.43,176.74,26.759
14875,4.131944444,187.15,171.42,176.73,26.758
14880,4.133333333,187.11,171.41,176.72,26.758
14885,4.134722222,187.08,171.4,176.69,26.758
14890,4.136111111,187.05,171.4,176.67,26.758
14895,4.1375,187.1,171.39,176.65,26.758
14900,4.138888889,187.1,171.39,176.63,26.759
14905,4.140277778,187.12,171.36,176.6,26.758
14910,4.141666667,187.12,171.35,176.58,26.758
14915,4.143055556,187.12,171.34,176.57,26.758
14920,4.144444444,187.13,171.34,176.55,26.759
14925,4.145833333,187.08,171.33,176.55,26.761
14930,4.147222222,187.07,171.32,176.53,26.761
14935,4.148611111,187.03,171.29,176.51,26.762
14940,4.15,187.02,171.27,176.5,26.763
14945,4.151388889,187.02,171.24,176.47,26.764
14950,4.152777778,187.02,171.21,176.43,26.766
14955,4.154166667,186.99,171.17,176.37,26.769
14960,4.155555556,187.01,171.14,176.36,26.771
14965,4.156944444,187,171.14,176.33,26.772
14970,4.158333333,187,171.13,176.32,26.771
14975,4.159722222,186.99,171.1,176.29,26.772
14980,4.161111111,186.99,171.07,176.28,26.772
14985,4.1625,187.02,171.05,176.27,26.771
14990,4.163888889,187,171.05,176.26,26.77
14995,4.165277778,186.99,171.01,176.24,26.77
15000,4.166666667,186.96,170.99,176.23,26.77
15005,4.168055556,186.95,170.98,176.19,26.767
15010,4.169444444,186.91,170.98,176.16,26.767
15015,4.170833333,186.9,170.96,176.11,26.767
15020,4.172222222,186.9,170.93,176.09,26.767
15025,4.173611111,186.93,170.9,176.06,26.769
15030,4.175,186.94,170.85,176,26.774
15035,4.176388889,186.95,170.81,176.01,26.778
15040,4.177777778,186.91,170.77,176,26.778
15045,4.179166667,186.85,170.76,175.98,26.777
15050,4.180555556,186.83,170.7,175.94,26.78
15055,4.181944444,186.83,170.7,175.94,26.779
15060,4.183333333,186.86,170.68,175.93,26.778
15065,4.184722222,186.87,170.67,175.9,26.775
15070,4.186111111,186.87,170.63,175.85,26.777
15075,4.1875,186.91,170.61,175.82,26.778
15080,4.188888889,186.89,170.57,175.79,26.78
15085,4.190277778,186.93,170.57,175.79,26.779
15090,4.191666667,186.9,170.56,175.77,26.778
15095,4.193055556,186.89,170.58,175.75,26.773
15100,4.194444444,186.92,170.56,175.72,26.771
15105,4.195833333,186.95,170.55,175.69,26.767
15110,4.197222222,186.92,170.52,175.66,26.766
15115,4.198611111,186.88,170.52,175.66,26.765
15120,4.2,186.87,170.51,175.68,26.763
15125,4.201388889,186.89,170.5,175.69,26.763
15130,4.202777778,186.84,170.47,175.64,26.766
15135,4.204166667,186.79,170.43,175.56,26.771
15140,4.205555556,186.77,170.42,175.47,26.776
15145,4.206944444,186.77,170.4,175.42,26.779
15150,4.208333333,186.75,170.37,175.41,26.785
15155,4.209722222,186.74,170.34,175.37,26.789
15160,4.211111111,186.7,170.31,175.32,26.793
15165,4.2125,186.73,170.28,175.28,26.797
15170,4.213888889,186.68,170.26,175.28,26.798
15175,4.215277778,186.7,170.24,175.27,26.801
15180,4.216666667,186.68,170.21,175.25,26.804
15185,4.218055556,186.69,170.19,175.18,26.807
15190,4.219444444,186.68,170.2,175.14,26.803
15195,4.220833333,186.69,170.21,175.14,26.799
15200,4.222222222,186.69,170.21,175.16,26.794
15205,4.223611111,186.69,170.21,175.19,26.791
15210,4.225,186.68,170.21,175.13,26.79
15215,4.226388889,186.68,170.21,175.06,26.791
15220,4.227777778,186.72,170.21,175.03,26.79
15225,4.229166667,186.72,170.21,175.01,26.785
15230,4.230555556,186.75,170.19,175.02,26.783
15235,4.231944444,186.71,170.17,175,26.783
15240,4.233333333,186.7,170.16,174.98,26.787
15245,4.234722222,186.62,170.13,174.91,26.791
15250,4.236111111,186.58,170.09,174.83,26.796
15255,4.2375,186.54,170.04,174.75,26.801
15260,4.238888889,186.52,170.02,174.71,26.807
15265,4.240277778,186.51,169.99,174.67,26.815
15270,4.241666667,186.48,169.98,174.69,26.818
15275,4.243055556,186.5,169.95,174.67,26.818
15280,4.244444444,186.55,169.97,174.68,26.811
15285,4.245833333,186.61,169.97,174.64,26.807
15290,4.247222222,186.62,170.01,174.66,26.799
15295,4.248611111,186.6,170.02,174.65,26.795
15300,4.25,186.58,170.04,174.64,26.789
15305,4.251388889,186.64,170.07,174.61,26.784
15310,4.252777778,186.68,170.1,174.6,26.776
15315,4.254166667,186.73,170.13,174.62,26.769
15320,4.255555556,186.73,170.12,174.62,26.764
15325,4.256944444,186.75,170.13,174.61,26.761
15330,4.258333333,186.74,170.13,174.59,26.757
15335,4.259722222,186.72,170.13,174.58,26.756
15340,4.261111111,186.69,170.13,174.56,26.755
15345,4.2625,186.7,170.11,174.53,26.757
15350,4.263888889,186.69,170.09,174.49,26.759
15355,4.265277778,186.7,170.06,174.43,26.763
15360,4.266666667,186.7,170.07,174.42,26.765
15365,4.268055556,186.69,170.06,174.39,26.769
15370,4.269444444,186.67,170.06,174.39,26.77
15375,4.270833333,186.66,170.04,174.35,26.772
15380,4.272222222,186.62,170.05,174.36,26.771
15385,4.273611111,186.59,170.04,174.33,26.774
15390,4.275,186.57,170.05,174.3,26.777
15395,4.276388889,186.57,170.04,174.25,26.781
15400,4.277777778,186.57,170.04,174.23,26.783
15405,4.279166667,186.55,170.03,174.24,26.785
15410,4.280555556,186.51,169.99,174.23,26.789
15415,4.281944444,186.48,169.98,174.21,26.791
15420,4.283333333,186.45,169.98,174.19,26.793
15425,4.284722222,186.47,170,174.19,26.791
15430,4.286111111,186.51,170.02,174.19,26.789
15435,4.2875,186.55,170.01,174.19,26.785
15440,4.288888889,186.53,170.03,174.15,26.785
15445,4.290277778,186.52,170.02,174.13,26.785
15450,4.291666667,186.5,170.02,174.11,26.787
15455,4.293055556,186.51,170.01,174.12,26.787
15460,4.294444444,186.48,170.01,174.11,26.786
15465,4.295833333,186.46,170,174.12,26.785
15470,4.297222222,186.44,169.99,174.08,26.784
15475,4.298611111,186.46,170,174.04,26.79
15480,4.3,186.45,169.99,174,26.793
15485,4.301388889,186.48,170.01,174.01,26.797
15490,4.302777778,186.46,170.01,174.04,26.793
15495,4.304166667,186.42,170.04,174.03,26.793
15500,4.305555556,186.39,170.05,174.02,26.79
15505,4.306944444,186.4,170.03,174,26.789
15510,4.308333333,186.45,170,174.01,26.789
15515,4.309722222,186.47,169.98,173.99,26.792
15520,4.311111111,186.43,169.99,173.99,26.793
15525,4.3125,186.41,169.99,173.97,26.793
15530,4.313888889,186.37,169.99,173.98,26.791
15535,4.315277778,186.43,170.02,173.96,26.789
15540,4.316666667,186.42,170.01,173.96,26.792
15545,4.318055556,186.42,170.02,173.94,26.794
15550,4.319444444,186.42,169.98,173.93,26.799
15555,4.320833333,186.41,169.97,173.93,26.798
15560,4.322222222,186.4,169.94,173.91,26.803
15565,4.323611111,186.31,169.92,173.92,26.804
15570,4.325,186.28,169.92,173.91,26.807
15575,4.326388889,186.3,169.92,173.93,26.804
15580,4.327777778,186.34,169.9,173.92,26.804
15585,4.329166667,186.35,169.89,173.92,26.804
15590,4.330555556,186.35,169.89,173.93,26.802
15595,4.331944444,186.35,169.92,173.95,26.8
15600,4.333333333,186.34,169.92,173.97,26.797
15605,4.334722222,186.33,169.91,173.98,26.795
15610,4.336111111,186.34,169.92,173.97,26.791
15615,4.3375,186.33,169.93,174,26.789
15620,4.338888889,186.33,169.97,174.05,26.784
15625,4.340277778,186.29,169.95,174.09,26.785
15630,4.341666667,186.29,169.95,174.11,26.785
15635,4.343055556,186.31,169.92,174.1,26.785
15640,4.344444444,186.36,169.9,174.09,26.784
15645,4.345833333,186.35,169.89,174.08,26.784
15650,4.347222222,186.34,169.89,174.07,26.789
15655,4.348611111,186.3,169.87,174.06,26.79
15660,4.35,186.34,169.84,174.05,26.791
15665,4.351388889,186.35,169.8,174.07,26.79
15670,4.352777778,186.36,169.78,174.08,26.79
15675,4.354166667,186.32,169.77,174.08,26.79
15680,4.355555556,186.3,169.76,174.1,26.787
15685,4.356944444,186.28,169.75,174.12,26.788
15690,4.358333333,186.3,169.73,174.14,26.786
15695,4.359722222,186.29,169.74,174.15,26.785
15700,4.361111111,186.29,169.75,174.17,26.779
15705,4.3625,186.26,169.75,174.14,26.779
15710,4.363888889,186.26,169.71,174.13,26.779
15715,4.365277778,186.27,169.67,174.11,26.781
15720,4.366666667,186.29,169.63,174.14,26.783
15725,4.368055556,186.26,169.6,174.12,26.786
15730,4.369444444,186.22,169.57,174.09,26.787
15735,4.370833333,186.2,169.55,174.07,26.788
15740,4.372222222,186.2,169.52,174.08,26.791
15745,4.373611111,186.21,169.46,174.05,26.797
15750,4.375,186.22,169.43,174.02,26.8
15755,4.376388889,186.21,169.37,174.01,26.8
15760,4.377777778,186.22,169.36,174.01,26.795
15765,4.379166667,186.22,169.35,174.06,26.789
15770,4.380555556,186.24,169.35,174.09,26.784
15775,4.381944444,186.21,169.32,174.09,26.785
15780,4.383333333,186.16,169.28,174.03,26.789
15785,4.384722222,186.16,169.24,174,26.792
15790,4.386111111,186.18,169.22,173.98,26.795
15795,4.3875,186.2,169.2,174.01,26.796
15800,4.388888889,186.18,169.18,174,26.798
15805,4.390277778,186.16,169.14,174,26.8
15810,4.391666667,186.12,169.08,173.97,26.8
15815,4.393055556,186.12,169.05,173.93,26.8
15820,4.394444444,186.08,169.01,173.9,26.799
15825,4.395833333,186.06,169,173.88,26.8
15830,4.397222222,186.06,168.99,173.89,26.798
15835,4.398611111,186.05,168.97,173.89,26.797
15840,4.4,186.06,168.98,173.89,26.793
15845,4.401388889,186.06,168.99,173.91,26.788
15850,4.402777778,186.08,169,173.93,26.783
15855,4.404166667,186.12,168.97,173.94,26.779
15860,4.405555556,186.1,168.94,173.93,26.779
15865,4.406944444,186.12,168.92,173.93,26.779
15870,4.408333333,186.1,168.9,173.91,26.777
15875,4.409722222,186.1,168.88,173.88,26.777
15880,4.411111111,186.1,168.87,173.86,26.777
15885,4.4125,186.09,168.87,173.82,26.777
15890,4.413888889,186.09,168.87,173.82,26.776
15895,4.415277778,186.04,168.85,173.79,26.777
15900,4.416666667,186.05,168.82,173.78,26.778
15905,4.418055556,186.07,168.79,173.75,26.781
15910,4.419444444,186.11,168.76,173.74,26.781
15915,4.420833333,186.06,168.76,173.72,26.78
15920,4.422222222,186.03,168.74,173.71,26.783
15925,4.423611111,186,168.71,173.67,26.788
15930,4.425,186.03,168.67,173.63,26.793
15935,4.426388889,185.99,168.67,173.59,26.793
15940,4.427777778,185.97,168.68,173.59,26.792
15945,4.429166667,185.93,168.68,173.57,26.792
15950,4.430555556,185.97,168.68,173.57,26.791
15955,4.431944444,185.97,168.67,173.56,26.791
15960,4.433333333,185.95,168.7,173.57,26.788
15965,4.434722222,185.94,168.7,173.57,26.787
15970,4.436111111,185.93,168.71,173.57,26.784
15975,4.4375,185.93,168.7,173.54,26.787
15980,4.438888889,185.92,168.68,173.51,26.789
15985,4.440277778,185.9,168.66,173.46,26.793
15990,4.441666667,185.86,168.62,173.42,26.799
15995,4.443055556,185.84,168.6,173.36,26.805
16000,4.444444444,185.79,168.57,173.32,26.81
16005,4.445833333,185.81,168.58,173.32,26.81
16010,4.447222222,185.78,168.58,173.31,26.81
16015,4.448611111,185.81,168.62,173.31,26.807
16020,4.45,185.81,168.61,173.29,26.806
16025,4.451388889,185.8,168.61,173.31,26.804
16030,4.452777778,185.8,168.59,173.3,26.806
16035,4.454166667,185.78,168.58,173.26,26.809
16040,4.455555556,185.78,168.62,173.22,26.807
16045,4.456944444,185.78,168.64,173.21,26.801
16050,4.458333333,185.79,168.68,173.24,26.793
16055,4.459722222,185.8,168.69,173.24,26.791
16060,4.461111111,185.77,168.69,173.2,26.792
16065,4.4625,185.74,168.7,173.17,26.793
16070,4.463888889,185.73,168.67,173.13,26.798
16075,4.465277778,185.71,168.64,173.1,26.803
16080,4.466666667,185.71,168.62,173.07,26.805
16085,4.468055556,185.71,168.65,173.07,26.801
16090,4.469444444,185.75,168.68,173.06,26.796
16095,4.470833333,185.76,168.69,173.06,26.791
16100,4.472222222,185.77,168.72,173.03,26.786
16105,4.473611111,185.77,168.73,173.01,26.784
16110,4.475,185.77,168.74,172.97,26.784
16115,4.476388889,185.7,168.7,172.93,26.79
16120,4.477777778,185.67,168.66,172.89,26.794
16125,4.479166667,185.65,168.63,172.84,26.799
16130,4.480555556,185.65,168.62,172.81,26.804
16135,4.481944444,185.65,168.6,172.75,26.812
16140,4.483333333,185.6,168.55,172.67,26.822
16145,4.484722222,185.57,168.52,172.62,26.827
16150,4.486111111,185.52,168.51,172.6,26.827
16155,4.4875,185.59,168.56,172.63,26.814
16160,4.488888889,185.68,168.63,172.67,26.794
16165,4.490277778,185.8,168.71,172.72,26.777
16170,4.491666667,185.83,168.76,172.75,26.765
16175,4.493055556,185.83,168.78,172.76,26.76
16180,4.494444444,185.82,168.78,172.74,26.756
16185,4.495833333,185.81,168.78,172.7,26.759
16190,4.497222222,185.79,168.75,172.65,26.762
16195,4.498611111,185.76,168.72,172.59,26.771
16200,4.5,185.72,168.68,172.55,26.777
16205,4.501388889,185.7,168.67,172.48,26.784
16210,4.502777778,185.67,168.63,172.46,26.789
16215,4.504166667,185.65,168.61,172.38,26.796
16220,4.505555556,185.64,168.59,172.38,26.796
16225,4.506944444,185.63,168.6,172.36,26.787
16230,4.508333333,185.66,168.64,172.39,26.774
16235,4.509722222,185.67,168.69,172.38,26.764
16240,4.511111111,185.7,168.71,172.38,26.757
16245,4.5125,185.75,168.72,172.39,26.752
16250,4.513888889,185.76,168.71,172.39,26.748
16255,4.515277778,185.82,168.73,172.39,26.745
16260,4.516666667,185.79,168.73,172.35,26.742
16265,4.518055556,185.82,168.71,172.31,26.741
16270,4.519444444,185.81,168.69,172.26,26.741
16275,4.520833333,185.82,168.67,172.25,26.742
16280,4.522222222,185.77,168.64,172.22,26.746
16285,4.523611111,185.71,168.62,172.17,26.75
16290,4.525,185.7,168.57,172.1,26.758
16295,4.526388889,185.65,168.5,172.03,26.767
16300,4.527777778,185.58,168.41,171.95,26.784
16305,4.529166667,185.49,168.35,171.88,26.798
16310,4.530555556,185.45,168.32,171.82,26.803
16315,4.531944444,185.5,168.34,171.81,26.797
16320,4.533333333,185.55,168.35,171.83,26.786
16325,4.534722222,185.62,168.39,171.84,26.776
16330,4.536111111,185.61,168.37,171.83,26.768
16335,4.5375,185.59,168.35,171.81,26.765
16340,4.538888889,185.57,168.29,171.8,26.763
16345,4.540277778,185.55,168.25,171.79,26.762
16350,4.541666667,185.57,168.22,171.76,26.763
16355,4.543055556,185.56,168.2,171.71,26.768
16360,4.544444444,185.54,168.14,171.65,26.776
16365,4.545833333,185.5,168.07,171.62,26.78
16370,4.547222222,185.5,168.03,171.59,26.78
16375,4.548611111,185.47,167.99,171.57,26.779
16380,4.55,185.51,167.98,171.55,26.777
16385,4.551388889,185.53,167.93,171.54,26.772
16390,4.552777778,185.54,167.9,171.55,26.767
16395,4.554166667,185.48,167.84,171.5,26.769
16400,4.555555556,185.46,167.81,171.49,26.772
16405,4.556944444,185.45,167.75,171.44,26.777
16410,4.558333333,185.46,167.71,171.42,26.776
16415,4.559722222,185.46,167.64,171.35,26.777
16420,4.561111111,185.45,167.6,171.35,26.775
16425,4.5625,185.47,167.56,171.36,26.774
16430,4.563888889,185.46,167.54,171.39,26.77
16435,4.565277778,185.47,167.51,171.37,26.768
16440,4.566666667,185.5,167.49,171.32,26.765
16445,4.568055556,185.48,167.46,171.3,26.764
16450,4.569444444,185.48,167.42,171.29,26.763
16455,4.570833333,185.47,167.37,171.29,26.763
16460,4.572222222,185.45,167.34,171.27,26.765
16465,4.573611111,185.47,167.3,171.24,26.767
16470,4.575,185.45,167.26,171.2,26.771
16475,4.576388889,185.49,167.23,171.14,26.775
16480,4.577777778,185.45,167.19,171.1,26.781
16485,4.579166667,185.38,167.14,171.06,26.787
16490,4.580555556,185.3,167.06,171.02,26.795
16495,4.581944444,185.27,167.03,170.97,26.799
16500,4.583333333,185.26,166.99,170.94,26.802
16505,4.584722222,185.27,167,170.92,26.802
16510,4.586111111,185.25,166.99,170.92,26.799
16515,4.5875,185.25,166.99,170.91,26.796
16520,4.588888889,185.21,166.98,170.93,26.793
16525,4.590277778,185.25,166.97,170.93,26.788
16530,4.591666667,185.33,166.97,170.95,26.781
16535,4.593055556,185.41,166.97,170.94,26.773
16540,4.594444444,185.43,166.98,170.96,26.766
16545,4.595833333,185.4,166.99,170.95,26.763
16550,4.597222222,185.38,166.99,170.92,26.762
16555,4.598611111,185.38,166.98,170.89,26.764
16560,4.6,185.38,166.95,170.86,26.767
16565,4.601388889,185.33,166.92,170.85,26.771
16570,4.602777778,185.29,166.9,170.8,26.775
16575,4.604166667,185.27,166.87,170.76,26.78
16580,4.605555556,185.27,166.83,170.67,26.789
16585,4.606944444,185.23,166.78,170.64,26.797
16590,4.608333333,185.18,166.72,170.57,26.805
16595,4.609722222,185.13,166.67,170.54,26.811
16600,4.611111111,185.11,166.65,170.51,26.816
16605,4.6125,185.1,166.65,170.53,26.816
16610,4.613888889,185.11,166.66,170.54,26.815
16615,4.615277778,185.12,166.65,170.53,26.81
16620,4.616666667,185.15,166.67,170.52,26.802
16625,4.618055556,185.18,166.71,170.53,26.791
16630,4.619444444,185.19,166.75,170.56,26.784
16635,4.620833333,185.2,166.76,170.57,26.778
16640,4.622222222,185.17,166.74,170.56,26.776
