sconds,hours,Ch1,Ch3,Ch4,Temp
5525,1.534722222,192.62,185.61,191.74,26.861
5530,1.536111111,192.66,185.64,191.78,26.85
5535,1.5375,192.71,185.63,191.76,26.846
5540,1.538888889,192.63,185.6,191.72,26.85
5545,1.540277778,192.59,185.53,191.67,26.861
5550,1.541666667,192.56,185.49,191.64,26.869
5555,1.543055556,192.6,185.47,191.6,26.869
5560,1.544444444,192.59,185.49,191.63,26.864
5565,1.545833333,192.56,185.5,191.62,26.861
5570,1.547222222,192.59,185.51,191.66,26.858
5575,1.548611111,192.59,185.5,191.64,26.858
5580,1.55,192.6,185.46,191.63,26.857
5585,1.551388889,192.56,185.45,191.62,26.859
5590,1.552777778,192.6,185.45,191.62,26.858
5595,1.554166667,192.6,185.46,191.61,26.862
5600,1.555555556,192.59,185.42,191.55,26.868
5605,1.556944444,192.54,185.39,191.5,26.876
5610,1.558333333,192.53,185.36,191.44,26.88
5615,1.559722222,192.51,185.34,191.39,26.884
5620,1.561111111,192.5,185.31,191.36,26.888
5625,1.5625,192.45,185.3,191.36,26.894
5630,1.563888889,192.39,185.23,191.31,26.905
5635,1.565277778,192.32,185.18,191.22,26.918
5640,1.566666667,192.29,185.13,191.13,26.928
5645,1.568055556,192.28,185.13,191.16,26.927
5650,1.569444444,192.3,185.19,191.22,26.914
5655,1.570833333,192.36,185.26,191.32,26.898
5660,1.572222222,192.42,185.35,191.37,26.883
5665,1.573611111,192.46,185.36,191.38,26.88
5670,1.575,192.45,185.32,191.3,26.887
5675,1.576388889,192.43,185.28,191.24,26.895
5680,1.577777778,192.44,185.3,191.22,26.895
5685,1.579166667,192.5,185.36,191.28,26.879
5690,1.580555556,192.58,185.43,191.35,26.858
5695,1.581944444,192.65,185.45,191.4,26.847
5700,1.583333333,192.69,185.47,191.43,26.84
5705,1.584722222,192.72,185.46,191.45,26.839
5710,1.586111111,192.68,185.46,191.46,26.836
5715,1.5875,192.66,185.45,191.43,26.836
5720,1.588888889,192.62,185.44,191.37,26.836
5725,1.590277778,192.62,185.44,191.35,26.834
5730,1.591666667,192.61,185.44,191.36,26.834
5735,1.593055556,192.62,185.45,191.4,26.832
5740,1.594444444,192.6,185.42,191.38,26.834
5745,1.595833333,192.63,185.39,191.37,26.836
5750,1.597222222,192.6,185.37,191.32,26.84
5755,1.598611111,192.6,185.36,191.32,26.841
5760,1.6,192.57,185.34,191.29,26.841
5765,1.601388889,192.6,185.32,191.25,26.842
5770,1.602777778,192.6,185.28,191.21,26.846
5775,1.604166667,192.58,185.26,191.19,26.851
5780,1.605555556,192.56,185.22,191.16,26.857
5785,1.606944444,192.5,185.23,191.16,26.862
5790,1.608333333,192.5,185.19,191.1,26.868
5795,1.609722222,192.42,185.17,191.06,26.875
5800,1.611111111,192.4,185.12,191.02,26.882
5805,1.6125,192.31,185.09,190.98,26.888
5810,1.613888889,192.33,185.07,190.98,26.889
5815,1.615277778,192.34,185.05,190.94,26.893
5820,1.616666667,192.37,185.03,190.94,26.893
5825,1.618055556,192.34,185.06,190.89,26.892
5830,1.619444444,192.42,185.12,190.94,26.877
5835,1.620833333,192.5,185.23,191.01,26.859
5840,1.622222222,192.58,185.29,191.06,26.844
5845,1.623611111,192.57,185.31,191.06,26.837
5850,1.625,192.59,185.31,191.05,26.835
5855,1.626388889,192.58,185.31,191.09,26.831
5860,1.627777778,192.6,185.33,191.05,26.827
5865,1.629166667,192.58,185.32,191.03,26.828
5870,1.630555556,192.63,185.33,190.98,26.828
5875,1.631944444,192.61,185.32,190.98,26.829
5880,1.633333333,192.67,185.32,190.95,26.827
5885,1.634722222,192.6,185.29,190.94,26.83
5890,1.636111111,192.6,185.28,190.93,26.834
5895,1.6375,192.53,185.24,190.91,26.841
5900,1.638888889,192.51,185.22,190.84,26.849
5905,1.640277778,192.45,185.18,190.76,26.86
5910,1.641666667,192.41,185.16,190.69,26.87
5915,1.643055556,192.34,185.07,190.62,26.881
5920,1.644444444,192.29,185.03,190.59,26.891
5925,1.645833333,192.28,185.02,190.56,26.891
5930,1.647222222,192.34,185.12,190.65,26.875
5935,1.648611111,192.45,185.21,190.73,26.854
5940,1.65,192.51,185.28,190.79,26.835
5945,1.651388889,192.58,185.32,190.75,26.827
5950,1.652777778,192.55,185.32,190.72,26.823
5955,1.654166667,192.57,185.29,190.72,26.827
5960,1.655555556,192.56,185.29,190.75,26.827
5965,1.656944444,192.56,185.27,190.72,26.829
5970,1.658333333,192.53,185.29,190.67,26.831
5975,1.659722222,192.52,185.25,190.63,26.836
5980,1.661111111,192.53,185.24,190.58,26.844
5985,1.6625,192.5,185.2,190.56,26.85
5990,1.663888889,192.45,185.18,190.5,26.859
5995,1.665277778,192.42,185.15,190.48,26.861
6000,1.666666667,192.4,185.15,190.43,26.865
6005,1.668055556,192.39,185.14,190.42,26.863
6010,1.669444444,192.42,185.11,190.4,26.862
6015,1.670833333,192.48,185.13,190.43,26.856
6020,1.672222222,192.5,185.16,190.41,26.852
6025,1.673611111,192.49,185.21,190.42,26.851
6030,1.675,192.46,185.19,190.35,26.855
6035,1.676388889,192.44,185.16,190.3,26.861
6040,1.677777778,192.41,185.15,190.27,26.863
6045,1.679166667,192.37,185.15,190.25,26.863
6050,1.680555556,192.39,185.18,190.26,26.858
6055,1.681944444,192.43,185.22,190.28,26.852
6060,1.683333333,192.47,185.26,190.29,26.848
6065,1.684722222,192.48,185.26,190.27,26.846
6070,1.686111111,192.46,185.25,190.24,26.85
6075,1.6875,192.4,185.21,190.22,26.858
6080,1.688888889,192.33,185.17,190.21,26.867
6085,1.690277778,192.29,185.11,190.17,26.877
6090,1.691666667,192.25,185.07,190.11,26.884
6095,1.693055556,192.26,185.06,190.05,26.889
6100,1.694444444,192.25,185.04,190.05,26.889
6105,1.695833333,192.3,185.04,190.04,26.886
6110,1.697222222,192.32,185.05,190.07,26.883
6115,1.698611111,192.36,185.07,190.01,26.881
6120,1.7,192.37,185.06,189.99,26.882
6125,1.701388889,192.31,185.04,189.93,26.887
6130,1.702777778,192.28,185.01,189.94,26.889
6135,1.704166667,192.25,185.02,189.94,26.889
6140,1.705555556,192.29,185.02,189.95,26.888
6145,1.706944444,192.32,185.03,189.94,26.887
6150,1.708333333,192.31,185.07,189.93,26.883
6155,1.709722222,192.32,185.12,189.93,26.878
6160,1.711111111,192.3,185.14,189.91,26.876
6165,1.7125,192.32,185.11,189.92,26.878
6170,1.713888889,192.31,185.09,189.94,26.88
6175,1.715277778,192.3,185.07,189.95,26.882
6180,1.716666667,192.32,185.1,189.94,26.88
6185,1.718055556,192.3,185.09,189.94,26.879
6190,1.719444444,192.34,185.13,189.96,26.876
6195,1.720833333,192.33,185.15,189.98,26.878
6200,1.722222222,192.34,185.17,189.97,26.877
6205,1.723611111,192.28,185.16,189.93,26.878
6210,1.725,192.3,185.16,189.9,26.877
6215,1.726388889,192.28,185.17,189.92,26.876
6220,1.727777778,192.36,185.22,189.96,26.872
6225,1.729166667,192.35,185.24,190,26.869
6230,1.730555556,192.37,185.28,190,26.866
6235,1.731944444,192.35,185.28,190,26.866
6240,1.733333333,192.34,185.32,190.01,26.863
6245,1.734722222,192.39,185.32,190.03,26.862
6250,1.736111111,192.41,185.36,190.04,26.86
6255,1.7375,192.44,185.38,190.05,26.859
6260,1.738888889,192.4,185.41,190.04,26.857
6265,1.740277778,192.39,185.41,190.05,26.856
6270,1.741666667,192.38,185.4,190.04,26.857
6275,1.743055556,192.36,185.39,190.07,26.859
6280,1.744444444,192.34,185.39,190.09,26.858
6285,1.745833333,192.33,185.4,190.07,26.859
6290,1.747222222,192.33,185.42,190.05,26.86
6295,1.748611111,192.34,185.44,190.02,26.862
6300,1.75,192.35,185.46,190.08,26.861
6305,1.751388889,192.4,185.48,190.11,26.859
6310,1.752777778,192.39,185.48,190.1,26.86
6315,1.754166667,192.34,185.5,190.08,26.864
6320,1.755555556,192.32,185.49,190.05,26.867
6325,1.756944444,192.31,185.52,190.07,26.867
6330,1.758333333,192.33,185.48,190.07,26.867
6335,1.759722222,192.31,185.52,190.06,26.867
6340,1.761111111,192.3,185.51,190.06,26.867
6345,1.7625,192.3,185.53,190.07,26.867
6350,1.763888889,192.3,185.51,190.06,26.87
6355,1.765277778,192.3,185.51,190.07,26.875
6360,1.766666667,192.27,185.51,190.06,26.876
6365,1.768055556,192.25,185.51,190.13,26.874
6370,1.769444444,192.23,185.53,190.12,26.869
6375,1.770833333,192.27,185.58,190.15,26.864
6380,1.772222222,192.33,185.63,190.12,26.861
6385,1.773611111,192.38,185.65,190.12,26.86
6390,1.775,192.39,185.63,190.11,26.859
6395,1.776388889,192.32,185.61,190.12,26.862
6400,1.777777778,192.32,185.59,190.14,26.862
6405,1.779166667,192.32,185.59,190.15,26.863
6410,1.780555556,192.35,185.61,190.16,26.861
6415,1.781944444,192.31,185.62,190.16,26.859
6420,1.783333333,192.28,185.61,190.15,26.859
6425,1.784722222,192.29,185.59,190.15,26.86
6430,1.786111111,192.33,185.6,190.16,26.857
6435,1.7875,192.31,185.61,190.16,26.856
6440,1.788888889,192.28,185.63,190.17,26.854
6445,1.790277778,192.28,185.64,190.17,26.855
6450,1.791666667,192.29,185.67,190.2,26.853
6455,1.793055556,192.31,185.68,190.21,26.851
6460,1.794444444,192.29,185.65,190.21,26.853
6465,1.795833333,192.28,185.62,190.22,26.853
6470,1.797222222,192.27,185.61,190.22,26.853
6475,1.798611111,192.29,185.63,190.23,26.85
6480,1.8,192.28,185.64,190.21,26.852
6485,1.801388889,192.25,185.61,190.19,26.853
6490,1.802777778,192.27,185.56,190.14,26.859
6495,1.804166667,192.28,185.52,190.14,26.86
6500,1.805555556,192.26,185.49,190.13,26.862
6505,1.806944444,192.23,185.52,190.17,26.86
6510,1.808333333,192.2,185.5,190.16,26.861
6515,1.809722222,192.25,185.5,190.15,26.862
6520,1.811111111,192.23,185.45,190.09,26.867
6525,1.8125,192.25,185.44,190.11,26.866
6530,1.813888889,192.23,185.41,190.14,26.865
6535,1.815277778,192.22,185.41,190.16,26.862
6540,1.816666667,192.23,185.39,190.16,26.862
6545,1.818055556,192.24,185.38,190.17,26.86
6550,1.819444444,192.26,185.36,190.17,26.859
6555,1.820833333,192.23,185.32,190.17,26.861
6560,1.822222222,192.25,185.29,190.13,26.864
6565,1.823611111,192.22,185.22,190.11,26.871
6570,1.825,192.21,185.23,190.09,26.872
6575,1.826388889,192.18,185.23,190.11,26.87
6580,1.827777778,192.16,185.26,190.14,26.865
6585,1.829166667,192.19,185.24,190.15,26.864
6590,1.830555556,192.18,185.22,190.11,26.866
6595,1.831944444,192.21,185.18,190.11,26.87
6600,1.833333333,192.14,185.14,190.1,26.873
6605,1.834722222,192.14,185.11,190.13,26.874
6610,1.836111111,192.13,185.11,190.14,26.873
6615,1.8375,192.21,185.14,190.15,26.868
6620,1.838888889,192.25,185.17,190.16,26.861
6625,1.840277778,192.31,185.21,190.18,26.852
6630,1.841666667,192.34,185.24,190.18,26.845
6635,1.843055556,192.37,185.27,190.19,26.842
6640,1.844444444,192.34,185.28,190.2,26.839
6645,1.845833333,192.32,185.27,190.22,26.839
6650,1.847222222,192.3,185.25,190.23,26.837
6655,1.848611111,192.32,185.28,190.25,26.838
6660,1.85,192.29,185.27,190.25,26.837
6665,1.851388889,192.28,185.28,190.25,26.838
6670,1.852777778,192.28,185.26,190.23,26.84
6675,1.854166667,192.28,185.28,190.24,26.84
6680,1.855555556,192.28,185.29,190.21,26.839
6685,1.856944444,192.28,185.31,190.19,26.838
6690,1.858333333,192.28,185.28,190.17,26.842
6695,1.859722222,192.27,185.26,190.19,26.846
6700,1.861111111,192.24,185.26,190.22,26.849
6705,1.8625,192.27,185.26,190.17,26.85
6710,1.863888889,192.25,185.24,190.11,26.852
6715,1.865277778,192.28,185.25,190.11,26.852
6720,1.866666667,192.24,185.27,190.14,26.852
6725,1.868055556,192.24,185.28,190.16,26.852
6730,1.869444444,192.2,185.28,190.14,26.852
6735,1.870833333,192.21,185.29,190.13,26.85
6740,1.872222222,192.22,185.28,190.14,26.849
6745,1.873611111,192.25,185.29,190.13,26.849
6750,1.875,192.27,185.3,190.14,26.849
6755,1.876388889,192.3,185.33,190.14,26.846
6760,1.877777778,192.29,185.34,190.13,26.845
6765,1.879166667,192.24,185.34,190.13,26.844
6770,1.880555556,192.23,185.33,190.11,26.848
6775,1.881944444,192.23,185.35,190.12,26.848
6780,1.883333333,192.25,185.34,190.17,26.848
6785,1.884722222,192.24,185.35,190.15,26.848
6790,1.886111111,192.23,185.34,190.14,26.849
6795,1.8875,192.21,185.32,190.08,26.855
6800,1.888888889,192.2,185.3,190.07,26.862
6805,1.890277778,192.17,185.25,190.02,26.87
6810,1.891666667,192.11,185.23,189.99,26.875
6815,1.893055556,192.04,185.2,189.95,26.88
6820,1.894444444,192.04,185.21,189.9,26.881
6825,1.895833333,192.1,185.2,189.89,26.88
6830,1.897222222,192.15,185.22,189.93,26.874
6835,1.898611111,192.21,185.24,190.01,26.866
6840,1.9,192.2,185.26,190.04,26.859
6845,1.901388889,192.25,185.3,190.06,26.852
6850,1.902777778,192.21,185.31,190.06,26.849
6855,1.904166667,192.23,185.32,190.07,26.846
6860,1.905555556,192.23,185.32,190.07,26.843
6865,1.906944444,192.27,185.3,190.09,26.842
6870,1.908333333,192.28,185.31,190.12,26.837
6875,1.909722222,192.25,185.29,190.14,26.836
6880,1.911111111,192.21,185.27,190.11,26.834
6885,1.9125,192.18,185.23,190.09,26.834
6890,1.913888889,192.18,185.23,190.07,26.835
6895,1.915277778,192.22,185.2,190.1,26.835
6900,1.916666667,192.22,185.16,190.08,26.837
6905,1.918055556,192.23,185.11,190.05,26.839
6910,1.919444444,192.23,185.08,190.01,26.84
6915,1.920833333,192.24,185.03,190.03,26.841
6920,1.922222222,192.23,184.97,190.01,26.841
6925,1.923611111,192.23,184.94,190.03,26.839
6930,1.925,192.27,184.9,190.01,26.837
6935,1.926388889,192.3,184.87,190.04,26.834
6940,1.927777778,192.32,184.82,190.05,26.832
6945,1.929166667,192.25,184.78,190.08,26.832
6950,1.930555556,192.22,184.75,190.12,26.831
6955,1.931944444,192.18,184.71,190.13,26.831
6960,1.933333333,192.23,184.69,190.12,26.828
6965,1.934722222,192.23,184.64,190.08,26.829
6970,1.936111111,192.26,184.58,190.03,26.831
6975,1.9375,192.24,184.54,190,26.833
6980,1.938888889,192.24,184.5,190,26.836
6985,1.940277778,192.22,184.46,189.99,26.836
6990,1.941666667,192.18,184.4,190,26.84
6995,1.943055556,192.13,184.38,189.99,26.84
7000,1.944444444,192.09,184.34,189.98,26.841
7005,1.945833333,192.12,184.3,189.98,26.84
7010,1.947222222,192.13,184.25,189.96,26.84
7015,1.948611111,192.17,184.23,190,26.839
7020,1.95,192.16,184.22,189.98,26.837
7025,1.951388889,192.16,184.22,189.99,26.832
7030,1.952777778,192.18,184.21,189.97,26.83
7035,1.954166667,192.23,184.2,190.02,26.829
7040,1.955555556,192.27,184.19,189.99,26.829
7045,1.956944444,192.26,184.18,189.98,26.83
7050,1.958333333,192.23,184.16,189.93,26.832
7055,1.959722222,192.21,184.14,189.92,26.836
7060,1.961111111,192.17,184.14,189.91,26.837
7065,1.9625,192.19,184.12,189.89,26.84
7070,1.963888889,192.19,184.11,189.89,26.841
7075,1.965277778,192.18,184.09,189.87,26.842
7080,1.966666667,192.15,184.09,189.91,26.842
7085,1.968055556,192.12,184.07,189.89,26.844
7090,1.969444444,192.12,184.08,189.88,26.842
7095,1.970833333,192.13,184.1,189.86,26.842
7100,1.972222222,192.15,184.11,189.86,26.84
7105,1.973611111,192.16,184.11,189.88,26.838
7110,1.975,192.18,184.07,189.9,26.837
7115,1.976388889,192.16,184.08,189.9,26.836
7120,1.977777778,192.17,184.06,189.89,26.838
7125,1.979166667,192.18,184.08,189.9,26.838
7130,1.980555556,192.14,184.06,189.86,26.842
7135,1.981944444,192.11,184.06,189.81,26.845
7140,1.983333333,192.02,184.01,189.72,26.853
7145,1.984722222,191.99,183.97,189.71,26.86
7150,1.986111111,191.97,183.91,189.69,26.866
7155,1.9875,192.01,183.87,189.69,26.869
7160,1.988888889,192.01,183.85,189.66,26.869
7165,1.990277778,192.05,183.85,189.65,26.868
7170,1.991666667,191.99,183.87,189.65,26.867
7175,1.993055556,192.04,183.88,189.66,26.864
7180,1.994444444,192.02,183.88,189.69,26.863
7185,1.995833333,192.08,183.86,189.71,26.86
7190,1.997222222,192.09,183.86,189.71,26.858
7195,1.998611111,192.07,183.87,189.7,26.855
7200,2,192.06,183.91,189.69,26.854
7205,2.001388889,192.04,183.91,189.67,26.854
7210,2.002777778,192.05,183.93,189.68,26.852
7215,2.004166667,192.04,183.9,189.65,26.853
7220,2.005555556,192.08,183.89,189.67,26.849
7225,2.006944444,192.1,183.88,189.68,26.847
7230,2.008333333,192.12,183.88,189.71,26.841
7235,2.009722222,192.08,183.93,189.73,26.838
7240,2.011111111,192.09,183.94,189.75,26.836
7245,2.0125,192.1,183.95,189.74,26.836
7250,2.013888889,192.15,183.95,189.74,26.836
7255,2.015277778,192.13,183.93,189.74,26.836
7260,2.016666667,192.11,183.9,189.73,26.84
7265,2.018055556,192.07,183.84,189.7,26.846
7270,2.019444444,192.02,183.81,189.67,26.853
7275,2.020833333,192.03,183.82,189.66,26.853
7280,2.022222222,192.03,183.83,189.65,26.852
7285,2.023611111,192.05,183.85,189.67,26.85
7290,2.025,192.06,183.86,189.67,26.85
7295,2.026388889,192.02,183.86,189.66,26.852
7300,2.027777778,192.04,183.87,189.64,26.853
7305,2.029166667,192,183.84,189.63,26.855
7310,2.030555556,191.99,183.83,189.59,26.86
7315,2.031944444,191.94,183.78,189.59,26.862
7320,2.033333333,191.94,183.77,189.59,26.862
7325,2.034722222,191.95,183.77,189.61,26.86
7330,2.036111111,191.99,183.82,189.63,26.858
7335,2.0375,191.98,183.85,189.66,26.856
7340,2.038888889,192.03,183.87,189.71,26.853
7345,2.040277778,191.97,183.86,189.71,26.851
7350,2.041666667,191.97,183.85,189.68,26.85
7355,2.043055556,191.93,183.83,189.68,26.849
7360,2.044444444,191.97,183.85,189.67,26.849
7365,2.045833333,192,183.88,189.69,26.847
7370,2.047222222,192.01,183.87,189.68,26.849
7375,2.048611111,192,183.86,189.69,26.849
7380,2.05,191.96,183.84,189.67,26.85
7385,2.051388889,191.95,183.87,189.67,26.848
7390,2.052777778,191.96,183.88,189.67,26.847
7395,2.054166667,192.01,183.89,189.69,26.846
7400,2.055555556,192,183.88,189.71,26.845
7405,2.056944444,191.98,183.88,189.73,26.844
7410,2.058333333,191.95,183.87,189.75,26.843
7415,2.059722222,191.94,183.82,189.72,26.844
7420,2.061111111,191.92,183.81,189.72,26.842
7425,2.0625,191.91,183.8,189.72,26.842
7430,2.063888889,191.92,183.81,189.73,26.84
7435,2.065277778,191.96,183.79,189.74,26.84
7440,2.066666667,191.97,183.78,189.74,26.838
7445,2.068055556,191.96,183.78,189.75,26.837
7450,2.069444444,191.96,183.82,189.78,26.833
7455,2.070833333,191.97,183.83,189.78,26.832
7460,2.072222222,192.01,183.86,189.78,26.829
7465,2.073611111,192.01,183.82,189.73,26.831
7470,2.075,192.03,183.81,189.75,26.83
7475,2.076388889,191.96,183.77,189.74,26.833
7480,2.077777778,191.98,183.76,189.76,26.83
7485,2.079166667,191.94,183.72,189.75,26.831
7490,2.080555556,191.95,183.7,189.75,26.83
7495,2.081944444,191.94,183.69,189.74,26.83
7500,2.083333333,191.93,183.66,189.75,26.829
7505,2.084722222,191.95,183.64,189.75,26.829
7510,2.086111111,191.93,183.61,189.76,26.829
7515,2.0875,191.97,183.63,189.74,26.829
7520,2.088888889,191.96,183.61,189.75,26.829
7525,2.090277778,191.96,183.58,189.72,26.834
7530,2.091666667,191.92,183.54,189.72,26.836
7535,2.093055556,191.93,183.52,189.71,26.837
7540,2.094444444,191.95,183.54,189.7,26.835
7545,2.095833333,191.93,183.52,189.66,26.836
7550,2.097222222,191.92,183.51,189.65,26.836
7555,2.098611111,191.89,183.48,189.65,26.836
7560,2.1,191.93,183.47,189.67,26.836
7565,2.101388889,191.93,183.46,189.68,26.833
7570,2.102777778,192,183.45,189.69,26.829
7575,2.104166667,192.01,183.45,189.71,26.825
7580,2.105555556,192.06,183.45,189.7,26.823
7585,2.106944444,192.02,183.47,189.68,26.822
7590,2.108333333,192.03,183.45,189.69,26.818
7595,2.109722222,192.03,183.45,189.68,26.816
7600,2.111111111,192.02,183.4,189.7,26.817
7605,2.1125,192.02,183.37,189.67,26.822
7610,2.113888889,192.01,183.33,189.66,26.826
7615,2.115277778,192.04,183.31,189.66,26.826
7620,2.116666667,192.01,183.31,189.64,26.826
7625,2.118055556,191.98,183.31,189.64,26.824
7630,2.119444444,191.95,183.28,189.61,26.828
7635,2.120833333,191.96,183.26,189.61,26.828
7640,2.122222222,191.98,183.23,189.6,26.829
7645,2.123611111,191.99,183.22,189.59,26.827
7650,2.125,191.99,183.22,189.57,26.824
7655,2.126388889,191.99,183.23,189.59,26.822
7660,2.127777778,191.98,183.25,189.58,26.822
7665,2.129166667,191.97,183.24,189.61,26.821
7670,2.130555556,191.97,183.23,189.59,26.822
7675,2.131944444,191.95,183.19,189.61,26.821
7680,2.133333333,191.93,183.18,189.56,26.824
7685,2.134722222,191.93,183.16,189.56,26.825
7690,2.136111111,191.93,183.14,189.51,26.828
7695,2.1375,191.91,183.12,189.5,26.829
7700,2.138888889,191.9,183.1,189.47,26.833
7705,2.140277778,191.93,183.11,189.43,26.834
7710,2.141666667,191.95,183.08,189.44,26.837
7715,2.143055556,191.89,183.06,189.4,26.84
7720,2.144444444,191.86,183.05,189.41,26.843
7725,2.145833333,191.82,183.05,189.36,26.844
7730,2.147222222,191.84,183.06,189.37,26.843
7735,2.148611111,191.81,183.05,189.36,26.842
7740,2.15,191.85,183.04,189.36,26.843
7745,2.151388889,191.88,183.02,189.36,26.843
7750,2.152777778,191.93,183.03,189.35,26.843
7755,2.154166667,191.94,183.06,189.34,26.841
7760,2.155555556,191.92,183.05,189.34,26.84
7765,2.156944444,191.92,183.06,189.37,26.836
7770,2.158333333,191.96,183.08,189.39,26.832
7775,2.159722222,192.01,183.13,189.41,26.827
7780,2.161111111,192.02,183.14,189.4,26.824
7785,2.1625,191.97,183.15,189.4,26.823
7790,2.163888889,191.93,183.15,189.4,26.826
7795,2.165277778,191.89,183.15,189.38,26.827
7800,2.166666667,191.92,183.14,189.34,26.828
7805,2.168055556,191.91,183.14,189.31,26.83
7810,2.169444444,191.9,183.16,189.29,26.83
7815,2.170833333,191.88,183.17,189.32,26.829
7820,2.172222222,191.89,183.19,189.32,26.822
7825,2.173611111,191.91,183.2,189.32,26.818
7830,2.175,191.93,183.21,189.28,26.816
7835,2.176388889,191.94,183.21,189.28,26.818
7840,2.177777778,191.96,183.22,189.29,26.819
7845,2.179166667,191.97,183.23,189.29,26.819
7850,2.180555556,191.96,183.23,189.27,26.817
7855,2.181944444,191.98,183.24,189.26,26.816
7860,2.183333333,191.99,183.25,189.27,26.815
7865,2.184722222,191.98,183.26,189.24,26.818
7870,2.186111111,191.95,183.24,189.22,26.821
7875,2.1875,191.89,183.25,189.18,26.822
7880,2.188888889,191.89,183.25,189.18,26.822
7885,2.190277778,191.88,183.27,189.14,26.821
7890,2.191666667,191.85,183.25,189.13,26.822
7895,2.193055556,191.89,183.26,189.1,26.82
7900,2.194444444,191.89,183.28,189.12,26.816
7905,2.195833333,191.95,183.31,189.14,26.814
7910,2.197222222,191.93,183.32,189.16,26.812
7915,2.198611111,191.98,183.32,189.18,26.811
7920,2.2,191.95,183.3,189.14,26.811
7925,2.201388889,191.94,183.31,189.12,26.812
7930,2.202777778,191.91,183.3,189.08,26.813
7935,2.204166667,191.92,183.31,189.08,26.811
7940,2.205555556,191.9,183.3,189.06,26.813
7945,2.206944444,191.88,183.3,189.03,26.817
7950,2.208333333,191.86,183.29,189,26.821
7955,2.209722222,191.84,183.27,188.96,26.826
7960,2.211111111,191.81,183.23,188.94,26.83
7965,2.2125,191.77,183.19,188.87,26.837
7970,2.213888889,191.76,183.18,188.82,26.844
7975,2.215277778,191.77,183.16,188.78,26.849
7980,2.216666667,191.73,183.15,188.75,26.852
7985,2.218055556,191.71,183.11,188.75,26.853
7990,2.219444444,191.68,183.14,188.77,26.849
7995,2.220833333,191.68,183.16,188.79,26.848
8000,2.222222222,191.7,183.19,188.78,26.846
8005,2.223611111,191.75,183.18,188.77,26.846
8010,2.225,191.75,183.19,188.74,26.845
8015,2.226388889,191.77,183.22,188.78,26.841
8020,2.227777778,191.77,183.21,188.76,26.841
8025,2.229166667,191.76,183.22,188.78,26.841
8030,2.230555556,191.71,183.21,188.73,26.842
8035,2.231944444,191.69,183.21,188.7,26.842
8040,2.233333333,191.71,183.23,188.68,26.839
8045,2.234722222,191.77,183.24,188.69,26.836
8050,2.236111111,191.76,183.24,188.71,26.833
8055,2.2375,191.8,183.22,188.7,26.83
8060,2.238888889,191.77,183.2,188.71,26.829
8065,2.240277778,191.81,183.2,188.7,26.827
8070,2.241666667,191.78,183.19,188.72,26.826
8075,2.243055556,191.79,183.2,188.7,26.825
8080,2.244444444,191.77,183.19,188.68,26.826
8085,2.245833333,191.78,183.19,188.64,26.827
8090,2.247222222,191.76,183.16,188.61,26.828
8095,2.248611111,191.76,183.14,188.6,26.828
8100,2.25,191.77,183.11,188.6,26.825
8105,2.251388889,191.79,183.07,188.61,26.823
8110,2.252777778,191.79,183.05,188.6,26.82
8115,2.254166667,191.76,183.04,188.56,26.821
8120,2.255555556,191.75,183.01,188.54,26.823
8125,2.256944444,191.75,183.01,188.54,26.825
8130,2.258333333,191.77,182.97,188.52,26.824
8135,2.259722222,191.75,182.97,188.49,26.823
8140,2.261111111,191.77,182.94,188.45,26.823
8145,2.2625,191.79,182.92,188.43,26.826
8150,2.263888889,191.78,182.9,188.38,26.828
8155,2.265277778,191.74,182.87,188.34,26.832
8160,2.266666667,191.68,182.86,188.32,26.833
8165,2.268055556,191.68,182.85,188.34,26.836
8170,2.269444444,191.69,182.84,188.33,26.838
8175,2.270833333,191.72,182.79,188.27,26.843
8180,2.272222222,191.69,182.77,188.2,26.847
8185,2.273611111,191.65,182.74,188.15,26.849
8190,2.275,191.64,182.74,188.15,26.848
8195,2.276388889,191.68,182.73,188.15,26.846
8200,2.277777778,191.73,182.71,188.15,26.841
8205,2.279166667,191.75,182.72,188.12,26.84
8210,2.280555556,191.73,182.71,188.11,26.839
8215,2.281944444,191.7,182.73,188.1,26.836
8220,2.283333333,191.69,182.72,188.1,26.837
8225,2.284722222,191.69,182.71,188.08,26.838
8230,2.286111111,191.66,182.67,188.03,26.845
8235,2.2875,191.64,182.67,188.02,26.846
8240,2.288888889,191.65,182.64,188.03,26.847
8245,2.290277778,191.66,182.65,188.07,26.843
8250,2.291666667,191.72,182.66,188.04,26.841
8255,2.293055556,191.7,182.67,188.01,26.838
8260,2.294444444,191.75,182.68,187.99,26.838
8265,2.295833333,191.73,182.65,187.98,26.837
8270,2.297222222,191.7,182.65,187.96,26.835
8275,2.298611111,191.67,182.65,187.92,26.832
8280,2.3,191.66,182.67,187.93,26.828
8285,2.301388889,191.69,182.68,187.94,26.826
8290,2.302777778,191.72,182.67,187.98,26.821
8295,2.304166667,191.75,182.69,187.99,26.816
8300,2.305555556,191.75,182.7,187.98,26.814
8305,2.306944444,191.74,182.72,187.97,26.813
8310,2.308333333,191.7,182.71,187.94,26.813
8315,2.309722222,191.74,182.7,187.94,26.813
8320,2.311111111,191.74,182.66,187.92,26.814
8325,2.3125,191.79,182.64,187.9,26.815
8330,2.313888889,191.76,182.62,187.89,26.815
8335,2.315277778,191.74,182.66,187.91,26.814
