#--- Experiment --------------------------------------------------------------------------
#Ostracods-trial6-dark-newbox-1
#
#--- System ------------------------------------------------------------------------------
#Data from PyroScience Workbench V1.5.4.2482   www.pyroscience.com
#AHALVONIK-PC
#--- Instrument --------------------------------------------------------------------------
#Device: FireSting-PRO [A] FSPRO-4 SN:24100008 UiD:2411E50859672118 Firmware:4.11 Build:001
#--- Channel -----------------------------------------------------------------------------
#Channel [A Ch.3] - Oxygen Sensor - SC7-523-205 
#--- Settings & Calibration --------------------------------------------------------------
#Settings:	Duration	Intensity	Amp	Frequency (Hz)	Crc Enable	Write Lock	Autom. Flash Duration	Autom. Amp Level	Broadcast Interval (ms)	Broadcast Enabled Sensors	Broadcast Options	Analyte	Fiber Type	Fiber Length (mm)	Radio Temp	Temperature (°C)	Opt. Temp. Chan.	Radio Pressure	Pressure (mbar)	Salinity (g/l)
#	16 ms	20% (C)	10M (400x)	4000	FALSE	FALSE	TRUE	TRUE	0	47	0	oxygen	1 mm	1000	External Temperature Sensor	20.000000	1	Internal Pressure Sensor	1013.000000	27.250000
#Calibration:	lastCal1	lastCal2	dphi 100% (°)	dphi 0% (°)	f	m	F(Hz)	tt(%/K)	kt(%/K)	Background Amplitude (mV)	Background dphi (°)	mt(1/K)	Tofs(K)	Ksv (1/mbar)	Method	Air Pressure (mbar)	Temperature (°C)	Humidity (%RH)	Temperature (°C) at 0%	Partial Volume of Oxygen (%O2)
#	11/14/2025	12/31/2000	20.853	52.300	0.804000	0.096000	4000	-0.082000	0.969000	0.584000	0.000000	-0.000006	0.000000	0.000000	fixed f	1010.108	26.641	100.000	20.000	20.950000
#--- Temperature Compensation Channel ----------------------------------------------------
#Compensation Channel [A T1] - PT100 Temperature Sensor - Calibration offset = 0.00°C
#Settings: n/a
#Calibration: n/a
#--- Pressure Compensation Channel -------------------------------------------------------
#Compensation Channel [A P1] - Internal Pressure Sensor
#Settings: n/a
#Calibration: n/a
#--- Measurement Data --------------------------------------------------------------------
Date [A Ch.3 Main]	Time [A Ch.3 Main]	 dt (s) [A Ch.3 Main]	Oxygen (µmol/L) [A Ch.3 Main]	dphi (°) [A Ch.3 Main]	Signal Intensity (mV) [A Ch.3 Main]	Ambient Light (mV) [A Ch.3 Main]	Status [A Ch.3 Main]	Date [A Ch.3 CompT]	Time [A Ch.3 CompT]	 dt (s) [A Ch.3 CompT]	Sample Temp. (°C) [A Ch.3 CompT]	Status [A Ch.3 CompT]	Date [A Ch.3 CompP]	Time [A Ch.3 CompP]	 dt (s) [A Ch.3 CompP]	Pressure (mbar) [A Ch.3 CompP]	Status [A Ch.3 CompP]
16-11-2025	18:09:13.636	4.753	148.585	25.197	616	0	OK	16-11-2025	18:09:13.636	4.753	25.543	OK	16-11-2025	18:09:13.636	4.753	1011	OK
16-11-2025	18:09:18.634	9.751	147.307	25.296	619	0	OK	16-11-2025	18:09:18.634	9.751	25.541	OK	16-11-2025	18:09:18.634	9.751	1011	OK
16-11-2025	18:09:23.636	14.754	146.007	25.397	621	0	OK	16-11-2025	18:09:23.636	14.754	25.541	OK	16-11-2025	18:09:23.636	14.754	1011	OK
16-11-2025	18:09:28.634	19.752	144.899	25.483	623	0	OK	16-11-2025	18:09:28.634	19.752	25.544	OK	16-11-2025	18:09:28.634	19.752	1011	OK
16-11-2025	18:09:33.637	24.754	143.836	25.568	625	0	OK	16-11-2025	18:09:33.637	24.754	25.541	OK	16-11-2025	18:09:33.637	24.754	1011	OK
16-11-2025	18:09:38.638	29.755	142.841	25.647	627	0	OK	16-11-2025	18:09:38.638	29.755	25.542	OK	16-11-2025	18:09:38.638	29.755	1011	OK
16-11-2025	18:09:43.637	34.754	142.033	25.713	628	0	OK	16-11-2025	18:09:43.637	34.754	25.538	OK	16-11-2025	18:09:43.637	34.754	1011	OK
16-11-2025	18:09:48.632	39.750	141.194	25.779	630	0	OK	16-11-2025	18:09:48.632	39.750	25.544	OK	16-11-2025	18:09:48.632	39.750	1011	OK
16-11-2025	18:09:53.635	44.752	140.647	25.824	631	0	OK	16-11-2025	18:09:53.635	44.752	25.542	OK	16-11-2025	18:09:53.635	44.752	1011	OK
16-11-2025	18:09:58.634	49.751	139.904	25.884	632	1	OK	16-11-2025	18:09:58.634	49.751	25.544	OK	16-11-2025	18:09:58.634	49.751	1011	OK
16-11-2025	18:10:03.633	54.751	139.449	25.921	633	0	OK	16-11-2025	18:10:03.633	54.751	25.545	OK	16-11-2025	18:10:03.633	54.751	1011	OK
16-11-2025	18:10:08.633	59.750	138.859	25.969	634	0	OK	16-11-2025	18:10:08.633	59.750	25.547	OK	16-11-2025	18:10:08.633	59.750	1011	OK
16-11-2025	18:10:13.631	64.749	138.351	26.011	635	0	OK	16-11-2025	18:10:13.631	64.749	25.547	OK	16-11-2025	18:10:13.631	64.749	1011	OK
16-11-2025	18:10:18.637	69.754	137.800	26.057	636	1	OK	16-11-2025	18:10:18.637	69.754	25.546	OK	16-11-2025	18:10:18.637	69.754	1011	OK
16-11-2025	18:10:23.639	74.756	137.288	26.100	637	0	OK	16-11-2025	18:10:23.639	74.756	25.545	OK	16-11-2025	18:10:23.639	74.756	1011	OK
