#--- Experiment --------------------------------------------------------------------------
#Ostracods-trial7-light-newbox-
#
#--- System ------------------------------------------------------------------------------
#Data from PyroScience Workbench V1.5.4.2482   www.pyroscience.com
#AHALVONIK-PC
#--- Instrument --------------------------------------------------------------------------
#Device: FireSting-PRO [A] FSPRO-4 SN:24100008 UiD:2411E50859672118 Firmware:4.11 Build:001
#--- Channel -----------------------------------------------------------------------------
#Channel [A Ch.3] - Oxygen Sensor - SC7-523-205 
#--- Settings & Calibration --------------------------------------------------------------
#Settings:	Duration	Intensity	Amp	Frequency (Hz)	Crc Enable	Write Lock	Autom. Flash Duration	Autom. Amp Level	Broadcast Interval (ms)	Broadcast Enabled Sensors	Broadcast Options	Analyte	Fiber Type	Fiber Length (mm)	Radio Temp	Temperature (°C)	Opt. Temp. Chan.	Radio Pressure	Pressure (mbar)	Salinity (g/l)
#	16 ms	20% (C)	10M (400x)	4000	FALSE	FALSE	TRUE	TRUE	0	47	0	oxygen	1 mm	1000	External Temperature Sensor	20.000000	1	Internal Pressure Sensor	1013.000000	27.250000
#Calibration:	lastCal1	lastCal2	dphi 100% (°)	dphi 0% (°)	f	m	F(Hz)	tt(%/K)	kt(%/K)	Background Amplitude (mV)	Background dphi (°)	mt(1/K)	Tofs(K)	Ksv (1/mbar)	Method	Air Pressure (mbar)	Temperature (°C)	Humidity (%RH)	Temperature (°C) at 0%	Partial Volume of Oxygen (%O2)
#	11/14/2025	12/31/2000	20.853	52.300	0.804000	0.096000	4000	-0.082000	0.969000	0.584000	0.000000	-0.000006	0.000000	0.000000	fixed f	1010.108	26.641	100.000	20.000	20.950000
#--- Temperature Compensation Channel ----------------------------------------------------
#Compensation Channel [A T1] - PT100 Temperature Sensor - Calibration offset = 0.00°C
#Settings: n/a
#Calibration: n/a
#--- Pressure Compensation Channel -------------------------------------------------------
#Compensation Channel [A P1] - Internal Pressure Sensor
#Settings: n/a
#Calibration: n/a
#--- Measurement Data --------------------------------------------------------------------
Date [A Ch.3 Main]	Time [A Ch.3 Main]	 dt (s) [A Ch.3 Main]	Oxygen (µmol/L) [A Ch.3 Main]	dphi (°) [A Ch.3 Main]	Signal Intensity (mV) [A Ch.3 Main]	Ambient Light (mV) [A Ch.3 Main]	Status [A Ch.3 Main]	Date [A Ch.3 CompT]	Time [A Ch.3 CompT]	 dt (s) [A Ch.3 CompT]	Sample Temp. (°C) [A Ch.3 CompT]	Status [A Ch.3 CompT]	Date [A Ch.3 CompP]	Time [A Ch.3 CompP]	 dt (s) [A Ch.3 CompP]	Pressure (mbar) [A Ch.3 CompP]	Status [A Ch.3 CompP]
17-11-2025	08:26:46.051	1.061	209.184	21.246	436	0	OK	17-11-2025	08:26:46.051	1.061	26.083	OK	17-11-2025	08:26:46.051	1.061	1015	OK
17-11-2025	08:26:51.055	6.065	209.311	21.240	436	0	OK	17-11-2025	08:26:51.055	6.065	26.081	OK	17-11-2025	08:26:51.055	6.065	1015	OK
17-11-2025	08:26:56.057	11.067	209.301	21.240	436	0	OK	17-11-2025	08:26:56.057	11.067	26.083	OK	17-11-2025	08:26:56.057	11.067	1015	OK
17-11-2025	08:27:01.057	16.067	209.317	21.240	436	0	OK	17-11-2025	08:27:01.057	16.067	26.080	OK	17-11-2025	08:27:01.057	16.067	1015	OK
17-11-2025	08:27:06.064	21.074	209.234	21.244	436	0	OK	17-11-2025	08:27:06.064	21.074	26.081	OK	17-11-2025	08:27:06.064	21.074	1015	OK
17-11-2025	08:27:11.060	26.069	209.036	21.255	436	0	OK	17-11-2025	08:27:11.060	26.069	26.078	OK	17-11-2025	08:27:11.060	26.069	1015	OK
17-11-2025	08:27:16.075	31.084	209.239	21.244	436	0	OK	17-11-2025	08:27:16.075	31.084	26.080	OK	17-11-2025	08:27:16.075	31.084	1015	OK
17-11-2025	08:27:20.987	35.997	209.117	21.250	437	0	OK	17-11-2025	08:27:20.987	35.997	26.081	OK	17-11-2025	08:27:20.987	35.997	1015	OK
17-11-2025	08:27:25.986	40.996	209.103	21.251	436	0	OK	17-11-2025	08:27:25.986	40.996	26.080	OK	17-11-2025	08:27:25.986	40.996	1015	OK
17-11-2025	08:27:30.986	45.996	209.197	21.247	436	1	OK	17-11-2025	08:27:30.986	45.996	26.077	OK	17-11-2025	08:27:30.986	45.996	1015	OK
17-11-2025	08:27:35.986	50.996	208.922	21.260	436	0	OK	17-11-2025	08:27:35.986	50.996	26.081	OK	17-11-2025	08:27:35.986	50.996	1015	OK
17-11-2025	08:27:40.988	55.997	208.801	21.266	436	0	OK	17-11-2025	08:27:40.988	55.997	26.082	OK	17-11-2025	08:27:40.988	55.997	1015	OK
17-11-2025	08:27:45.988	60.997	208.748	21.269	436	1	OK	17-11-2025	08:27:45.988	60.997	26.081	OK	17-11-2025	08:27:45.988	60.997	1015	OK
17-11-2025	08:27:51.075	66.085	208.720	21.271	436	0	OK	17-11-2025	08:27:51.075	66.085	26.079	OK	17-11-2025	08:27:51.075	66.085	1015	OK
17-11-2025	08:27:56.058	71.068	208.661	21.274	436	1	OK	17-11-2025	08:27:56.058	71.068	26.079	OK	17-11-2025	08:27:56.058	71.068	1015	OK
17-11-2025	08:28:01.056	76.066	208.905	21.262	436	0	OK	17-11-2025	08:28:01.056	76.066	26.077	OK	17-11-2025	08:28:01.056	76.066	1015	OK
17-11-2025	08:28:06.057	81.066	208.748	21.269	436	0	OK	17-11-2025	08:28:06.057	81.066	26.081	OK	17-11-2025	08:28:06.057	81.066	1015	OK
17-11-2025	08:28:11.059	86.069	208.825	21.265	436	0	OK	17-11-2025	08:28:11.059	86.069	26.081	OK	17-11-2025	08:28:11.059	86.069	1015	OK
17-11-2025	08:28:16.059	91.068	208.661	21.274	436	0	OK	17-11-2025	08:28:16.059	91.068	26.079	OK	17-11-2025	08:28:16.059	91.068	1015	OK
17-11-2025	08:28:21.060	96.070	208.781	21.267	436	0	OK	17-11-2025	08:28:21.060	96.070	26.082	OK	17-11-2025	08:28:21.060	96.070	1015	OK
17-11-2025	08:28:26.061	101.070	208.739	21.270	436	1	OK	17-11-2025	08:28:26.061	101.070	26.079	OK	17-11-2025	08:28:26.061	101.070	1015	OK
17-11-2025	08:28:31.059	106.069	208.570	21.279	436	0	OK	17-11-2025	08:28:31.059	106.069	26.078	OK	17-11-2025	08:28:31.059	106.069	1015	OK
17-11-2025	08:28:36.060	111.070	208.684	21.272	436	1	OK	17-11-2025	08:28:36.060	111.070	26.082	OK	17-11-2025	08:28:36.060	111.070	1015	OK
17-11-2025	08:28:41.060	116.070	208.487	21.283	436	1	OK	17-11-2025	08:28:41.060	116.070	26.079	OK	17-11-2025	08:28:41.060	116.070	1015	OK
17-11-2025	08:28:46.063	121.073	208.490	21.282	436	1	OK	17-11-2025	08:28:46.063	121.073	26.082	OK	17-11-2025	08:28:46.063	121.073	1015	OK
17-11-2025	08:28:51.061	126.071	208.476	21.283	437	0	OK	17-11-2025	08:28:51.061	126.071	26.081	OK	17-11-2025	08:28:51.061	126.071	1015	OK
17-11-2025	08:28:56.059	131.069	208.531	21.281	437	0	OK	17-11-2025	08:28:56.059	131.069	26.078	OK	17-11-2025	08:28:56.059	131.069	1015	OK
17-11-2025	08:29:01.060	136.070	208.437	21.285	437	0	OK	17-11-2025	08:29:01.060	136.070	26.081	OK	17-11-2025	08:29:01.060	136.070	1015	OK
17-11-2025	08:29:06.062	141.072	208.501	21.282	437	0	OK	17-11-2025	08:29:06.062	141.072	26.080	OK	17-11-2025	08:29:06.062	141.072	1015	OK
17-11-2025	08:29:11.063	146.073	208.429	21.286	437	0	OK	17-11-2025	08:29:11.063	146.073	26.079	OK	17-11-2025	08:29:11.063	146.073	1015	OK
